year,ac_no,ac_name,file_name
2014,1,Purola (SC),uttarakhand_2014/A001.pdf
2014,36,Yamkeshwar,uttarakhand_2014/A036.pdf
2014,2,Yamunotri,uttarakhand_2014/A002.pdf
2014,37,Pauri(SC),uttarakhand_2014/A037.pdf
2014,3,Gangotri,uttarakhand_2014/A003.pdf
2014,38,Srinagar,uttarakhand_2014/A038.pdf
2014,4,Badrinath,uttarakhand_2014/A004.pdf
2014,39,Chaubatakhal,uttarakhand_2014/A039.pdf
2014,5,Tharali(SC),uttarakhand_2014/A005.pdf
2014,40,Lansdown,uttarakhand_2014/A040.pdf
2014,6,KaranPrayag,uttarakhand_2014/A006.pdf
2014,41,Kotdwar,uttarakhand_2014/A041.pdf
2014,7,Kedarnath,uttarakhand_2014/A007.pdf
2014,42,Dharchula,uttarakhand_2014/A042.pdf
2014,8,Rudraprayag,uttarakhand_2014/A008.pdf
2014,43,Didihaat,uttarakhand_2014/A043.pdf
2014,9,Ghansali(SC),uttarakhand_2014/A009.pdf
2014,44,Pithoragarh,uttarakhand_2014/A044.pdf
2014,10,Devprayag,uttarakhand_2014/A010.pdf
2014,45,Gangolihat(SC),uttarakhand_2014/A045.pdf
2014,11,Narendernagar,uttarakhand_2014/A011.pdf
2014,46,Kapkot,uttarakhand_2014/A046.pdf
2014,12,Pratapnagar,uttarakhand_2014/A012.pdf
2014,47,Bageshwar(SC),uttarakhand_2014/A047.pdf
2014,13,Tehri,uttarakhand_2014/A013.pdf
2014,48,Dwarahat,uttarakhand_2014/A048.pdf
2014,14,Dhanaulti,uttarakhand_2014/A014.pdf
2014,49, Sult,uttarakhand_2014/A049.pdf
2014,15,Chakrata(ST),uttarakhand_2014/A015.pdf
2014,50,Ranikhet,uttarakhand_2014/A050.pdf
2014,16,Vikasnagar,uttarakhand_2014/A016.pdf
2014,51,Someshwar(SC),uttarakhand_2014/A051.pdf
2014,17,Sahaspur,uttarakhand_2014/A017.pdf
2014,52,Almora,uttarakhand_2014/A052.pdf
2014,18,Dharmpur,uttarakhand_2014/A018.pdf
2014,53,Jageshwar,uttarakhand_2014/A053.pdf
2014,19,Raipur,uttarakhand_2014/A019.pdf
2014,54,Lohaghat,uttarakhand_2014/A054.pdf
2014,20,Rajpur Road(SC),uttarakhand_2014/A020.pdf
2014,55,Champawat,uttarakhand_2014/A055.pdf
2014,21,Dehradun Cantt.,uttarakhand_2014/A021.pdf
2014,56,Lalkuan,uttarakhand_2014/A056.pdf
2014,22,Mussoorie,uttarakhand_2014/A022.pdf
2014,57,Bhimtal,uttarakhand_2014/A057.pdf
2014,23,Doiwala,uttarakhand_2014/A023.pdf
2014,58,Nainital(SC),uttarakhand_2014/A058.pdf
2014,24,Rishikesh,uttarakhand_2014/A024.pdf
2014,59,Haldwani,uttarakhand_2014/A059.pdf
2014,25,Haridwar,uttarakhand_2014/A025.pdf
2014,60,Kaladhungi,uttarakhand_2014/A060.pdf
2014,26,BHEL Ranipur,uttarakhand_2014/A026.pdf
2014,61,Ramnagar,uttarakhand_2014/A061.pdf
2014,27,Jwalapur(SC),uttarakhand_2014/A027.pdf
2014,62, Jaspur,uttarakhand_2014/A062.pdf
2014,28,Bhagwanpur(SC),uttarakhand_2014/A028.pdf
2014,63, Kashipur,uttarakhand_2014/A063.pdf
2014,29,Jhabreda(SC),uttarakhand_2014/A029.pdf
2014,64,Bajpur(SC),uttarakhand_2014/A064.pdf
2014,30,Peeran kalier,uttarakhand_2014/A030.pdf
2014,65,Gadarpur,uttarakhand_2014/A065.pdf
2014,31,Roorkee,uttarakhand_2014/A031.pdf
2014,66,Rudrapur,uttarakhand_2014/A066.pdf
2014,32,Khanpur,uttarakhand_2014/A032.pdf
2014,67,Kichha,uttarakhand_2014/A067.pdf
2014,33,Manglore,uttarakhand_2014/A033.pdf
2014,68,Sitarganj,uttarakhand_2014/A068.pdf
2014,34,Laksar,uttarakhand_2014/A034.pdf
2014,69,Nanakmatta(ST),uttarakhand_2014/A069.pdf
2014,35,Haridwar Rural,uttarakhand_2014/A035.pdf
2014,70,Khatima,uttarakhand_2014/A070.pdf
