year,ac_no,ac_name,file_name
2010,1,Purola (SC),uttarakhand_2010/A001.pdf
2010,36,Yamkeshwar,uttarakhand_2010/A036.pdf
2010,2,Yamunotri,uttarakhand_2010/A002.pdf
2010,37,Pauri(SC),uttarakhand_2010/A037.pdf
2010,3,Gangotri,uttarakhand_2010/A003.pdf
2010,38,Srinagar,uttarakhand_2010/A038.pdf
2010,4,Badrinath,uttarakhand_2010/A004.pdf
2010,39,Chaubatakhal,uttarakhand_2010/A039.pdf
2010,5,Tharali(SC),uttarakhand_2010/A005.pdf
2010,40,Lanncedown,uttarakhand_2010/A040.pdf
2010,6,KaranPrayag,uttarakhand_2010/A006.pdf
2010,41,Kotdwar,uttarakhand_2010/A041.pdf
2010,7,Kedarnath,uttarakhand_2010/A007.pdf
2010,42,Dharchula,uttarakhand_2010/A042.pdf
2010,8,Rudraprayag,uttarakhand_2010/A008.pdf
2010,43,Didihaat,uttarakhand_2010/A043.pdf
2010,9,Ghansali(SC),uttarakhand_2010/A009.pdf
2010,44,Pithoragarh,uttarakhand_2010/A044.pdf
2010,10,Devprayag,uttarakhand_2010/A010.pdf
2010,45,Gangolihat(SC),uttarakhand_2010/A045.pdf
2010,11,Narendernagar,uttarakhand_2010/A011.pdf
2010,46,Kapkot,uttarakhand_2010/A046.pdf
2010,12,Pratapnagar,uttarakhand_2010/A012.pdf
2010,47,Bageshwar(SC),uttarakhand_2010/A047.pdf
2010,13,Tehri,uttarakhand_2010/A013.pdf
2010,48,Dwarahat,uttarakhand_2010/A048.pdf
2010,14,Dhanaulti,uttarakhand_2010/A014.pdf
2010,49, Sult,uttarakhand_2010/A049.pdf
2010,15,Chakrata(ST),uttarakhand_2010/A015.pdf
2010,50,Ranikhet,uttarakhand_2010/A050.pdf
2010,16,Vikasnagar,uttarakhand_2010/A016.pdf
2010,51,Someshwar(SC),uttarakhand_2010/A051.pdf
2010,17,Sahaspur,uttarakhand_2010/A017.pdf
2010,52,Almora,uttarakhand_2010/A052.pdf
2010,18,Dharmpur,uttarakhand_2010/A018.pdf
2010,53,Jageshwar,uttarakhand_2010/A053.pdf
2010,19,Raipur,uttarakhand_2010/A019.pdf
2010,54,Lohaghat,uttarakhand_2010/A054.pdf
2010,20,Rajpur Road(SC),uttarakhand_2010/A020.pdf
2010,55,Champawat,uttarakhand_2010/A055.pdf
2010,21,Dehradun Cantt.,uttarakhand_2010/A021.pdf
2010,56,Lalkuan,uttarakhand_2010/A056.pdf
2010,22,Mussoorie,uttarakhand_2010/A022.pdf
2010,57,Bhimtal,uttarakhand_2010/A057.pdf
2010,23,Doiwala,uttarakhand_2010/A023.pdf
2010,58,Nainital(SC),uttarakhand_2010/A058.pdf
2010,24,Rishikesh,uttarakhand_2010/A024.pdf
2010,59,Haldwani,uttarakhand_2010/A059.pdf
2010,25,Haridwar,uttarakhand_2010/A025.pdf
2010,60,Kaladhungi,uttarakhand_2010/A060.pdf
2010,26,BHEL Ranipur,uttarakhand_2010/A026.pdf
2010,61,Ramnagar,uttarakhand_2010/A061.pdf
2010,27,Jwalapur(SC),uttarakhand_2010/A027.pdf
2010,62, Jaspur,uttarakhand_2010/A062.pdf
2010,28,Bhagwanpur(SC),uttarakhand_2010/A028.pdf
2010,63, Kashipur,uttarakhand_2010/A063.pdf
2010,29,Jhabreda(SC),uttarakhand_2010/A029.pdf
2010,64,Bajpur(SC),uttarakhand_2010/A064.pdf
2010,30,Peeran kalier,uttarakhand_2010/A030.pdf
2010,65,Gadarpur,uttarakhand_2010/A065.pdf
2010,31,Roorkee,uttarakhand_2010/A031.pdf
2010,66,Rudrapur,uttarakhand_2010/A066.pdf
2010,32,Khanpur,uttarakhand_2010/A032.pdf
2010,67,Kichha,uttarakhand_2010/A067.pdf
2010,33,Manglore,uttarakhand_2010/A033.pdf
2010,68,Sitarganj,uttarakhand_2010/A068.pdf
2010,34,Laksar,uttarakhand_2010/A034.pdf
2010,69,Nanakmatta(ST),uttarakhand_2010/A069.pdf
2010,35,Haridwar Rural,uttarakhand_2010/A035.pdf
2010,70,Khatima,uttarakhand_2010/A070.pdf
