ac_number,ac_name,part_number,station_name,file_name
13,NAMTHANG RATEYPANI,8,TINGLEY SEC. SCHOOL ROOM NO.II,sikkim_pdfs/13_008.pdf
13,NAMTHANG RATEYPANI,9,RABIKHOLA PRY. SCHOOL,sikkim_pdfs/13_009.pdf
13,NAMTHANG RATEYPANI,10,TANGZI PRY. SCHOOL,sikkim_pdfs/13_010.pdf
13,NAMTHANG RATEYPANI,11,BIKMAT SEC. SCHOOL,sikkim_pdfs/13_011.pdf
13,NAMTHANG RATEYPANI,12,RATEYPANI SR. SEC. SCHOOL,sikkim_pdfs/13_012.pdf
13,NAMTHANG RATEYPANI,13,PASSI JR. HIGH SCHOOL,sikkim_pdfs/13_013.pdf
13,NAMTHANG RATEYPANI,14,NAMTHANG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/13_014.pdf
13,NAMTHANG RATEYPANI,15,NAGI PALITAM PRY. SCHOOL,sikkim_pdfs/13_015.pdf
13,NAMTHANG RATEYPANI,16,"GERMAN LEPCHA SEC. SCHOOL, TURUNG",sikkim_pdfs/13_016.pdf
13,NAMTHANG RATEYPANI,17,TEK PRY. SCHOOL,sikkim_pdfs/13_017.pdf
13,NAMTHANG RATEYPANI,18,PAMPHOK PRY. SCHOOL,sikkim_pdfs/13_018.pdf
13,NAMTHANG RATEYPANI,19,KATENG SEC. SCHOOL,sikkim_pdfs/13_019.pdf
13,NAMTHANG RATEYPANI,20,NAMTHANG SR. SEC ROOM NO. II,sikkim_pdfs/13_020.pdf
13,NAMTHANG RATEYPANI,21,DONAK PRY. SCHOOL,sikkim_pdfs/13_021.pdf
13,NAMTHANG RATEYPANI,22,MAMRING JR. HIGH SCHOOL,sikkim_pdfs/13_022.pdf
14,TEMI NAMPHING,1,BERMIOK TOKAL SR. SEC. SCHOOL ROOM NO. I,sikkim_pdfs/14_001.pdf
14,TEMI NAMPHING,2,GANGCHUNG PRY. SCHOOL,sikkim_pdfs/14_002.pdf
14,TEMI NAMPHING,3,TEMI SR. SEC. SCHOOL ROOM NO. I,sikkim_pdfs/14_003.pdf
14,TEMI NAMPHING,4,TEMI SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/14_004.pdf
14,TEMI NAMPHING,5,TEMI SR. SEC. SCHOOL ROOM NO.III,sikkim_pdfs/14_005.pdf
14,TEMI NAMPHING,6,TARKU SEC. SCHOOL ROOM NO.I,sikkim_pdfs/14_006.pdf
14,TEMI NAMPHING,7,TARKU SEC. SCHOOL ROOM NO II,sikkim_pdfs/14_007.pdf
14,TEMI NAMPHING,8,TARKU SEC. SCHOOL ROOM NO. III,sikkim_pdfs/14_008.pdf
14,TEMI NAMPHING,9,DARING PRY. SCHOOL,sikkim_pdfs/14_009.pdf
14,TEMI NAMPHING,10,NAMPHING SEC. SCHOOL ROOM NO. III,sikkim_pdfs/14_010.pdf
14,TEMI NAMPHING,11,BERMIOK TOKAL SR. SEC. SCHOOL ROOM NO. II,sikkim_pdfs/14_011.pdf
14,TEMI NAMPHING,12,THANGSING JR. HIGH SCHOOL,sikkim_pdfs/14_012.pdf
14,TEMI NAMPHING,13,LOWER TSALAMTHANG PRY. SCHOOL,sikkim_pdfs/14_013.pdf
14,TEMI NAMPHING,14,NAMPHING SEC. SCHOOL ROOM NO.I,sikkim_pdfs/14_014.pdf
14,TEMI NAMPHING,15,NAMPHING SEC. SCHOOL ROOM NO.II,sikkim_pdfs/14_015.pdf
14,TEMI NAMPHING,16,BERMIOK TOKAL SR. SEC. SCHOOL ROOM NO. III,sikkim_pdfs/14_016.pdf
14,TEMI NAMPHING,17,PABONG DARING SEC. SCHOOL,sikkim_pdfs/14_017.pdf
14,TEMI NAMPHING,18,BEN- NAMPHRIK PRY. SCHOOL,sikkim_pdfs/14_018.pdf
14,TEMI NAMPHING,19,BEN NAMPHRICK PANCHAYAT GHAR,sikkim_pdfs/14_019.pdf
14,TEMI NAMPHING,20,DEO DENTAM PRY. SCHOOL,sikkim_pdfs/14_020.pdf
15,RANGANG YANGANG,1,KARUNGTHANG JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/15_001.pdf
15,RANGANG YANGANG,2,VCGL RABONG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/15_002.pdf
15,RANGANG YANGANG,3,VCGL RABONG SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/15_003.pdf
15,RANGANG YANGANG,4,NAMPHOK SEC. SCHOOL,sikkim_pdfs/15_004.pdf
15,RANGANG YANGANG,5,KARUNGTHANG JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/15_005.pdf
15,RANGANG YANGANG,6,YANGANG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/15_006.pdf
15,RANGANG YANGANG,7,YANGANG SR. SEC. SCHOOL ROOM NO II,sikkim_pdfs/15_007.pdf
15,RANGANG YANGANG,8,SANGMO JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/15_008.pdf
15,RANGANG YANGANG,9,SANGMO JR. HIGH SCHOOL ROOM NO. II,sikkim_pdfs/15_009.pdf
15,RANGANG YANGANG,10,LINGMO KOLTHANG SR. SEC. SCHOOL,sikkim_pdfs/15_010.pdf
15,RANGANG YANGANG,11,MANGZING JR. HIGH SCHOOL,sikkim_pdfs/15_011.pdf
15,RANGANG YANGANG,12,SRIPATAM JR. HIGH SCHOOL,sikkim_pdfs/15_012.pdf
15,RANGANG YANGANG,13,TOKDEY PRY. SCHOOL,sikkim_pdfs/15_013.pdf
15,RANGANG YANGANG,14,NEHBRUM SEC. SCHOOL,sikkim_pdfs/15_014.pdf
16,TUMEN LINGI (BL),1,SOKPAY JR. HIGH SCHOOL,sikkim_pdfs/16_001.pdf
16,TUMEN LINGI (BL),2,LINGI SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/16_002.pdf
16,TUMEN LINGI (BL),3,LINGI SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/16_003.pdf
16,TUMEN LINGI (BL),4,KAW PRY. SCHOOL,sikkim_pdfs/16_004.pdf
16,TUMEN LINGI (BL),5,LINGI PAIYONG JR. HIGH SCHOOL ROOM NO. I,sikkim_pdfs/16_005.pdf
16,TUMEN LINGI (BL),6,LINGI PAIYONG JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/16_006.pdf
16,TUMEN LINGI (BL),7,PEPTHANG LOWER PRY. SCHOOL,sikkim_pdfs/16_007.pdf
16,TUMEN LINGI (BL),8,RAKDONG JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/16_008.pdf
16,TUMEN LINGI (BL),9,RAKDONG GRAM PRASN KENDRA,sikkim_pdfs/16_009.pdf
16,TUMEN LINGI (BL),10,RAKDONG JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/16_010.pdf
16,TUMEN LINGI (BL),11,MARCHAK PRY. SCHOOL,sikkim_pdfs/16_011.pdf
16,TUMEN LINGI (BL),12,SAMDONG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/16_012.pdf
16,TUMEN LINGI (BL),13,RALEY JR. HIGH SCHOOL,sikkim_pdfs/16_013.pdf
16,TUMEN LINGI (BL),14,BARANG PRIMARY SCHOOL,sikkim_pdfs/16_014.pdf
16,TUMEN LINGI (BL),15,TUMIN SEC. SCHOOL ROOM NO.I,sikkim_pdfs/16_015.pdf
16,TUMEN LINGI (BL),16,TUMIN SEC. SCHOOL ROOM NO.II,sikkim_pdfs/16_016.pdf
16,TUMEN LINGI (BL),17,KOKELEY PRIMARY SCHOOL,sikkim_pdfs/16_017.pdf
16,TUMEN LINGI (BL),18,MAKHA SR. SEC. SCHOOL,sikkim_pdfs/16_018.pdf
16,TUMEN LINGI (BL),19,GOVT. JR. HIGH SCHOOL SINGBEL,sikkim_pdfs/16_019.pdf
16,TUMEN LINGI (BL),20,SAMDONG SR. SEC. SCHOOL ROOM NO.III,sikkim_pdfs/16_020.pdf
16,TUMEN LINGI (BL),21,SAMDONG SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/16_021.pdf
16,TUMEN LINGI (BL),22,KAMBAL PRY. SCHOOL,sikkim_pdfs/16_022.pdf
17,KHAMDONG SINGTAM,1,SUBITHANG PRY. SCHOOL,sikkim_pdfs/17_001.pdf
17,KHAMDONG SINGTAM,2,GRAM PRASASHAN KENDRA ROOM NO.I,sikkim_pdfs/17_002.pdf
17,KHAMDONG SINGTAM,3,SIMIK LINGZEY JR. HIGH SCHOOL,sikkim_pdfs/17_003.pdf
17,KHAMDONG SINGTAM,4,SONAMATI MEMORIAL SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/17_004.pdf
17,KHAMDONG SINGTAM,5,BENG THANGSING PRY. SCHOOL ROOM NO.I,sikkim_pdfs/17_005.pdf
17,KHAMDONG SINGTAM,6,RALAP SEC. SCHOOL,sikkim_pdfs/17_006.pdf
17,KHAMDONG SINGTAM,7,DIPU DARA PRY. SCHOOL,sikkim_pdfs/17_007.pdf
17,KHAMDONG SINGTAM,8,BENG THANGSING PRY. SCHOOL ROOM NO.II,sikkim_pdfs/17_008.pdf
17,KHAMDONG SINGTAM,9,DOCHUM JR. HIGH SCHOOL,sikkim_pdfs/17_009.pdf
17,KHAMDONG SINGTAM,10,NAMGEYTHANG JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/17_010.pdf
17,KHAMDONG SINGTAM,11,CHISOPANI JR. HIGH SCHOOL ROOM I,sikkim_pdfs/17_011.pdf
17,KHAMDONG SINGTAM,12,CHISOPANI JR. HIGH SCHOOL ROOM II,sikkim_pdfs/17_012.pdf
17,KHAMDONG SINGTAM,13,RABDANG CHOTANG PRY. SCHOOL,sikkim_pdfs/17_013.pdf
17,KHAMDONG SINGTAM,14,SINGTAM SR. SEC SCHOOL ROOM NO. I,sikkim_pdfs/17_014.pdf
17,KHAMDONG SINGTAM,15,SINGTAM SR. SEC SCHOOL ROOM NO. II,sikkim_pdfs/17_015.pdf
17,KHAMDONG SINGTAM,16,COMMUNITY HALL SINGTAM ROOM NO. I,sikkim_pdfs/17_016.pdf
17,KHAMDONG SINGTAM,17,COMMUNITY HALL SINGTAM ROOM NO. II,sikkim_pdfs/17_017.pdf
17,KHAMDONG SINGTAM,18,COMMUNITY HALL SINGTAM ROOM NO. III,sikkim_pdfs/17_018.pdf
18,WEST PENDAM (SC),1,SAKHUKHANI GOVT. PRY. SCHOOL ROOM NO.I,sikkim_pdfs/18_001.pdf
18,WEST PENDAM (SC),2,SAKHUKHANI GOVT. PRY. SCHOOL ROOM NO.II,sikkim_pdfs/18_002.pdf
18,WEST PENDAM (SC),3,ADVANCE TECHNICAL TRAINING CENTRE BORDANG ROOM NO.I,sikkim_pdfs/18_003.pdf
18,WEST PENDAM (SC),4,ADVANCE TECHNICAL TRAINING CENTRE BORDANG ROOM NO.II,sikkim_pdfs/18_004.pdf
18,WEST PENDAM (SC),5,TIKALAL NIROLA SR. SEC. SCHOOL ROOM NO. I,sikkim_pdfs/18_005.pdf
18,WEST PENDAM (SC),6,TIKALAL NIROLA SR. SEC. SCHOOL ROOM NO. II,sikkim_pdfs/18_006.pdf
18,WEST PENDAM (SC),7,DUGA SEC. SCHOOL ROOM NO.I,sikkim_pdfs/18_007.pdf
18,WEST PENDAM (SC),8,DUGA SEC. SCHOOL ROOM NO.II,sikkim_pdfs/18_008.pdf
18,WEST PENDAM (SC),9,DUGA SEC. SCHOOL ROOM NO.III,sikkim_pdfs/18_009.pdf
18,WEST PENDAM (SC),10,DUGA SEC. SCHOOL ROOM NO.IV,sikkim_pdfs/18_010.pdf
18,WEST PENDAM (SC),11,MAJITAR JR. HIGH SCHOOL ROOM I,sikkim_pdfs/18_011.pdf
18,WEST PENDAM (SC),12,MAJITAR JR. HIGH SCHOOL ROOM II,sikkim_pdfs/18_012.pdf
18,WEST PENDAM (SC),13,GOVT. SR. SEC. SCHOOL MINING,sikkim_pdfs/18_013.pdf
18,WEST PENDAM (SC),14,RANGPO JR. HIGH SCHOOL ROOM NO. 1,sikkim_pdfs/18_014.pdf
18,WEST PENDAM (SC),15,RANGPO JR.HIGH SCHOOL ROOM NO. II,sikkim_pdfs/18_015.pdf
18,WEST PENDAM (SC),16,RANGPO JR. HIGH SCHOOL ROOM NO. III,sikkim_pdfs/18_016.pdf
19,RHENOCK,1,SAJONG JR. HIGH SCHOOL,sikkim_pdfs/19_001.pdf
19,RHENOCK,2,BHASMEY JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/19_002.pdf
19,RHENOCK,3,BHASMEY JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/19_003.pdf
19,RHENOCK,4,PACHAK SEC. SCHOOL ROOM NO.I,sikkim_pdfs/19_004.pdf
19,RHENOCK,5,PACHAK SEC. SCHOOL ROOM NO.II,sikkim_pdfs/19_005.pdf
19,RHENOCK,6,PADAMCHEY SEC. SCHOOL ROOM NO.I,sikkim_pdfs/19_006.pdf
19,RHENOCK,7,PADAMCHEY SEC. SCHOOL ROOM NO.II,sikkim_pdfs/19_007.pdf
19,RHENOCK,8,MAMRING SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/19_008.pdf
19,RHENOCK,9,MAMRING SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/19_009.pdf
19,RHENOCK,10,DICKLING SUB DIV. AGRICULTURE OFFICE ROOM NO.I,sikkim_pdfs/19_010.pdf
19,RHENOCK,11,DICKLING SUB DIV. AGRICULTURE OFFICE ROOM NO.II,sikkim_pdfs/19_011.pdf
19,RHENOCK,12,PACHEYKHANI SEC. SCHOOL ROOM NO.I,sikkim_pdfs/19_012.pdf
19,RHENOCK,13,PACHEYKHANI SEC. SCHOOL ROOM NO.II,sikkim_pdfs/19_013.pdf
19,RHENOCK,14,RORATHANG SEC. SCHOOL,sikkim_pdfs/19_014.pdf
19,RHENOCK,15,TAZA JR. HIGH SCHOOL ROOM NO I,sikkim_pdfs/19_015.pdf
19,RHENOCK,16,DUGALAKHA JHS,sikkim_pdfs/19_016.pdf
19,RHENOCK,17,TITRIBOTEY PRY. SCHOOL,sikkim_pdfs/19_017.pdf
19,RHENOCK,18,KAPUTHANG PRY.SCHOOL ROOM NO.I,sikkim_pdfs/19_018.pdf
19,RHENOCK,19,SALGHARI PRY. SCHOOL,sikkim_pdfs/19_019.pdf
19,RHENOCK,20,TARPIN SEC. SCHOOL ROOM NO.I,sikkim_pdfs/19_020.pdf
19,RHENOCK,21,TARPIN SEC. SCHOOL ROOM NO.II,sikkim_pdfs/19_021.pdf
19,RHENOCK,22,RHENOCK JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/19_022.pdf
19,RHENOCK,23,RHENOCK JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/19_023.pdf
19,RHENOCK,24,RHENOCK RESHI PRY. SCHOOL,sikkim_pdfs/19_024.pdf
19,RHENOCK,25,"RHENOCK GRAM PRASASAN KENDRA, RUNGDUNG",sikkim_pdfs/19_025.pdf
19,RHENOCK,26,"GRAM VIKASH KENDRA, RHENOCK",sikkim_pdfs/19_026.pdf
20,CHUJACHEN,1,CHUJACHEN SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/20_001.pdf
20,CHUJACHEN,2,CHUJACHEN SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/20_002.pdf
20,CHUJACHEN,3,LOKDARA PRIMARY SCHOOL,sikkim_pdfs/20_003.pdf
20,CHUJACHEN,4,RONGLI JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/20_004.pdf
20,CHUJACHEN,5,RONGLI JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/20_005.pdf
20,CHUJACHEN,6,RONGLI JR. HIGH SCHOOL ROOM NO.III,sikkim_pdfs/20_006.pdf
20,CHUJACHEN,7,ARITAR SEC. SCHOOL,sikkim_pdfs/20_007.pdf
20,CHUJACHEN,8,DALAPCHAND SEC. SCHOOL ROOM NO.I,sikkim_pdfs/20_008.pdf
20,CHUJACHEN,9,DALAPCHAND SEC. SCHOOL ROOM NO.II,sikkim_pdfs/20_009.pdf
20,CHUJACHEN,10,SOUTH REGU JR. HIGH SCHOOL,sikkim_pdfs/20_010.pdf
20,CHUJACHEN,11,PWD GUEST HOUSE,sikkim_pdfs/20_011.pdf
20,CHUJACHEN,12,RHENOCK KHAMDONG JR. HIGH SCHOOL,sikkim_pdfs/20_012.pdf
20,CHUJACHEN,13,LINGTAM PRASASHAN KENDRA,sikkim_pdfs/20_013.pdf
20,CHUJACHEN,14,SUBANEYDARA PRY. SCHOOL,sikkim_pdfs/20_014.pdf
20,CHUJACHEN,15,NORTH REGU JR. HIGH SCHOOL,sikkim_pdfs/20_015.pdf
20,CHUJACHEN,16,RHENOCK SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/20_016.pdf
20,CHUJACHEN,17,RHENOCK SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/20_017.pdf
20,CHUJACHEN,18,PHADAMCHEN SEC. SCHOOL,sikkim_pdfs/20_018.pdf
20,CHUJACHEN,19,NIMACHEN PRY. SCHOOL,sikkim_pdfs/20_019.pdf
20,CHUJACHEN,20,ARUBOTEY COMMUNITY CENTER,sikkim_pdfs/20_020.pdf
20,CHUJACHEN,21,BIRING JR. HIGH SCHOOL,sikkim_pdfs/20_021.pdf
20,CHUJACHEN,22,TAREYTHANG JR. HIGH SCHOOL,sikkim_pdfs/20_022.pdf
20,CHUJACHEN,23,SUDUNGLAKHA SEC. SCHOOL,sikkim_pdfs/20_023.pdf
20,CHUJACHEN,24,MULUKEY JR. HIGH SCHOOL,sikkim_pdfs/20_024.pdf
20,CHUJACHEN,25,LOWER DALAPCHEN PRY. SCHOOL,sikkim_pdfs/20_025.pdf
21,GNATHANG MACHONG (BL),1,ROLEP SEC. SCHOOL,sikkim_pdfs/21_001.pdf
21,GNATHANG MACHONG (BL),2,LATUK PRY. SCHOOL,sikkim_pdfs/21_002.pdf
21,GNATHANG MACHONG (BL),3,LAMATEN PRY. SCHOOL,sikkim_pdfs/21_003.pdf
21,GNATHANG MACHONG (BL),4,CHOCHENPHERI JR. HIGH SCHOOL,sikkim_pdfs/21_004.pdf
21,GNATHANG MACHONG (BL),5,PHERI PRY. SCHOOL,sikkim_pdfs/21_005.pdf
21,GNATHANG MACHONG (BL),6,PARKHA JR. HIGH SCHOOL,sikkim_pdfs/21_006.pdf
21,GNATHANG MACHONG (BL),7,MACHONG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/21_007.pdf
21,GNATHANG MACHONG (BL),8,MACHONG SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/21_008.pdf
21,GNATHANG MACHONG (BL),9,LOSSING PRY.SCHOOL,sikkim_pdfs/21_009.pdf
21,GNATHANG MACHONG (BL),10,THEKABUNG SANSKRIT PATHSALA,sikkim_pdfs/21_010.pdf
21,GNATHANG MACHONG (BL),11,LINKEY SEC. SCHOOL,sikkim_pdfs/21_011.pdf
21,GNATHANG MACHONG (BL),12,PAKYONG RANGE OFFICE ROOM NO.I,sikkim_pdfs/21_012.pdf
21,GNATHANG MACHONG (BL),13,PAKYONG RANGE OFFICE ROOM NO.II,sikkim_pdfs/21_013.pdf
21,GNATHANG MACHONG (BL),14,PAKYONG SUB DIVISIONAL ADMINISTRATIVE CENTRE R.NO.I,sikkim_pdfs/21_014.pdf
21,GNATHANG MACHONG (BL),15,PAKYONG SUB DIVISIONAL ADMINISTRATIVE CENTRE R.NO.II,sikkim_pdfs/21_015.pdf
21,GNATHANG MACHONG (BL),16,THEGU PRY. SCHOOL,sikkim_pdfs/21_016.pdf
21,GNATHANG MACHONG (BL),17,KUPUP PRY. SCHOOL,sikkim_pdfs/21_017.pdf
21,GNATHANG MACHONG (BL),18,GNATHANG PRY. SCHOOL ROOM NO.I,sikkim_pdfs/21_018.pdf
21,GNATHANG MACHONG (BL),19,ZOLUK PRY. SCHOOL,sikkim_pdfs/21_019.pdf
22,NAMCHEYBONG,1,LOWER SUMIN SEC. SCHOOL ROOM NO.I,sikkim_pdfs/22_001.pdf
22,NAMCHEYBONG,2,LOWER SUMIN SEC. SCHOOL ROOM NO.II,sikkim_pdfs/22_002.pdf
22,NAMCHEYBONG,3,SUMIN LINGJEY SEC. SCHOOL,sikkim_pdfs/22_003.pdf
22,NAMCHEYBONG,4,ASSAM LINGJEY SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/22_004.pdf
22,NAMCHEYBONG,5,ASSAM LINGJEY SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/22_005.pdf
22,NAMCHEYBONG,6,GAUCHARAN JR. HIGH SCHOOL ROOM NO. I,sikkim_pdfs/22_006.pdf
22,NAMCHEYBONG,7,GAUCHARAN JR. HIGH SCHOOL ROOM NO. II,sikkim_pdfs/22_007.pdf
22,NAMCHEYBONG,8,AHOPHUL KISSAN JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/22_008.pdf
22,NAMCHEYBONG,9,AHOPHUL KISSAN JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/22_009.pdf
22,NAMCHEYBONG,10,AHO YANGTAM PRY. SCHOOL,sikkim_pdfs/22_010.pdf
22,NAMCHEYBONG,11,RAIGAON JR. HIGH SCHOOL,sikkim_pdfs/22_011.pdf
22,NAMCHEYBONG,12,NAMCHEYBONG SEC. SCHOOL ROOM NO.I,sikkim_pdfs/22_012.pdf
22,NAMCHEYBONG,13,NAMCHEYBONG SEC. SCHOOL ROOM NO.II,sikkim_pdfs/22_013.pdf
22,NAMCHEYBONG,14,NIMTAR JR. HIGH SCHOOL,sikkim_pdfs/22_014.pdf
22,NAMCHEYBONG,15,AHO SENTI HIGH SCHOOL,sikkim_pdfs/22_015.pdf
22,NAMCHEYBONG,16,SIKKIM UNIVERSITY BUILDING ROOM I,sikkim_pdfs/22_016.pdf
22,NAMCHEYBONG,17,SIKKIM UNIVERSITY BUILDING ROOM II,sikkim_pdfs/22_017.pdf
22,NAMCHEYBONG,18,SUN PHARMA GUEST HOUSE,sikkim_pdfs/22_018.pdf
23,SHYARI (BL),1,NANDOK SEC. SCHOOL,sikkim_pdfs/23_001.pdf
23,SHYARI (BL),2,LOWER NANDOK JHS,sikkim_pdfs/23_002.pdf
23,SHYARI (BL),3,PABYUK SEC. HIGH SCHOOL,sikkim_pdfs/23_003.pdf
23,SHYARI (BL),4,NAMONG ARITHANG JR. HIGH SCHOOL,sikkim_pdfs/23_004.pdf
23,SHYARI (BL),5,TATHANGCHEN SEC. SCHOOL,sikkim_pdfs/23_005.pdf
23,SHYARI (BL),6,CHONGEYTAR PRY. SCHOOL,sikkim_pdfs/23_006.pdf
23,SHYARI (BL),7,BHUSUK JR. HIGH SCHOOL,sikkim_pdfs/23_007.pdf
23,SHYARI (BL),8,MIDDLE SHYARI PRY.SCHOOL,sikkim_pdfs/23_008.pdf
23,SHYARI (BL),9,(KOPIBARI)UPPER SHYARI JR. HIGH SCHOOL (LOWER BUILDING) ROOM NO.I,sikkim_pdfs/23_009.pdf
23,SHYARI (BL),10,LOWER SHYARI SEC. SCHOOL ROOM NO.I,sikkim_pdfs/23_010.pdf
23,SHYARI (BL),11,"COMMUNITY CENTER, RONGAY (WEST)",sikkim_pdfs/23_011.pdf
23,SHYARI (BL),12,ROGNEK JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/23_012.pdf
23,SHYARI (BL),13,ROGNEK JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/23_013.pdf
23,SHYARI (BL),14,ROGNEK JR. HIGH SCHOOL ROOM NO.III,sikkim_pdfs/23_014.pdf
23,SHYARI (BL),15,MODERN SEC. SCHOOL ROOM NO.I,sikkim_pdfs/23_015.pdf
23,SHYARI (BL),16,MODERN SEC. SCHOOL ROOM NO.II,sikkim_pdfs/23_016.pdf
23,SHYARI (BL),17,MODERN SEC. SCHOOL ROOM NO.III,sikkim_pdfs/23_017.pdf
24,MARTAM RUMTEK (BL),1,SONG SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/24_001.pdf
24,MARTAM RUMTEK (BL),2,SONG SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/24_002.pdf
24,MARTAM RUMTEK (BL),3,MARTAM SEC. SCHOOL ROOM NO.I,sikkim_pdfs/24_003.pdf
24,MARTAM RUMTEK (BL),4,MARTAM SEC. SCHOOL ROOM NO.II,sikkim_pdfs/24_004.pdf
24,MARTAM RUMTEK (BL),5,TIRKUTAM PRY. SCHOOL ROOM NO.I,sikkim_pdfs/24_005.pdf
24,MARTAM RUMTEK (BL),6,TUMALBUNG JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/24_006.pdf
24,MARTAM RUMTEK (BL),7,RAWTEY RUMTEK GRAM PRASASHAN KENDRA ROOM NO.I,sikkim_pdfs/24_007.pdf
24,MARTAM RUMTEK (BL),8,MIDDLE CAMP SEC. SCHOOL ROOM NO.I,sikkim_pdfs/24_008.pdf
24,MARTAM RUMTEK (BL),9,SAMLIK ALEY JR. HIGH SCHOOL,sikkim_pdfs/24_009.pdf
24,MARTAM RUMTEK (BL),10,"BIRASPATI PARSAI MEMORIAL SR. SEC. SCHOOL, RANIPOOL",sikkim_pdfs/24_010.pdf
24,MARTAM RUMTEK (BL),11,SONG TSHALUMTHANG SEC. HIGH SCHOOL,sikkim_pdfs/24_011.pdf
24,MARTAM RUMTEK (BL),12,SANGKHOLA PRY. SCHOOL,sikkim_pdfs/24_012.pdf
24,MARTAM RUMTEK (BL),13,ADAMPUL JR. HIGH SCHOOL,sikkim_pdfs/24_013.pdf
24,MARTAM RUMTEK (BL),14,RUMTEK SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/24_014.pdf
24,MARTAM RUMTEK (BL),15,RANKA BAC ROOM NO.I,sikkim_pdfs/24_015.pdf
24,MARTAM RUMTEK (BL),16,RANKA BAC ROOM NO.II,sikkim_pdfs/24_016.pdf
24,MARTAM RUMTEK (BL),17,MARTAM YANGTAM JR. HIGH SCHOOL,sikkim_pdfs/24_017.pdf
24,MARTAM RUMTEK (BL),18,RUMTEK SR. SEC. SCHOOL ROOM NO.III,sikkim_pdfs/24_018.pdf
24,MARTAM RUMTEK (BL),19,REY GRAM PRASASAN KENDRA,sikkim_pdfs/24_019.pdf
24,MARTAM RUMTEK (BL),20,SAMA LINGDUM JR. HIGH SCHOOL ROOM NO.I,sikkim_pdfs/24_020.pdf
24,MARTAM RUMTEK (BL),21,SAMA LINGDUM JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/24_021.pdf
25,UPPER TADONG,1,TADONG KRISHI BHAWAN ROOM NO. I,sikkim_pdfs/25_001.pdf
25,UPPER TADONG,2,TADONG KRISHI BHAWAN ROOM NO. II,sikkim_pdfs/25_002.pdf
25,UPPER TADONG,3,"SAHAKARI BHAWAN ,TADONG ROOM NO. I",sikkim_pdfs/25_003.pdf
25,UPPER TADONG,4,"SAHAKARI BHAWAN, TADONG ROOM NO. II",sikkim_pdfs/25_004.pdf
25,UPPER TADONG,5,TADONG SR. SEC. SCHOOL ROOM NO I,sikkim_pdfs/25_005.pdf
25,UPPER TADONG,6,TADONG SR. SEC. SCHOOL ROOM NO II,sikkim_pdfs/25_006.pdf
25,UPPER TADONG,7,TADONG SR. SEC. SCHOOL ROOM NO III,sikkim_pdfs/25_007.pdf
25,UPPER TADONG,8,TADONG SR. SEC. SCHOOL ROOM NO IV,sikkim_pdfs/25_008.pdf
26,ARITHANG,1,ARITHANG JR. HIGH SCHOOL ROOM NO. I,sikkim_pdfs/26_001.pdf
26,ARITHANG,2,ARITHANG JR. HIGH SCHOOL ROOM NO. II,sikkim_pdfs/26_002.pdf
