ac_number,ac_name,part_number,station_name,file_name
26,ARITHANG,3,ARITHANG JR. HIGH SCHOOL ROOM NO. III,sikkim_pdfs/26_003.pdf
26,ARITHANG,4,"HOUSING BOARD OFFICE, ROOM NO I",sikkim_pdfs/26_004.pdf
26,ARITHANG,5,HOUSING BOARD OFFICE ROOM NO. II,sikkim_pdfs/26_005.pdf
26,ARITHANG,6,OLD SECRETARIET ROOM NO. I,sikkim_pdfs/26_006.pdf
26,ARITHANG,7,OLD SECRETARIET ROOM NO. IV,sikkim_pdfs/26_007.pdf
26,ARITHANG,8,OLD SECRETARIET ROOM NO. II,sikkim_pdfs/26_008.pdf
26,ARITHANG,9,OLD SECRETARIET ROOM NO III,sikkim_pdfs/26_009.pdf
26,ARITHANG,10,DEORALI SR. SEC. SCHOOL ROOM NO I,sikkim_pdfs/26_010.pdf
26,ARITHANG,11,DEORALI SR. SEC. SCHOOL ROOM NO. II,sikkim_pdfs/26_011.pdf
26,ARITHANG,12,UPPER SHYARI JR. HIGH SCHOOL (UPPER BUILDING) ROOM NO I,sikkim_pdfs/26_012.pdf
27,GANGTOK (BL),1,URBAN DEVELOPMENT & HOUSING DEPARTMENT ROOM NO. I,sikkim_pdfs/27_001.pdf
27,GANGTOK (BL),2,URBAN DEVELOPMENT & HOUSING DEPARTMENT ROOM NO II,sikkim_pdfs/27_002.pdf
27,GANGTOK (BL),3,PALJOR NAMGYAL GIRLS SR.SEC. SCHOOL LOWER BUILDING,sikkim_pdfs/27_003.pdf
27,GANGTOK (BL),4,PALJOR NAMGYAL GIRLS S.S. SCHOOL UPPER BUILDING ROOM NO I,sikkim_pdfs/27_004.pdf
27,GANGTOK (BL),5,PALJOR NAMGYAL GIRLS S.S. SCHOOL UPPER BUILDING ROOM NO II,sikkim_pdfs/27_005.pdf
27,GANGTOK (BL),6,TASHI NAMGYAL SR.SEC SCHOOL ROOM NO.I,sikkim_pdfs/27_006.pdf
27,GANGTOK (BL),7,TASHI NAMGYAL SR. SEC. SCHOOL ROOM NO. II,sikkim_pdfs/27_007.pdf
27,GANGTOK (BL),8,TASHI NAMGYAL SR. SEC. SCHOOL ROOM NO. III,sikkim_pdfs/27_008.pdf
27,GANGTOK (BL),9,SIKKIM NATIONALISED TRANSPORT BOOKING OFFICE,sikkim_pdfs/27_009.pdf
27,GANGTOK (BL),10,POWER SECRETARIAT,sikkim_pdfs/27_010.pdf
27,GANGTOK (BL),11,WHITE HALL,sikkim_pdfs/27_011.pdf
28,UPPER BURTUK,1,LUING SR. SEC. SCHOOL ROOM NO.I,sikkim_pdfs/28_001.pdf
28,UPPER BURTUK,2,THAMIDARA JR. HIGH SCHOOL,sikkim_pdfs/28_002.pdf
28,UPPER BURTUK,3,DOKSING PRY.SCHOOL,sikkim_pdfs/28_003.pdf
28,UPPER BURTUK,4,PARBING JR. HIGH SCHOOL,sikkim_pdfs/28_004.pdf
28,UPPER BURTUK,5,RANKA SR. SEC. SCHOOL ROOM NO.II,sikkim_pdfs/28_005.pdf
28,UPPER BURTUK,6,RANKA RAIGAON PRY.SCHOOL,sikkim_pdfs/28_006.pdf
28,UPPER BURTUK,7,BURTUK JR. HIGH SCHOOL ROOM NO. III,sikkim_pdfs/28_007.pdf
28,UPPER BURTUK,8,BURTUK JR. HIGH SCHOOL ROOM NO. IV,sikkim_pdfs/28_008.pdf
28,UPPER BURTUK,9,DISTRICT ADMINISTRATIVE CENTRE ROOM NO. I,sikkim_pdfs/28_009.pdf
28,UPPER BURTUK,10,DISTRICT ADMINISTRATIVE CENTRE ROOM NO. II,sikkim_pdfs/28_010.pdf
28,UPPER BURTUK,11,ZILLA PANCHYAT BHAWAN,sikkim_pdfs/28_011.pdf
28,UPPER BURTUK,12,DISTRICT ADMINISTRATIVE CENTRE ROOM NO. III,sikkim_pdfs/28_012.pdf
28,UPPER BURTUK,13,SICHEY SEC. SCHOOL ROOM NO. I,sikkim_pdfs/28_013.pdf
28,UPPER BURTUK,14,SICHEY SEC. SCHOOL ROOM NO. II,sikkim_pdfs/28_014.pdf
28,UPPER BURTUK,15,BURTUK JR.HIGH SCHOOL ROOM NO. I,sikkim_pdfs/28_015.pdf
28,UPPER BURTUK,16,BURTUK JR. HIGH SCHOOL ROOM NO.II,sikkim_pdfs/28_016.pdf
29,KABI LUNGCHUK (BL),1,PENLONG SEC. SCHOOL ROOM NO.I,sikkim_pdfs/29_001.pdf
29,KABI LUNGCHUK (BL),2,PENLONG SEC. SCHOOL ROOM NO.II,sikkim_pdfs/29_002.pdf
29,KABI LUNGCHUK (BL),3,NAVEY PRY. SCHOOL,sikkim_pdfs/29_003.pdf
29,KABI LUNGCHUK (BL),4,LINGDOK SR. SEC. SCHOOL,sikkim_pdfs/29_004.pdf
29,KABI LUNGCHUK (BL),5,NAMPONG JHS,sikkim_pdfs/29_005.pdf
29,KABI LUNGCHUK (BL),6,PANGTHANG JHS,sikkim_pdfs/29_006.pdf
29,KABI LUNGCHUK (BL),7,4TH MILE JR. HIGH SCHOOL,sikkim_pdfs/29_007.pdf
29,KABI LUNGCHUK (BL),8,10TH MILE PR. SCHOOL,sikkim_pdfs/29_008.pdf
29,KABI LUNGCHUK (BL),9,FOREST BO OFFICE KYONGNOSLA,sikkim_pdfs/29_009.pdf
29,KABI LUNGCHUK (BL),10,ENCHEY SR. SEC. SCHOOL,sikkim_pdfs/29_010.pdf
29,KABI LUNGCHUK (BL),11,GOVT. RAMTHANG PRY. SCHOOL,sikkim_pdfs/29_011.pdf
29,KABI LUNGCHUK (BL),12,GOVT. PHODONG SR SEC SCHOOL ROOM NO.I,sikkim_pdfs/29_012.pdf
29,KABI LUNGCHUK (BL),13,GOVT. PHODONG SR SEC SCHOOL ROOM NO.II,sikkim_pdfs/29_013.pdf
29,KABI LUNGCHUK (BL),14,GOVT. PHENSONG SEC SCHOOL,sikkim_pdfs/29_014.pdf
29,KABI LUNGCHUK (BL),15,GOVT. LABI PRY. SCHOOL,sikkim_pdfs/29_015.pdf
29,KABI LUNGCHUK (BL),16,GOVT. PHAMTAM JR. HIGH SCHOOL,sikkim_pdfs/29_016.pdf
29,KABI LUNGCHUK (BL),17,"BAC, KABI",sikkim_pdfs/29_017.pdf
29,KABI LUNGCHUK (BL),18,GOVT. TINGDA PRY. SCHOOL,sikkim_pdfs/29_018.pdf
30,DJONGU(BL),1,"GOVT. SEC SCHOOL, TINGBVONG",sikkim_pdfs/30_001.pdf
30,DJONGU(BL),2,"GOVT. PRY SCHOOL, PENTONG",sikkim_pdfs/30_002.pdf
30,DJONGU(BL),3,"GOVT. SEC. SCHOOL, LINGDONG",sikkim_pdfs/30_003.pdf
30,DJONGU(BL),4,"GOVT. PRY. SCHOOL, BERFOK",sikkim_pdfs/30_004.pdf
30,DJONGU(BL),5,HEE GYATHANG SR. SEC SCHOOL,sikkim_pdfs/30_005.pdf
30,DJONGU(BL),6,"GOVT. JR. HIGH SCHOOL, SAMDONG",sikkim_pdfs/30_006.pdf
30,DJONGU(BL),7,"GOVT. PRY. SCHOOL, LINGDEM",sikkim_pdfs/30_007.pdf
30,DJONGU(BL),8,"GOVT. JR. HIGH SCHOOL, LINGTHEM",sikkim_pdfs/30_008.pdf
30,DJONGU(BL),9,"GOVT SEC SCHOOL, POSSINGDONG",sikkim_pdfs/30_009.pdf
30,DJONGU(BL),10,"GOVT JR. HIGH SCHOOL, SALIM PAKHEL",sikkim_pdfs/30_010.pdf
30,DJONGU(BL),11,"GOVT SEC SCHOOL, GOR",sikkim_pdfs/30_011.pdf
30,DJONGU(BL),12,"GOVT. ICDS CENTER, SANGTOK",sikkim_pdfs/30_012.pdf
30,DJONGU(BL),13,GOVT. LUM PRY SCHOOL,sikkim_pdfs/30_013.pdf
30,DJONGU(BL),14,SHIPGYER PANCHAYAT GHAR,sikkim_pdfs/30_014.pdf
30,DJONGU(BL),15,GOVT. TINGCHEM JR. HIGH SCHOOL,sikkim_pdfs/30_015.pdf
30,DJONGU(BL),16,"OFFICE OF THE EXECUTIVE ENGINEER, POWER, NORTH DISTRICT MANGAN ROOM I",sikkim_pdfs/30_016.pdf
30,DJONGU(BL),17,MANGSHILA PANCHAYAT GHAR,sikkim_pdfs/30_017.pdf
30,DJONGU(BL),18,GOVT. MANGSHILA SR. SEC. SCHOOL,sikkim_pdfs/30_018.pdf
30,DJONGU(BL),19,"GOVT.JR. HIGH SCHOOL, TIBUK",sikkim_pdfs/30_019.pdf
30,DJONGU(BL),20,GOVT. NAMOK JR. HIGH SCHOOL,sikkim_pdfs/30_020.pdf
30,DJONGU(BL),21,"OFFICE OF THE EXECUTIVE ENGINEER, POWER, NORTH DISTRICT MANGAN ROOM II",sikkim_pdfs/30_021.pdf
31,LACHEN MANGAN (BL),1,GOVT. LACHEN SEC SCHOOL,sikkim_pdfs/31_001.pdf
31,LACHEN MANGAN (BL),2,GOVT. LACHUNG SEC. SCHOOL,sikkim_pdfs/31_002.pdf
31,LACHEN MANGAN (BL),3,GOVT. SHERCHOK JR. HIGH SCHOOL,sikkim_pdfs/31_003.pdf
31,LACHEN MANGAN (BL),4,GOVT. CHUNGTHANG. SEC SCHOOL,sikkim_pdfs/31_004.pdf
31,LACHEN MANGAN (BL),5,GOVT. SINGHIK SEC SCHOOL,sikkim_pdfs/31_005.pdf
31,LACHEN MANGAN (BL),6,GOVT. NAGA JR. HIGH SCHOOL,sikkim_pdfs/31_006.pdf
31,LACHEN MANGAN (BL),7,GOVT. PAKSHEP JR. HIGH SCHOOL,sikkim_pdfs/31_007.pdf
31,LACHEN MANGAN (BL),8,GOVT. RINGHIM JR. HIGH SCHOOL,sikkim_pdfs/31_008.pdf
31,LACHEN MANGAN (BL),9,"GOVT SR. SEC SCHOOL, MANGAN",sikkim_pdfs/31_009.pdf
31,LACHEN MANGAN (BL),10,BAC( MANGAN OLD DIST. HOSPITAL),sikkim_pdfs/31_010.pdf
31,LACHEN MANGAN (BL),11,MANGAN NAGAR PANCHAYAT OFFICE,sikkim_pdfs/31_011.pdf
32,SANGHA,1,DUBDI SANGHA GOMPA,sikkim_pdfs/32_001.pdf
32,SANGHA,2,KHECHOPHERI GOMPA,sikkim_pdfs/32_002.pdf
32,SANGHA,3,PAU HUNGRI GOMPA,sikkim_pdfs/32_003.pdf
32,SANGHA,4,MELLI GOMPA,sikkim_pdfs/32_004.pdf
32,SANGHA,5,PEMAYANGTSE GOMPA,sikkim_pdfs/32_005.pdf
32,SANGHA,6,TASHIDING CHOGYAL LHAKANG GOMPA,sikkim_pdfs/32_006.pdf
32,SANGHA,7,SANGACHOLING GOMPA,sikkim_pdfs/32_007.pdf
32,SANGHA,8,LHUNTSE GOMPA,sikkim_pdfs/32_008.pdf
32,SANGHA,9,RINCHENPONG GOMPA,sikkim_pdfs/32_009.pdf
32,SANGHA,10,CHAKUNG GOMPA,sikkim_pdfs/32_010.pdf
32,SANGHA,11,ANDEN WOLUNG GOMPA,sikkim_pdfs/32_011.pdf
32,SANGHA,12,KITAM NYANGMA GOMPA,sikkim_pdfs/32_012.pdf
32,SANGHA,13,RALONG KAGYUD GOMPA,sikkim_pdfs/32_013.pdf
32,SANGHA,14,DOLLING RIKZIN LANOYANG GOMPA,sikkim_pdfs/32_014.pdf
32,SANGHA,15,KHOSING MANGBRO GOMPA,sikkim_pdfs/32_015.pdf
32,SANGHA,16,WAK SAMTEN CHOLING GOMPA,sikkim_pdfs/32_016.pdf
32,SANGHA,17,NAMCHI BOOMTAR GOMPA,sikkim_pdfs/32_017.pdf
32,SANGHA,18,NAMCHI NGADAK GOMPA,sikkim_pdfs/32_018.pdf
32,SANGHA,19,MELLI TASHI CHODARLING GOMPA,sikkim_pdfs/32_019.pdf
32,SANGHA,20,NAMTHANG NORBUCHOLING GOMPA,sikkim_pdfs/32_020.pdf
32,SANGHA,21,BARMIOK WOSELCHOLING GOMPA,sikkim_pdfs/32_021.pdf
32,SANGHA,22,PARBING KARMA TASHI GOMPA,sikkim_pdfs/32_022.pdf
32,SANGHA,23,SUMIN GUMPA,sikkim_pdfs/32_023.pdf
32,SANGHA,24,LINKEY MATCHING CHENKAR GOMPA,sikkim_pdfs/32_024.pdf
32,SANGHA,25,RHENOCK BORA KAGYUD GOMPA,sikkim_pdfs/32_025.pdf
32,SANGHA,26,AMBA MAMRING GUMPA,sikkim_pdfs/32_026.pdf
32,SANGHA,27,CHANGEY GOMPA,sikkim_pdfs/32_027.pdf
32,SANGHA,28,KARTOK DOJIDEN GOMPA,sikkim_pdfs/32_028.pdf
32,SANGHA,29,YANGANG TASHI PALDING GOMPA,sikkim_pdfs/32_029.pdf
32,SANGHA,30,SIMICK DUDULING GOMPA,sikkim_pdfs/32_030.pdf
32,SANGHA,31,TOULUNG GOMPA,sikkim_pdfs/32_031.pdf
32,SANGHA,32,LINGTHEM CHOPHEL TARGAILING,sikkim_pdfs/32_032.pdf
32,SANGHA,33,TASHI CHOLING GOMPA,sikkim_pdfs/32_033.pdf
32,SANGHA,34,GOR TARYANG GOMPA,sikkim_pdfs/32_034.pdf
32,SANGHA,35,SHIP KINZACHOLING GOMPA,sikkim_pdfs/32_035.pdf
32,SANGHA,36,LINGI PHYAGYAL GOMPA,sikkim_pdfs/32_036.pdf
32,SANGHA,37,LACHEN GNEDUPCHOLING GOMPA,sikkim_pdfs/32_037.pdf
32,SANGHA,38,LACHUNG SAMTEN CHOLING GOMPA,sikkim_pdfs/32_038.pdf
32,SANGHA,39,CHUNGTHANG CHIMORINCHEN GOMPA,sikkim_pdfs/32_039.pdf
32,SANGHA,40,SINGCHIT NADAK GOMPA,sikkim_pdfs/32_040.pdf
32,SANGHA,41,RINGON RIKZING CHOLING GOMPA,sikkim_pdfs/32_041.pdf
32,SANGHA,42,PHODONG KAGYUD GOMPA,sikkim_pdfs/32_042.pdf
32,SANGHA,43,PHENSANG GOMPA,sikkim_pdfs/32_043.pdf
32,SANGHA,44,RAKDONG TINTEK GOMPA,sikkim_pdfs/32_044.pdf
32,SANGHA,45,TUMIN KARMACHOLING GUMPA,sikkim_pdfs/32_045.pdf
32,SANGHA,46,SONG KAGYUD GUMPA,sikkim_pdfs/32_046.pdf
32,SANGHA,47,MARTAM CHONKAR GOMPA,sikkim_pdfs/32_047.pdf
32,SANGHA,48,RUMTEK KAYUD GOMPA,sikkim_pdfs/32_048.pdf
32,SANGHA,49,PABYUK BORA KAGYUD GOMPA,sikkim_pdfs/32_049.pdf
32,SANGHA,50,ENCHEY SANGAACHOLING GOMPA,sikkim_pdfs/32_050.pdf
32,SANGHA,51,LINGDOK CHENKAR GOMPA,sikkim_pdfs/32_051.pdf
