ac_number,ac_name,part_no,ps_name,lang,roll_type,expected_size_mb,filename,raw_bytes,compressed_bytes,pages,status
1,Khundrakpam,20,20 - Chingkhu,BEN,final,5.75,AC01_part020_final_BEN.pdf,,4058317,,done
1,Khundrakpam,21,21 - Sarouthel,ENG,final,5.46,AC01_part021_final_ENG.pdf,,4138831,,done
1,Khundrakpam,21,21 - Sarouthel,BEN,final,6.02,AC01_part021_final_BEN.pdf,,4255259,,done
1,Khundrakpam,22,22 - Khundrakpam Awang Leikai,ENG,final,6.63,AC01_part022_final_ENG.pdf,,5086697,,done
1,Khundrakpam,22,22 - Khundrakpam Awang Leikai,BEN,final,7.32,AC01_part022_final_BEN.pdf,,5232650,,done
1,Khundrakpam,23,23 - Khundrakpam,ENG,final,8.43,AC01_part023_final_ENG.pdf,,6587556,,done
1,Khundrakpam,23,23 - Khundrakpam,BEN,final,9.39,AC01_part023_final_BEN.pdf,,6802540,,done
1,Khundrakpam,24,24 - Khundrakpam Makha Leikai,ENG,final,7.3,AC01_part024_final_ENG.pdf,,5633448,,done
1,Khundrakpam,24,24 - Khundrakpam Makha Leikai,BEN,final,8.11,AC01_part024_final_BEN.pdf,,5809264,,done
1,Khundrakpam,25,25 - Khundrakpam Maning Leikai,ENG,final,6.39,AC01_part025_final_ENG.pdf,,4866372,,done
1,Khundrakpam,25,25 - Khundrakpam Maning Leikai,BEN,final,7.04,AC01_part025_final_BEN.pdf,,4997253,,done
1,Khundrakpam,26,26 - Pangei Yangdong(A),ENG,final,8.5,AC01_part026_final_ENG.pdf,,6617914,,done
1,Khundrakpam,26,26 - Pangei Yangdong(A),BEN,final,9.41,AC01_part026_final_BEN.pdf,,6812633,,done
1,Khundrakpam,27,27 - Pangei Yangdong(B),ENG,final,6.95,AC01_part027_final_ENG.pdf,,5331328,,done
1,Khundrakpam,27,27 - Pangei Yangdong(B),BEN,final,7.71,AC01_part027_final_BEN.pdf,,5501562,,done
1,Khundrakpam,28,28 - Pangei Meiteikhul,ENG,final,8.5,AC01_part028_final_ENG.pdf,,6670961,,done
1,Khundrakpam,28,28 - Pangei Meiteikhul,BEN,final,9.37,AC01_part028_final_BEN.pdf,,6852071,,done
1,Khundrakpam,29,29 - Uyumpok Maning Leikai,ENG,final,6.46,AC01_part029_final_ENG.pdf,,4939778,,done
1,Khundrakpam,29,29 - Uyumpok Maning Leikai,BEN,final,7.18,AC01_part029_final_BEN.pdf,,5083573,,done
1,Khundrakpam,30,30 - Wakhong,ENG,final,4.52,AC01_part030_final_ENG.pdf,,3320710,,done
1,Khundrakpam,30,30 - Wakhong,BEN,final,4.95,AC01_part030_final_BEN.pdf,,3394817,,done
1,Khundrakpam,31,31 - Uyumpok,ENG,final,11.12,AC01_part031_final_ENG.pdf,,8707691,,done
1,Khundrakpam,31,31 - Uyumpok,BEN,final,12.35,AC01_part031_final_BEN.pdf,,8986101,,done
1,Khundrakpam,32,32 - Tiger Camp,ENG,final,5.71,AC01_part032_final_ENG.pdf,,4374370,,done
1,Khundrakpam,32,32 - Tiger Camp,BEN,final,6.29,AC01_part032_final_BEN.pdf,,4491482,,done
1,Khundrakpam,33,33 - Keibi Taret Khul (A),ENG,final,8.32,AC01_part033_final_ENG.pdf,,6467245,,done
1,Khundrakpam,33,33 - Keibi Taret Khul (A),BEN,final,9.16,AC01_part033_final_BEN.pdf,,6626559,,done
1,Khundrakpam,34,34 - Chanung,ENG,final,3.28,AC01_part034_final_ENG.pdf,,2310036,,done
1,Khundrakpam,34,34 - Chanung,BEN,final,3.58,AC01_part034_final_BEN.pdf,,2365512,,done
1,Khundrakpam,35,35 - Keibi Taret Khul (B),ENG,final,6.61,AC01_part035_final_ENG.pdf,,5040679,,done
1,Khundrakpam,35,35 - Keibi Taret Khul (B),BEN,final,7.35,AC01_part035_final_BEN.pdf,,5203724,,done
1,Khundrakpam,36,36 - Keibi,ENG,final,7.26,AC01_part036_final_ENG.pdf,,5623612,,done
1,Khundrakpam,36,36 - Keibi,BEN,final,8.08,AC01_part036_final_BEN.pdf,,5796767,,done
1,Khundrakpam,37,37 - Keibi Heikak Mapal,ENG,final,5.75,AC01_part037_final_ENG.pdf,,4332505,,done
1,Khundrakpam,37,37 - Keibi Heikak Mapal,BEN,final,6.35,AC01_part037_final_BEN.pdf,,4456258,,done
1,Khundrakpam,38,38 - Waiton Makha Leikai,ENG,final,6.34,AC01_part038_final_ENG.pdf,,4862079,,done
1,Khundrakpam,38,38 - Waiton Makha Leikai,BEN,final,7.06,AC01_part038_final_BEN.pdf,,5025897,,done
1,Khundrakpam,39,39 - Waiton Awang Leikai,ENG,final,8.62,AC01_part039_final_ENG.pdf,,6658585,,done
1,Khundrakpam,39,39 - Waiton Awang Leikai,BEN,final,9.62,AC01_part039_final_BEN.pdf,,6896756,,done
1,Khundrakpam,40,40 - Chingarel Tejpur,ENG,final,6.83,AC01_part040_final_ENG.pdf,,5249775,,done
1,Khundrakpam,40,40 - Chingarel Tejpur,BEN,final,7.59,AC01_part040_final_BEN.pdf,,5410661,,done
1,Khundrakpam,41,41 - Pourabi,ENG,final,8.95,AC01_part041_final_ENG.pdf,,6922838,,done
1,Khundrakpam,41,41 - Pourabi,BEN,final,9.94,AC01_part041_final_BEN.pdf,,7141434,,done
1,Khundrakpam,42,42 - Wairi,ENG,final,4.46,AC01_part042_final_ENG.pdf,,3296065,,done
1,Khundrakpam,42,42 - Wairi,BEN,final,4.89,AC01_part042_final_BEN.pdf,,3383406,,done
2,Heingang,1,1 - Awang Potsangbam Khunou Maning Leikai,ENG,final,7.27,AC02_part001_final_ENG.pdf,,5557461,,done
2,Heingang,1,1 - Awang Potsangbam Khunou Maning Leikai,BEN,final,7.97,AC02_part001_final_BEN.pdf,,5676245,,done
2,Heingang,2,2 - Awang Potsangbam Khunou Mamang Leikai,ENG,final,5.04,AC02_part002_final_ENG.pdf,,3766505,,done
2,Heingang,2,2 - Awang Potsangbam Khunou Mamang Leikai,BEN,final,5.54,AC02_part002_final_BEN.pdf,,3863404,,done
2,Heingang,3,3 - Keikol,ENG,final,5.37,AC02_part003_final_ENG.pdf,,4099258,,done
2,Heingang,3,3 - Keikol,BEN,final,5.98,AC02_part003_final_BEN.pdf,,4238081,,done
2,Heingang,4,4 - Nillakuthi,ENG,final,8.05,AC02_part004_final_ENG.pdf,,6261761,,done
2,Heingang,4,4 - Nillakuthi,BEN,final,8.92,AC02_part004_final_BEN.pdf,,6457092,,done
2,Heingang,5,5 - Koirengei,ENG,final,5.7,AC02_part005_final_ENG.pdf,,4281916,,done
2,Heingang,5,5 - Koirengei,BEN,final,6.22,AC02_part005_final_BEN.pdf,,4367206,,done
2,Heingang,6,6 - Maiba  Khul,ENG,final,6.28,AC02_part006_final_ENG.pdf,,4781426,,done
2,Heingang,6,6 - Maiba  Khul,BEN,final,6.97,AC02_part006_final_BEN.pdf,,4934247,,done
2,Heingang,7,7 - Mongjam,ENG,final,5.77,AC02_part007_final_ENG.pdf,,4351736,,done
2,Heingang,7,7 - Mongjam,BEN,final,6.42,AC02_part007_final_BEN.pdf,,4506222,,done
2,Heingang,8,8 - Achanbigei Awang Leikai,ENG,final,6.31,AC02_part008_final_ENG.pdf,,4805671,,done
2,Heingang,8,8 - Achanbigei Awang Leikai,BEN,final,6.93,AC02_part008_final_BEN.pdf,,4922227,,done
2,Heingang,9,9 - Achanbigei Mayai Leikai (A),ENG,final,8.29,AC02_part009_final_ENG.pdf,,6405777,,done
2,Heingang,9,9 - Achanbigei Mayai Leikai (A),BEN,final,9.16,AC02_part009_final_BEN.pdf,,6585519,,done
2,Heingang,10,10 - Achanbigei Mayai Leikai (B),ENG,final,5.65,AC02_part010_final_ENG.pdf,,4239422,,done
2,Heingang,10,10 - Achanbigei Mayai Leikai (B),BEN,final,6.17,AC02_part010_final_BEN.pdf,,4331835,,done
2,Heingang,11,11 - Koirengei Bazar,ENG,final,7.2,AC02_part011_final_ENG.pdf,,5562005,,done
2,Heingang,11,11 - Koirengei Bazar,BEN,final,7.95,AC02_part011_final_BEN.pdf,,5719814,,done
2,Heingang,12,12 - Luwangshangbam Makha Leikai,ENG,final,10.8,AC02_part012_final_ENG.pdf,,8434337,,done
2,Heingang,12,12 - Luwangshangbam Makha Leikai,BEN,final,11.9,AC02_part012_final_BEN.pdf,,8654409,,done
2,Heingang,13,13 - Matai,ENG,final,8.89,AC02_part013_final_ENG.pdf,,6933294,,done
2,Heingang,13,13 - Matai,BEN,final,9.83,AC02_part013_final_BEN.pdf,,7123826,,done
2,Heingang,14,14 - Koirengei Kabui Khul,ENG,final,4.13,AC02_part014_final_ENG.pdf,,3016201,,done
2,Heingang,14,14 - Koirengei Kabui Khul,BEN,final,4.56,AC02_part014_final_BEN.pdf,,3106592,,done
2,Heingang,15,15 - Luwangsangbam Awang Leikai,ENG,final,7.49,AC02_part015_final_ENG.pdf,,5732017,,done
2,Heingang,15,15 - Luwangsangbam Awang Leikai,BEN,final,8.21,AC02_part015_final_BEN.pdf,,5872551,,done
2,Heingang,16,16 - Luwangsangbam Mamang Leikai,ENG,final,6.17,AC02_part016_final_ENG.pdf,,4646650,,done
2,Heingang,16,16 - Luwangsangbam Mamang Leikai,BEN,final,6.79,AC02_part016_final_BEN.pdf,,4764837,,done
2,Heingang,17,17 - Kontha Khabam,ENG,final,5.89,AC02_part017_final_ENG.pdf,,4351598,,done
2,Heingang,17,17 - Kontha Khabam,BEN,final,6.46,AC02_part017_final_BEN.pdf,,4461616,,done
2,Heingang,18,18 - Kontha Khabam Lamkhai,ENG,final,9.02,AC02_part018_final_ENG.pdf,,6996047,,done
2,Heingang,18,18 - Kontha Khabam Lamkhai,BEN,final,10.05,AC02_part018_final_BEN.pdf,,7231009,,done
2,Heingang,19,19 - Kontha Khabam Mamang Leikai,ENG,final,8.31,AC02_part019_final_ENG.pdf,,6397520,,done
2,Heingang,19,19 - Kontha Khabam Mamang Leikai,BEN,final,9.17,AC02_part019_final_BEN.pdf,,6583789,,done
2,Heingang,20,20 - Kontha Khabam Mayai Leikai,ENG,final,8.22,AC02_part020_final_ENG.pdf,,6365019,,done
2,Heingang,20,20 - Kontha Khabam Mayai Leikai,BEN,final,9.1,AC02_part020_final_BEN.pdf,,6533685,,done
2,Heingang,21,21 - Heingang Awang Leikai,ENG,final,6.89,AC02_part021_final_ENG.pdf,,5304400,,done
2,Heingang,21,21 - Heingang Awang Leikai,BEN,final,7.6,AC02_part021_final_BEN.pdf,,5448466,,done
2,Heingang,22,22 - Heingang Awang Leikai Saya Lampak,ENG,final,9.28,AC02_part022_final_ENG.pdf,,7270101,,done
2,Heingang,22,22 - Heingang Awang Leikai Saya Lampak,BEN,final,10.35,AC02_part022_final_BEN.pdf,,7524710,,done
2,Heingang,23,23 - Heingang Mayai Leikai (A),ENG,final,8.95,AC02_part023_final_ENG.pdf,,6972107,,done
2,Heingang,23,23 - Heingang Mayai Leikai (A),BEN,final,10.04,AC02_part023_final_BEN.pdf,,7247198,,done
2,Heingang,24,24 - Heingang Mayai Leikai (B),ENG,final,6.18,AC02_part024_final_ENG.pdf,,4706560,,done
2,Heingang,24,24 - Heingang Mayai Leikai (B),BEN,final,6.84,AC02_part024_final_BEN.pdf,,4846573,,done
2,Heingang,25,25 - Heingang Makha Panthoibi Leikai,ENG,final,6.42,AC02_part025_final_ENG.pdf,,4944205,,done
2,Heingang,25,25 - Heingang Makha Panthoibi Leikai,BEN,final,7.15,AC02_part025_final_BEN.pdf,,5089391,,done
2,Heingang,26,26 - Heingang Makha Leikai,ENG,final,11.84,AC02_part026_final_ENG.pdf,,9327516,,done
2,Heingang,26,26 - Heingang Makha Leikai,BEN,final,13.21,AC02_part026_final_BEN.pdf,,9637715,,done
2,Heingang,27,27 - Kontha Ahallup Awang Leikai,ENG,final,6.66,AC02_part027_final_ENG.pdf,,5165274,,done
2,Heingang,27,27 - Kontha Ahallup Awang Leikai,BEN,final,7.38,AC02_part027_final_BEN.pdf,,5323420,,done
2,Heingang,28,28 - Kontha Ahallup Makha Leikai,ENG,final,10.69,AC02_part028_final_ENG.pdf,,8372189,,done
2,Heingang,28,28 - Kontha Ahallup Makha Leikai,BEN,final,11.76,AC02_part028_final_BEN.pdf,,8580396,,done
2,Heingang,29,29 - Kairang Meitei,ENG,final,12.27,AC02_part029_final_ENG.pdf,,9740352,,done
2,Heingang,29,29 - Kairang Meitei,BEN,final,13.6,AC02_part029_final_BEN.pdf,,10022679,,done
2,Heingang,30,30 - Kairang Muslim Awang Leikai,ENG,final,5.84,AC02_part030_final_ENG.pdf,,4527874,,done
2,Heingang,30,30 - Kairang Muslim Awang Leikai,BEN,final,6.48,AC02_part030_final_BEN.pdf,,4689686,,done
2,Heingang,31,31 - Kairang Muslim Mayai Leikai,ENG,final,7.44,AC02_part031_final_ENG.pdf,,5847010,,done
2,Heingang,31,31 - Kairang Muslim Mayai Leikai,BEN,final,8.28,AC02_part031_final_BEN.pdf,,6066718,,done
2,Heingang,32,32 - Kairang Muslim Mamang Leikai,ENG,final,10.59,AC02_part032_final_ENG.pdf,,8472727,,done
2,Heingang,32,32 - Kairang Muslim Mamang Leikai,BEN,final,11.8,AC02_part032_final_BEN.pdf,,8791036,,done
2,Heingang,33,33 - Kairang Khunou Chingya Leikai,ENG,final,4.31,AC02_part033_final_ENG.pdf,,3268721,,done
2,Heingang,33,33 - Kairang Khunou Chingya Leikai,BEN,final,4.72,AC02_part033_final_BEN.pdf,,3365969,,done
2,Heingang,34,34 - Laipham Khunou Mayai Leikai,ENG,final,6.2,AC02_part034_final_ENG.pdf,,4680923,,done
2,Heingang,34,34 - Laipham Khunou Mayai Leikai,BEN,final,6.84,AC02_part034_final_BEN.pdf,,4813485,,done
2,Heingang,35,35 - Laipham Khunou Maning Leikai,ENG,final,9.64,AC02_part035_final_ENG.pdf,,7650604,,done
2,Heingang,35,35 - Laipham Khunou Maning Leikai,BEN,final,10.77,AC02_part035_final_BEN.pdf,,7900115,,done
2,Heingang,36,36 - Laipham Khunou Mamang Leikai,ENG,final,7.59,AC02_part036_final_ENG.pdf,,5819499,,done
2,Heingang,36,36 - Laipham Khunou Mamang Leikai,BEN,final,8.41,AC02_part036_final_BEN.pdf,,5997580,,done
2,Heingang,37,37 - Laipham Khunou Makha Leikai,ENG,final,6.86,AC02_part037_final_ENG.pdf,,5246914,,done
2,Heingang,37,37 - Laipham Khunou Makha Leikai,BEN,final,7.59,AC02_part037_final_BEN.pdf,,5400465,,done
2,Heingang,38,38 - Laipham Khunou Nagaram,ENG,final,6.19,AC02_part038_final_ENG.pdf,,4727667,,done
2,Heingang,38,38 - Laipham Khunou Nagaram,BEN,final,6.84,AC02_part038_final_BEN.pdf,,4877865,,done
2,Heingang,39,39 - Laipham  Khunou Tangkhul Avenue,ENG,final,4.35,AC02_part039_final_ENG.pdf,,3231144,,done
2,Heingang,39,39 - Laipham  Khunou Tangkhul Avenue,BEN,final,4.78,AC02_part039_final_BEN.pdf,,3321045,,done
2,Heingang,40,40 - Lairikyengbam Makha Leikai,ENG,final,10.24,AC02_part040_final_ENG.pdf,,8007266,,done
2,Heingang,40,40 - Lairikyengbam Makha Leikai,BEN,final,11.35,AC02_part040_final_BEN.pdf,,8242614,,done
2,Heingang,41,41 - Lairikyengbam Mayai Leikai (A),ENG,final,8.01,AC02_part041_final_ENG.pdf,,6177008,,done
2,Heingang,41,41 - Lairikyengbam Mayai Leikai (A),BEN,final,8.82,AC02_part041_final_BEN.pdf,,6337211,,done
2,Heingang,42,42 - Lairikyengbam Mayai Leikai (B),ENG,final,7.55,AC02_part042_final_ENG.pdf,,5802547,,done
2,Heingang,42,42 - Lairikyengbam Mayai Leikai (B),BEN,final,8.37,AC02_part042_final_BEN.pdf,,5983908,,done
2,Heingang,43,43 - Lairikyengbam Awang Leikai,ENG,final,11.7,AC02_part043_final_ENG.pdf,,9185894,,done
2,Heingang,43,43 - Lairikyengbam Awang Leikai,BEN,final,12.98,AC02_part043_final_BEN.pdf,,9447390,,done
2,Heingang,44,44 - Lamlongei,ENG,final,8.47,AC02_part044_final_ENG.pdf,,6572744,,done
2,Heingang,44,44 - Lamlongei,BEN,final,9.35,AC02_part044_final_BEN.pdf,,6758093,,done
2,Heingang,45,45 - Pantilong,ENG,final,4.51,AC02_part045_final_ENG.pdf,,3362968,,done
2,Heingang,45,45 - Pantilong,BEN,final,4.97,AC02_part045_final_BEN.pdf,,3454900,,done
3,Khurai,1,1 - Khomidok (A),ENG,final,9.98,AC03_part001_final_ENG.pdf,,7985352,,done
3,Khurai,1,1 - Khomidok (A),BEN,final,11.13,AC03_part001_final_BEN.pdf,,8294391,,done
3,Khurai,2,2 - Khomidok (A-1),ENG,final,9.94,AC03_part002_final_ENG.pdf,,7946445,,done
3,Khurai,2,2 - Khomidok (A-1),BEN,final,11.08,AC03_part002_final_BEN.pdf,,8244492,,done
3,Khurai,3,3 - Khomidok (B),ENG,final,8.59,AC03_part003_final_ENG.pdf,,6812296,,done
3,Khurai,3,3 - Khomidok (B),BEN,final,9.56,AC03_part003_final_BEN.pdf,,7061969,,done
3,Khurai,4,4 - Khomidok (B-1),ENG,final,7.09,AC03_part004_final_ENG.pdf,,5566482,,done
3,Khurai,4,4 - Khomidok (B-1),BEN,final,7.84,AC03_part004_final_BEN.pdf,,5738596,,done
3,Khurai,5,5 - Khabeisoi (A),ENG,final,10.86,AC03_part005_final_ENG.pdf,,8692095,,done
3,Khurai,5,5 - Khabeisoi (A),BEN,final,12.07,AC03_part005_final_BEN.pdf,,9007143,,done
3,Khurai,6,6 - Khabeisoi (B),ENG,final,12.28,AC03_part006_final_ENG.pdf,,9809135,,done
3,Khurai,6,6 - Khabeisoi (B),BEN,final,13.76,AC03_part006_final_BEN.pdf,,10214238,,done
3,Khurai,7,7 - Sangomsang (A),ENG,final,9.34,AC03_part007_final_ENG.pdf,,7351755,,done
3,Khurai,7,7 - Sangomsang (A),BEN,final,10.36,AC03_part007_final_BEN.pdf,,7567046,,done
3,Khurai,8,8 - Sangomsang (B),ENG,final,6.43,AC03_part008_final_ENG.pdf,,4832498,,done
3,Khurai,8,8 - Sangomsang (B),BEN,final,6.99,AC03_part008_final_BEN.pdf,,4927431,,done
3,Khurai,9,9 - Phaknung,ENG,final,10.14,AC03_part009_final_ENG.pdf,,8001686,,done
3,Khurai,9,9 - Phaknung,BEN,final,11.35,AC03_part009_final_BEN.pdf,,8280342,,done
3,Khurai,10,10 - Kangla Siphai,ENG,final,7.36,AC03_part010_final_ENG.pdf,,5613902,,done
3,Khurai,10,10 - Kangla Siphai,BEN,final,8.1,AC03_part010_final_BEN.pdf,,5753817,,done
3,Khurai,11,11 - Sajeb (A),ENG,final,9.37,AC03_part011_final_ENG.pdf,,7261810,,done
3,Khurai,11,11 - Sajeb (A),BEN,final,10.33,AC03_part011_final_BEN.pdf,,7450275,,done
3,Khurai,12,12 - Sajeb (B),ENG,final,6.9,AC03_part012_final_ENG.pdf,,5243711,,done
3,Khurai,12,12 - Sajeb (B),BEN,final,7.63,AC03_part012_final_BEN.pdf,,5389584,,done
3,Khurai,13,13 - Angom Leikai,ENG,final,9.85,AC03_part013_final_ENG.pdf,,7664336,,done
3,Khurai,13,13 - Angom Leikai,BEN,final,10.82,AC03_part013_final_BEN.pdf,,7813874,,done
3,Khurai,14,14 - Moirang Kampu,ENG,final,11.04,AC03_part014_final_ENG.pdf,,8564650,,done
3,Khurai,14,14 - Moirang Kampu,BEN,final,12.19,AC03_part014_final_BEN.pdf,,8786484,,done
3,Khurai,15,15 - Khurai Konsam Leikai(A-1),ENG,final,9.44,AC03_part015_final_ENG.pdf,,7297938,,done
3,Khurai,15,15 - Khurai Konsam Leikai(A-1),BEN,final,10.42,AC03_part015_final_BEN.pdf,,7494831,,done
3,Khurai,16,16 - Khurai Konsam Leikai(A-2),ENG,final,6.31,AC03_part016_final_ENG.pdf,,4767661,,done
3,Khurai,16,16 - Khurai Konsam Leikai(A-2),BEN,final,6.94,AC03_part016_final_BEN.pdf,,4893699,,done
3,Khurai,17,17 - Khurai Konsam Leikai (B),ENG,final,9.43,AC03_part017_final_ENG.pdf,,7381604,,done
3,Khurai,17,17 - Khurai Konsam Leikai (B),BEN,final,10.49,AC03_part017_final_BEN.pdf,,7631176,,done
3,Khurai,18,18 - Khurai Konsam Leikai (C),ENG,final,7.85,AC03_part018_final_ENG.pdf,,6085915,,done
3,Khurai,18,18 - Khurai Konsam Leikai (C),BEN,final,8.58,AC03_part018_final_BEN.pdf,,6219317,,done
3,Khurai,19,19 - Kongpal Sajor Leikai (Awang),ENG,final,6.78,AC03_part019_final_ENG.pdf,,5143241,,done
3,Khurai,19,19 - Kongpal Sajor Leikai (Awang),BEN,final,7.47,AC03_part019_final_BEN.pdf,,5284983,,done
3,Khurai,20,20 - Kongpal Sajor Leikai (Makha),ENG,final,5.34,AC03_part020_final_ENG.pdf,,4009931,,done
3,Khurai,20,20 - Kongpal Sajor Leikai (Makha),BEN,final,5.89,AC03_part020_final_BEN.pdf,,4130561,,done
3,Khurai,21,21 - Khurai Thongam Leikai,ENG,final,9.63,AC03_part021_final_ENG.pdf,,7536607,,done
3,Khurai,21,21 - Khurai Thongam Leikai,BEN,final,10.62,AC03_part021_final_BEN.pdf,,7727404,,done
3,Khurai,22,22 - Khurai Thoidingjam Leikai (A),ENG,final,6.36,AC03_part022_final_ENG.pdf,,4830561,,done
3,Khurai,22,22 - Khurai Thoidingjam Leikai (A),BEN,final,7.0,AC03_part022_final_BEN.pdf,,4955063,,done
3,Khurai,23,23 - Khurai Thoidingjam Leikai (B),ENG,final,5.21,AC03_part023_final_ENG.pdf,,3906356,,done
3,Khurai,23,23 - Khurai Thoidingjam Leikai (B),BEN,final,5.72,AC03_part023_final_BEN.pdf,,4000313,,done
3,Khurai,24,24 - Khurai Sajor Leikai,ENG,final,6.89,AC03_part024_final_ENG.pdf,,5269105,,done
3,Khurai,24,24 - Khurai Sajor Leikai,BEN,final,7.6,AC03_part024_final_BEN.pdf,,5408612,,done
3,Khurai,25,25 - Khurai Puthiba Leikai (B),ENG,final,6.07,AC03_part025_final_ENG.pdf,,4567331,,done
3,Khurai,25,25 - Khurai Puthiba Leikai (B),BEN,final,6.7,AC03_part025_final_BEN.pdf,,4694999,,done
3,Khurai,26,26 - Khurai Puthiba Leikai,ENG,final,7.84,AC03_part026_final_ENG.pdf,,6051045,,done
3,Khurai,26,26 - Khurai Puthiba Leikai,BEN,final,8.68,AC03_part026_final_BEN.pdf,,6224849,,done
3,Khurai,27,27 - Khurai Nandeibam Leikai,ENG,final,11.05,AC03_part027_final_ENG.pdf,,8635572,,done
3,Khurai,27,27 - Khurai Nandeibam Leikai,BEN,final,12.35,AC03_part027_final_BEN.pdf,,8948729,,done
3,Khurai,28,28 - Khurai Laishram Leikai (A),ENG,final,8.22,AC03_part028_final_ENG.pdf,,6346752,,done
3,Khurai,28,28 - Khurai Laishram Leikai (A),BEN,final,9.06,AC03_part028_final_BEN.pdf,,6513583,,done
