ac_number,ac_name,part_no,ps_name,lang,roll_type,expected_size_mb,filename,raw_bytes,compressed_bytes,pages,status
15,Wangkhei,17,17 - Golapati (South),BEN,final,6.11,AC15_part017_final_BEN.pdf,,4316117,,done
15,Wangkhei,18,18 - Nongpok Ingkhol (C),ENG,final,6.33,AC15_part018_final_ENG.pdf,,4809273,,done
15,Wangkhei,18,18 - Nongpok Ingkhol (C),BEN,final,7.01,AC15_part018_final_BEN.pdf,,4976212,,done
15,Wangkhei,19,19 - Nongpok Ingkhol (D),ENG,final,8.09,AC15_part019_final_ENG.pdf,,6272347,,done
15,Wangkhei,19,19 - Nongpok Ingkhol (D),BEN,final,8.98,AC15_part019_final_BEN.pdf,,6492577,,done
15,Wangkhei,20,20 - Nongpok Ingkhol (A),ENG,final,6.61,AC15_part020_final_ENG.pdf,,5028123,,done
15,Wangkhei,20,20 - Nongpok Ingkhol (A),BEN,final,7.4,AC15_part020_final_BEN.pdf,,5216131,,done
15,Wangkhei,21,21 - Nongpok Ingkhol (B),ENG,final,6.31,AC15_part021_final_ENG.pdf,,4807860,,done
15,Wangkhei,21,21 - Nongpok Ingkhol (B),BEN,final,7.06,AC15_part021_final_BEN.pdf,,4988233,,done
15,Wangkhei,22,22 - Wangkheirakpam Leikai,ENG,final,5.78,AC15_part022_final_ENG.pdf,,4338382,,done
15,Wangkhei,22,22 - Wangkheirakpam Leikai,BEN,final,6.4,AC15_part022_final_BEN.pdf,,4478245,,done
15,Wangkhei,23,23 - Wangkheirakpam Leikai (E),ENG,final,5.93,AC15_part023_final_ENG.pdf,,4435118,,done
15,Wangkhei,23,23 - Wangkheirakpam Leikai (E),BEN,final,6.55,AC15_part023_final_BEN.pdf,,4567218,,done
15,Wangkhei,24,24 - Nongpok Ingkhol(F-2),ENG,final,7.04,AC15_part024_final_ENG.pdf,,5344453,,done
15,Wangkhei,24,24 - Nongpok Ingkhol(F-2),BEN,final,7.81,AC15_part024_final_BEN.pdf,,5524752,,done
15,Wangkhei,25,25 - New Checkon (A),ENG,final,7.3,AC15_part025_final_ENG.pdf,,5546541,,done
15,Wangkhei,25,25 - New Checkon (A),BEN,final,8.08,AC15_part025_final_BEN.pdf,,5721573,,done
15,Wangkhei,26,26 - New Checkon (B),ENG,final,7.09,AC15_part026_final_ENG.pdf,,5384425,,done
15,Wangkhei,26,26 - New Checkon (B),BEN,final,7.84,AC15_part026_final_BEN.pdf,,5547765,,done
15,Wangkhei,27,27 - Hafiz Hatta,ENG,final,7.97,AC15_part027_final_ENG.pdf,,6164078,,done
15,Wangkhei,27,27 - Hafiz Hatta,BEN,final,8.85,AC15_part027_final_BEN.pdf,,6386342,,done
15,Wangkhei,28,28 - Konjeng Poila Leikai,ENG,final,9.28,AC15_part028_final_ENG.pdf,,7161155,,done
15,Wangkhei,28,28 - Konjeng Poila Leikai,BEN,final,10.27,AC15_part028_final_BEN.pdf,,7372847,,done
15,Wangkhei,29,29 - Telipati (A),ENG,final,5.67,AC15_part029_final_ENG.pdf,,4276699,,done
15,Wangkhei,29,29 - Telipati (A),BEN,final,6.19,AC15_part029_final_BEN.pdf,,4380789,,done
15,Wangkhei,30,30 - Telipati (B),ENG,final,7.45,AC15_part030_final_ENG.pdf,,5725064,,done
15,Wangkhei,30,30 - Telipati (B),BEN,final,8.15,AC15_part030_final_BEN.pdf,,5861976,,done
15,Wangkhei,31,31 - Khurai Thoudam Leikai (A),ENG,final,7.29,AC15_part031_final_ENG.pdf,,5557241,,done
15,Wangkhei,31,31 - Khurai Thoudam Leikai (A),BEN,final,8.06,AC15_part031_final_BEN.pdf,,5714252,,done
15,Wangkhei,32,32 - Khurai Thoudam Leikai (B),ENG,final,4.14,AC15_part032_final_ENG.pdf,,2986942,,done
15,Wangkhei,32,32 - Khurai Thoudam Leikai (B),BEN,final,4.54,AC15_part032_final_BEN.pdf,,3057476,,done
15,Wangkhei,33,33 - Khurai Thangjam Leikai (A),ENG,final,5.92,AC15_part033_final_ENG.pdf,,4389179,,done
15,Wangkhei,33,33 - Khurai Thangjam Leikai (A),BEN,final,6.5,AC15_part033_final_BEN.pdf,,4496243,,done
15,Wangkhei,34,34 - Khurai Thangjam Leikai (B),ENG,final,5.6,AC15_part034_final_ENG.pdf,,4156847,,done
15,Wangkhei,34,34 - Khurai Thangjam Leikai (B),BEN,final,6.17,AC15_part034_final_BEN.pdf,,4269269,,done
15,Wangkhei,35,35 - Khurai Thangjam Leikai (C),ENG,final,7.69,AC15_part035_final_ENG.pdf,,5882594,,done
15,Wangkhei,35,35 - Khurai Thangjam Leikai (C),BEN,final,8.5,AC15_part035_final_BEN.pdf,,6046557,,done
15,Wangkhei,36,36 - Khurai Thangjam Leikai (D),ENG,final,7.41,AC15_part036_final_ENG.pdf,,5621706,,done
15,Wangkhei,36,36 - Khurai Thangjam Leikai (D),BEN,final,8.2,AC15_part036_final_BEN.pdf,,5795540,,done
15,Wangkhei,37,37 - Khurai Ahongei Leikai (A),ENG,final,6.08,AC15_part037_final_ENG.pdf,,4564457,,done
15,Wangkhei,37,37 - Khurai Ahongei Leikai (A),BEN,final,6.69,AC15_part037_final_BEN.pdf,,4682855,,done
15,Wangkhei,38,38 - Khurai Ahongei Leikai,ENG,final,6.28,AC15_part038_final_ENG.pdf,,4898999,,done
15,Wangkhei,38,38 - Khurai Ahongei Leikai,BEN,final,6.99,AC15_part038_final_BEN.pdf,,5055017,,done
15,Wangkhei,39,39 - Khurai Soibam Leikai (A),ENG,final,7.93,AC15_part039_final_ENG.pdf,,6043988,,done
15,Wangkhei,39,39 - Khurai Soibam Leikai (A),BEN,final,8.8,AC15_part039_final_BEN.pdf,,6243107,,done
15,Wangkhei,40,40 - Khurai Soibam Leikai (B),ENG,final,7.21,AC15_part040_final_ENG.pdf,,5620685,,done
15,Wangkhei,40,40 - Khurai Soibam Leikai (B),BEN,final,8.01,AC15_part040_final_BEN.pdf,,5804748,,done
15,Wangkhei,41,41 - Khurai Soibam Leikai (C),ENG,final,5.16,AC15_part041_final_ENG.pdf,,3830925,,done
15,Wangkhei,41,41 - Khurai Soibam Leikai (C),BEN,final,5.7,AC15_part041_final_BEN.pdf,,3951268,,done
15,Wangkhei,42,42 - Khurai Soibam Leikai (D),ENG,final,6.83,AC15_part042_final_ENG.pdf,,5130999,,done
15,Wangkhei,42,42 - Khurai Soibam Leikai (D),BEN,final,7.55,AC15_part042_final_BEN.pdf,,5297190,,done
15,Wangkhei,43,43 - Wangkheirakpam Leikai (A),ENG,final,6.12,AC15_part043_final_ENG.pdf,,4599222,,done
15,Wangkhei,43,43 - Wangkheirakpam Leikai (A),BEN,final,6.71,AC15_part043_final_BEN.pdf,,4727136,,done
15,Wangkhei,44,44 - Wangkheirakpam Leikai (A-1),ENG,final,5.42,AC15_part044_final_ENG.pdf,,4046227,,done
15,Wangkhei,44,44 - Wangkheirakpam Leikai (A-1),BEN,final,5.94,AC15_part044_final_BEN.pdf,,4156146,,done
15,Wangkhei,45,45 - Wangkheirakpam Leikai (B),ENG,final,6.51,AC15_part045_final_ENG.pdf,,4928274,,done
15,Wangkhei,45,45 - Wangkheirakpam Leikai (B),BEN,final,7.16,AC15_part045_final_BEN.pdf,,5054942,,done
15,Wangkhei,46,46 - Wangkheirakpam Leikai (B-1),ENG,final,5.92,AC15_part046_final_ENG.pdf,,4560443,,done
15,Wangkhei,46,46 - Wangkheirakpam Leikai (B-1),BEN,final,6.54,AC15_part046_final_BEN.pdf,,4695869,,done
15,Wangkhei,47,47 - Wangkheirakpam Leikai (C),ENG,final,8.45,AC15_part047_final_ENG.pdf,,6515044,,done
15,Wangkhei,47,47 - Wangkheirakpam Leikai (C),BEN,final,9.42,AC15_part047_final_BEN.pdf,,6741035,,done
15,Wangkhei,48,48 - Wangkheirakpam Leikai (D),ENG,final,7.92,AC15_part048_final_ENG.pdf,,6065706,,done
15,Wangkhei,48,48 - Wangkheirakpam Leikai (D),BEN,final,8.79,AC15_part048_final_BEN.pdf,,6252120,,done
15,Wangkhei,49,49 - Wangkhei Angom Leikai (A),ENG,final,6.33,AC15_part049_final_ENG.pdf,,4794448,,done
15,Wangkhei,49,49 - Wangkhei Angom Leikai (A),BEN,final,7.0,AC15_part049_final_BEN.pdf,,4937445,,done
15,Wangkhei,50,50 - Wangkhei Angom Leikai (B),ENG,final,9.96,AC15_part050_final_ENG.pdf,,7794285,,done
15,Wangkhei,50,50 - Wangkhei Angom Leikai (B),BEN,final,11.06,AC15_part050_final_BEN.pdf,,8023523,,done
16,Sekmai,1,1 - Kanglatongbi Mandir,ENG,final,10.5,AC16_part001_final_ENG.pdf,,8380954,,done
16,Sekmai,1,1 - Kanglatongbi Mandir,BEN,final,11.61,AC16_part001_final_BEN.pdf,,8620140,,done
16,Sekmai,2,2 - Kanglatongbi Hatikhuwa,ENG,final,12.76,AC16_part002_final_ENG.pdf,,10261019,,done
16,Sekmai,2,2 - Kanglatongbi Hatikhuwa,BEN,final,14.18,AC16_part002_final_BEN.pdf,,10585265,,done
16,Sekmai,3,3 - Kanglatongbi Shantipur,ENG,final,11.42,AC16_part003_final_ENG.pdf,,9080526,,done
16,Sekmai,3,3 - Kanglatongbi Shantipur,BEN,final,12.63,AC16_part003_final_BEN.pdf,,9355355,,done
16,Sekmai,4,4 - Kanglatongbi (A),ENG,final,12.4,AC16_part004_final_ENG.pdf,,9934338,,done
16,Sekmai,4,4 - Kanglatongbi (A),BEN,final,13.71,AC16_part004_final_BEN.pdf,,10221182,,done
16,Sekmai,5,5 - Kanglatongbi Bazaar Board,ENG,final,8.06,AC16_part005_final_ENG.pdf,,6295789,,done
16,Sekmai,5,5 - Kanglatongbi Bazaar Board,BEN,final,9.01,AC16_part005_final_BEN.pdf,,6533733,,done
16,Sekmai,6,6 - Kanglatongbi (B),ENG,final,11.94,AC16_part006_final_ENG.pdf,,9538031,,done
16,Sekmai,6,6 - Kanglatongbi (B),BEN,final,13.19,AC16_part006_final_BEN.pdf,,9803739,,done
16,Sekmai,7,7 - Sekmai Bazar,ENG,final,6.73,AC16_part007_final_ENG.pdf,,5170129,,done
16,Sekmai,7,7 - Sekmai Bazar,BEN,final,7.45,AC16_part007_final_BEN.pdf,,5328679,,done
16,Sekmai,8,8 - Sekmai Koujengleima,ENG,final,5.7,AC16_part008_final_ENG.pdf,,4308783,,done
16,Sekmai,8,8 - Sekmai Koujengleima,BEN,final,6.29,AC16_part008_final_BEN.pdf,,4442935,,done
16,Sekmai,9,9 - Sekmai (A),ENG,final,5.55,AC16_part009_final_ENG.pdf,,4173665,,done
16,Sekmai,9,9 - Sekmai (A),BEN,final,6.12,AC16_part009_final_BEN.pdf,,4293514,,done
16,Sekmai,10,10 - Sekmai (B),ENG,final,7.07,AC16_part010_final_ENG.pdf,,5401694,,done
16,Sekmai,10,10 - Sekmai (B),BEN,final,7.83,AC16_part010_final_BEN.pdf,,5579935,,done
16,Sekmai,11,11 - Sekmai Luwangbung,ENG,final,4.78,AC16_part011_final_ENG.pdf,,3571438,,done
16,Sekmai,11,11 - Sekmai Luwangbung,BEN,final,5.25,AC16_part011_final_BEN.pdf,,3662283,,done
16,Sekmai,12,12 - Sekmai Nongthomband,ENG,final,8.03,AC16_part012_final_ENG.pdf,,6317523,,done
16,Sekmai,12,12 - Sekmai Nongthomband,BEN,final,8.92,AC16_part012_final_BEN.pdf,,6531041,,done
16,Sekmai,13,13 - Sekmai Awang Leikai (A),ENG,final,6.38,AC16_part013_final_ENG.pdf,,4833893,,done
16,Sekmai,13,13 - Sekmai Awang Leikai (A),BEN,final,7.0,AC16_part013_final_BEN.pdf,,4951384,,done
16,Sekmai,14,14 - Sekmai Awang Leikai (B),ENG,final,7.96,AC16_part014_final_ENG.pdf,,6120979,,done
16,Sekmai,14,14 - Sekmai Awang Leikai (B),BEN,final,8.84,AC16_part014_final_BEN.pdf,,6324234,,done
16,Sekmai,15,15 - Khurkhul Awang Leikai (A),ENG,final,7.39,AC16_part015_final_ENG.pdf,,5662196,,done
16,Sekmai,15,15 - Khurkhul Awang Leikai (A),BEN,final,8.09,AC16_part015_final_BEN.pdf,,5784422,,done
16,Sekmai,16,16 - Khurkhul Awang Leikai (B),ENG,final,6.16,AC16_part016_final_ENG.pdf,,4674143,,done
16,Sekmai,16,16 - Khurkhul Awang Leikai (B),BEN,final,6.75,AC16_part016_final_BEN.pdf,,4775754,,done
16,Sekmai,17,17 - Khurkhul Makha Mamang Leikai,ENG,final,5.78,AC16_part017_final_ENG.pdf,,4346769,,done
16,Sekmai,17,17 - Khurkhul Makha Mamang Leikai,BEN,final,6.39,AC16_part017_final_BEN.pdf,,4483770,,done
16,Sekmai,18,18 - Khurkhul Makha Leikai,ENG,final,7.2,AC16_part018_final_ENG.pdf,,5473088,,done
16,Sekmai,18,18 - Khurkhul Makha Leikai,BEN,final,7.92,AC16_part018_final_BEN.pdf,,5613072,,done
16,Sekmai,19,19 - Khurkhul,ENG,final,7.72,AC16_part019_final_ENG.pdf,,5936949,,done
16,Sekmai,19,19 - Khurkhul,BEN,final,8.61,AC16_part019_final_BEN.pdf,,6150529,,done
16,Sekmai,20,20 - Kanto,ENG,final,8.86,AC16_part020_final_ENG.pdf,,6773275,,done
16,Sekmai,20,20 - Kanto,BEN,final,9.82,AC16_part020_final_BEN.pdf,,7005179,,done
16,Sekmai,21,21 - Kanto Sabal,ENG,final,10.29,AC16_part021_final_ENG.pdf,,8167224,,done
16,Sekmai,21,21 - Kanto Sabal,BEN,final,11.39,AC16_part021_final_BEN.pdf,,8404293,,done
16,Sekmai,22,22 - Senjam Chirang,ENG,final,6.77,AC16_part022_final_ENG.pdf,,5194077,,done
16,Sekmai,22,22 - Senjam Chirang,BEN,final,7.54,AC16_part022_final_BEN.pdf,,5380800,,done
16,Sekmai,23,23 - Senjam Khunnou,ENG,final,7.27,AC16_part023_final_ENG.pdf,,5626442,,done
16,Sekmai,23,23 - Senjam Khunnou,BEN,final,8.09,AC16_part023_final_BEN.pdf,,5827200,,done
16,Sekmai,24,24 - Loitang Khunou,ENG,final,7.39,AC16_part024_final_ENG.pdf,,5704173,,done
16,Sekmai,24,24 - Loitang Khunou,BEN,final,8.23,AC16_part024_final_BEN.pdf,,5911708,,done
16,Sekmai,25,25 - Loitang Leikinthabi,ENG,final,3.97,AC16_part025_final_ENG.pdf,,2853656,,done
16,Sekmai,25,25 - Loitang Leikinthabi,BEN,final,4.36,AC16_part025_final_BEN.pdf,,2930039,,done
16,Sekmai,26,26 - Phumlou (A),ENG,final,7.68,AC16_part026_final_ENG.pdf,,6044221,,done
16,Sekmai,26,26 - Phumlou (A),BEN,final,8.51,AC16_part026_final_BEN.pdf,,6238855,,done
16,Sekmai,27,27 - Phumlou (B),ENG,final,8.19,AC16_part027_final_ENG.pdf,,6425599,,done
16,Sekmai,27,27 - Phumlou (B),BEN,final,9.1,AC16_part027_final_BEN.pdf,,6634204,,done
16,Sekmai,28,28 - Phayeng (A),ENG,final,7.95,AC16_part028_final_ENG.pdf,,6226112,,done
16,Sekmai,28,28 - Phayeng (A),BEN,final,8.86,AC16_part028_final_BEN.pdf,,6447677,,done
16,Sekmai,29,29 - Phayeng Awang Leikai (A),ENG,final,5.93,AC16_part029_final_ENG.pdf,,4490866,,done
16,Sekmai,29,29 - Phayeng Awang Leikai (A),BEN,final,6.56,AC16_part029_final_BEN.pdf,,4620470,,done
16,Sekmai,30,30 - Phayeng Awang Leikai (B),ENG,final,6.41,AC16_part030_final_ENG.pdf,,4962131,,done
16,Sekmai,30,30 - Phayeng Awang Leikai (B),BEN,final,7.13,AC16_part030_final_BEN.pdf,,5125431,,done
16,Sekmai,31,31 - Phayeng (B),ENG,final,7.18,AC16_part031_final_ENG.pdf,,5516894,,done
16,Sekmai,31,31 - Phayeng (B),BEN,final,7.99,AC16_part031_final_BEN.pdf,,5702957,,done
16,Sekmai,32,32 - Phayeng Sabal Leikai,ENG,final,4.48,AC16_part032_final_ENG.pdf,,3335097,,done
16,Sekmai,32,32 - Phayeng Sabal Leikai,BEN,final,4.98,AC16_part032_final_BEN.pdf,,3447331,,done
16,Sekmai,33,33 - Lairenkabi,ENG,final,7.14,AC16_part033_final_ENG.pdf,,5528491,,done
16,Sekmai,33,33 - Lairenkabi,BEN,final,7.94,AC16_part033_final_BEN.pdf,,5714909,,done
16,Sekmai,34,34 - Lamlongei,ENG,final,7.2,AC16_part034_final_ENG.pdf,,5605310,,done
16,Sekmai,34,34 - Lamlongei,BEN,final,8.02,AC16_part034_final_BEN.pdf,,5805900,,done
16,Sekmai,35,35 - Lairensajik,ENG,final,5.83,AC16_part035_final_ENG.pdf,,4521414,,done
16,Sekmai,35,35 - Lairensajik,BEN,final,6.48,AC16_part035_final_BEN.pdf,,4676053,,done
16,Sekmai,36,36 - Kadangband,ENG,final,8.84,AC16_part036_final_ENG.pdf,,6856974,,done
16,Sekmai,36,36 - Kadangband,BEN,final,9.76,AC16_part036_final_BEN.pdf,,7040746,,done
16,Sekmai,37,37 - Koutruk,ENG,final,4.42,AC16_part037_final_ENG.pdf,,3264426,,done
16,Sekmai,37,37 - Koutruk,BEN,final,4.89,AC16_part037_final_BEN.pdf,,3372214,,done
16,Sekmai,38,38 - Haorang Keirel,ENG,final,6.53,AC16_part038_final_ENG.pdf,,5018278,,done
16,Sekmai,38,38 - Haorang Keirel,BEN,final,7.18,AC16_part038_final_BEN.pdf,,5143835,,done
16,Sekmai,39,39 - Sanjenbam,ENG,final,5.45,AC16_part039_final_ENG.pdf,,4176208,,done
16,Sekmai,39,39 - Sanjenbam,BEN,final,6.04,AC16_part039_final_BEN.pdf,,4317653,,done
16,Sekmai,40,40 - Tairenpokpi,ENG,final,6.58,AC16_part040_final_ENG.pdf,,5034105,,done
16,Sekmai,40,40 - Tairenpokpi,BEN,final,7.29,AC16_part040_final_BEN.pdf,,5168572,,done
16,Sekmai,41,41 - Sairemkhul,ENG,final,4.37,AC16_part041_final_ENG.pdf,,3282473,,done
16,Sekmai,41,41 - Sairemkhul,BEN,final,4.81,AC16_part041_final_BEN.pdf,,3376992,,done
17,Lamsang,1,1 - Awang Leikinthabi Awang Leikai,ENG,final,7.33,AC17_part001_final_ENG.pdf,,5636554,,done
17,Lamsang,1,1 - Awang Leikinthabi Awang Leikai,BEN,final,8.06,AC17_part001_final_BEN.pdf,,5773309,,done
17,Lamsang,2,2 - Awang Leikinthabi Makha Leikai,ENG,final,6.35,AC17_part002_final_ENG.pdf,,4794874,,done
17,Lamsang,2,2 - Awang Leikinthabi Makha Leikai,BEN,final,6.97,AC17_part002_final_BEN.pdf,,4919624,,done
17,Lamsang,3,3 - Awang Wabgai,ENG,final,5.75,AC17_part003_final_ENG.pdf,,4438317,,done
17,Lamsang,3,3 - Awang Wabgai,BEN,final,6.34,AC17_part003_final_BEN.pdf,,4561858,,done
17,Lamsang,4,4 - Tingri,ENG,final,3.49,AC17_part004_final_ENG.pdf,,2506586,,done
17,Lamsang,4,4 - Tingri,BEN,final,3.83,AC17_part004_final_BEN.pdf,,2562048,,done
17,Lamsang,5,5 - Maharabi,ENG,final,8.01,AC17_part005_final_ENG.pdf,,6178839,,done
17,Lamsang,5,5 - Maharabi,BEN,final,8.91,AC17_part005_final_BEN.pdf,,6392876,,done
17,Lamsang,6,6 - Potsangbam Khullen Khoiru,ENG,final,7.75,AC17_part006_final_ENG.pdf,,6032710,,done
17,Lamsang,6,6 - Potsangbam Khullen Khoiru,BEN,final,8.55,AC17_part006_final_BEN.pdf,,6199762,,done
17,Lamsang,7,7 - Potsangbam Khullen Thouriphi,ENG,final,6.89,AC17_part007_final_ENG.pdf,,5285126,,done
17,Lamsang,7,7 - Potsangbam Khullen Thouriphi,BEN,final,7.57,AC17_part007_final_BEN.pdf,,5414070,,done
17,Lamsang,8,8 - Khonghampat Khullen (A),ENG,final,8.82,AC17_part008_final_ENG.pdf,,6838944,,done
17,Lamsang,8,8 - Khonghampat Khullen (A),BEN,final,9.81,AC17_part008_final_BEN.pdf,,7049396,,done
17,Lamsang,9,9 - Khonghampat Khullen (B),ENG,final,6.57,AC17_part009_final_ENG.pdf,,5052799,,done
17,Lamsang,9,9 - Khonghampat Khullen (B),BEN,final,7.26,AC17_part009_final_BEN.pdf,,5198470,,done
17,Lamsang,10,10 - Khonghampat Khunou,ENG,final,4.26,AC17_part010_final_ENG.pdf,,3161403,,done
17,Lamsang,10,10 - Khonghampat Khunou,BEN,final,4.7,AC17_part010_final_BEN.pdf,,3256339,,done
17,Lamsang,11,11 - Mantri Leikai,ENG,final,4.29,AC17_part011_final_ENG.pdf,,3208202,,done
17,Lamsang,11,11 - Mantri Leikai,BEN,final,4.73,AC17_part011_final_BEN.pdf,,3295477,,done
17,Lamsang,12,12 - Khamaral,ENG,final,4.8,AC17_part012_final_ENG.pdf,,3637705,,done
17,Lamsang,12,12 - Khamaral,BEN,final,5.29,AC17_part012_final_BEN.pdf,,3733335,,done
17,Lamsang,13,13 - Kameng,ENG,final,6.75,AC17_part013_final_ENG.pdf,,5193733,,done
17,Lamsang,13,13 - Kameng,BEN,final,7.51,AC17_part013_final_BEN.pdf,,5370572,,done
17,Lamsang,14,14 - Mana-Ingkhol,ENG,final,3.2,AC17_part014_final_ENG.pdf,,2312737,,done
17,Lamsang,14,14 - Mana-Ingkhol,BEN,final,3.53,AC17_part014_final_BEN.pdf,,2387312,,done
17,Lamsang,15,15 - Tendongyan,ENG,final,8.94,AC17_part015_final_ENG.pdf,,6994646,,done
17,Lamsang,15,15 - Tendongyan,BEN,final,9.91,AC17_part015_final_BEN.pdf,,7200382,,done
17,Lamsang,16,16 - Pheidinga,ENG,final,3.44,AC17_part016_final_ENG.pdf,,2390358,,done
17,Lamsang,16,16 - Pheidinga,BEN,final,3.75,AC17_part016_final_BEN.pdf,,2450764,,done
17,Lamsang,17,17 - Loitang Khullen,ENG,final,8.56,AC17_part017_final_ENG.pdf,,6601379,,done
17,Lamsang,17,17 - Loitang Khullen,BEN,final,9.51,AC17_part017_final_BEN.pdf,,6821287,,done
17,Lamsang,18,18 - Mayang Langjing Taning Awang Leikai,ENG,final,5.69,AC17_part018_final_ENG.pdf,,4266919,,done
17,Lamsang,18,18 - Mayang Langjing Taning Awang Leikai,BEN,final,6.32,AC17_part018_final_BEN.pdf,,4411027,,done
17,Lamsang,19,19 - Mayang Langjing Taning Makha Leikai,ENG,final,6.73,AC17_part019_final_ENG.pdf,,5074973,,done
17,Lamsang,19,19 - Mayang Langjing Taning Makha Leikai,BEN,final,7.45,AC17_part019_final_BEN.pdf,,5227914,,done
17,Lamsang,20,20 - Mayang Langjing Tamang,ENG,final,11.46,AC17_part020_final_ENG.pdf,,8962927,,done
17,Lamsang,20,20 - Mayang Langjing Tamang,BEN,final,12.68,AC17_part020_final_BEN.pdf,,9212309,,done
17,Lamsang,21,21 - Akham,ENG,final,9.61,AC17_part021_final_ENG.pdf,,7618703,,done
17,Lamsang,21,21 - Akham,BEN,final,10.7,AC17_part021_final_BEN.pdf,,7859837,,done
17,Lamsang,22,22 - Lamdeng (A),ENG,final,8.57,AC17_part022_final_ENG.pdf,,6595017,,done
17,Lamsang,22,22 - Lamdeng (A),BEN,final,9.48,AC17_part022_final_BEN.pdf,,6797604,,done
17,Lamsang,23,23 - Lamdeng (B),ENG,final,8.91,AC17_part023_final_ENG.pdf,,6771356,,done
17,Lamsang,23,23 - Lamdeng (B),BEN,final,9.85,AC17_part023_final_BEN.pdf,,6960212,,done
17,Lamsang,24,24 - Lamdeng Khunoun (A),ENG,final,8.37,AC17_part024_final_ENG.pdf,,6457402,,done
17,Lamsang,24,24 - Lamdeng Khunoun (A),BEN,final,9.31,AC17_part024_final_BEN.pdf,,6673286,,done
17,Lamsang,25,25 - Lamdeng Khunou (B),ENG,final,7.35,AC17_part025_final_ENG.pdf,,5689906,,done
17,Lamsang,25,25 - Lamdeng Khunou (B),BEN,final,8.1,AC17_part025_final_BEN.pdf,,5835707,,done
17,Lamsang,26,26 - Awang khunou,ENG,final,11.13,AC17_part026_final_ENG.pdf,,8737796,,done
17,Lamsang,26,26 - Awang khunou,BEN,final,12.19,AC17_part026_final_BEN.pdf,,8900286,,done
17,Lamsang,27,27 - Awang Khunou Sorok Maning,ENG,final,5.43,AC17_part027_final_ENG.pdf,,4080834,,done
17,Lamsang,27,27 - Awang Khunou Sorok Maning,BEN,final,6.0,AC17_part027_final_BEN.pdf,,4204376,,done
17,Lamsang,28,28 - Awang Khunou Sorok Mamang,ENG,final,6.2,AC17_part028_final_ENG.pdf,,4684378,,done
17,Lamsang,28,28 - Awang Khunou Sorok Mamang,BEN,final,6.8,AC17_part028_final_BEN.pdf,,4790410,,done
17,Lamsang,29,29 - Salam Keikhu,ENG,final,6.91,AC17_part029_final_ENG.pdf,,5225417,,done
17,Lamsang,29,29 - Salam Keikhu,BEN,final,7.67,AC17_part029_final_BEN.pdf,,5392719,,done
17,Lamsang,30,30 - Salam Keikhu,ENG,final,8.07,AC17_part030_final_ENG.pdf,,6168900,,done
17,Lamsang,30,30 - Salam Keikhu,BEN,final,9.02,AC17_part030_final_BEN.pdf,,6415588,,done
17,Lamsang,31,31 - Tharoijam,ENG,final,9.73,AC17_part031_final_ENG.pdf,,7626565,,done
17,Lamsang,31,31 - Tharoijam,BEN,final,10.84,AC17_part031_final_BEN.pdf,,7877241,,done
17,Lamsang,32,32 - Heibongpokpi,ENG,final,6.56,AC17_part032_final_ENG.pdf,,4941444,,done
17,Lamsang,32,32 - Heibongpokpi,BEN,final,7.26,AC17_part032_final_BEN.pdf,,5092671,,done
17,Lamsang,33,33 - Haorang Sabal,ENG,final,6.0,AC17_part033_final_ENG.pdf,,4520693,,done
17,Lamsang,33,33 - Haorang Sabal,BEN,final,6.61,AC17_part033_final_BEN.pdf,,4643756,,done
17,Lamsang,34,34 - Lamsang,ENG,final,6.96,AC17_part034_final_ENG.pdf,,5319954,,done
17,Lamsang,34,34 - Lamsang,BEN,final,7.72,AC17_part034_final_BEN.pdf,,5491643,,done
17,Lamsang,35,35 - Lambal,ENG,final,6.67,AC17_part035_final_ENG.pdf,,5032601,,done
17,Lamsang,35,35 - Lambal,BEN,final,7.39,AC17_part035_final_BEN.pdf,,5201939,,done
17,Lamsang,36,36 - Taothong Ayungba,ENG,final,6.97,AC17_part036_final_ENG.pdf,,5337250,,done
17,Lamsang,36,36 - Taothong Ayungba,BEN,final,7.7,AC17_part036_final_BEN.pdf,,5489785,,done
17,Lamsang,37,37 - Taothong Apheiba,ENG,final,5.91,AC17_part037_final_ENG.pdf,,4506325,,done
17,Lamsang,37,37 - Taothong Apheiba,BEN,final,6.54,AC17_part037_final_BEN.pdf,,4635128,,done
17,Lamsang,38,38 - Taothong,ENG,final,8.27,AC17_part038_final_ENG.pdf,,6452113,,done
17,Lamsang,38,38 - Taothong,BEN,final,9.16,AC17_part038_final_BEN.pdf,,6653906,,done
17,Lamsang,39,39 - Khullem Leikai (A),ENG,final,5.84,AC17_part039_final_ENG.pdf,,4355977,,done
17,Lamsang,39,39 - Khullem Leikai (A),BEN,final,6.43,AC17_part039_final_BEN.pdf,,4477132,,done
17,Lamsang,40,40 - Khullem Leikai (B),ENG,final,5.62,AC17_part040_final_ENG.pdf,,4190293,,done
17,Lamsang,40,40 - Khullem Leikai (B),BEN,final,6.24,AC17_part040_final_BEN.pdf,,4337257,,done
17,Lamsang,41,41 - Khullem Leikai (C),ENG,final,9.73,AC17_part041_final_ENG.pdf,,7537401,,done
17,Lamsang,41,41 - Khullem Leikai (C),BEN,final,10.81,AC17_part041_final_BEN.pdf,,7781964,,done
17,Lamsang,42,42 - Khullem Leikai (D),ENG,final,10.52,AC17_part042_final_ENG.pdf,,8168785,,done
