district_name,ac_no,ac_name,part_no,polling_station_name,filename
PURBA BARDHAMAN,265,Memari,96,Kabirapur Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650096.pdf
PURBA BARDHAMAN,265,Memari,97,Gantar Abai.Pry. Vidyalaya,wb_pdfs/draft_rolls/a2650097.pdf
PURBA BARDHAMAN,265,Memari,98,"Gantar Bi,Em,Haiskul",wb_pdfs/draft_rolls/a2650098.pdf
PURBA BARDHAMAN,265,Memari,99,"Gantar Bi,Em,Haiskul",wb_pdfs/draft_rolls/a2650099.pdf
PURBA BARDHAMAN,265,Memari,100,Badeya Abaitanik Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650100.pdf
PURBA BARDHAMAN,265,Memari,101,Badeya Abaitanik Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650101.pdf
PURBA BARDHAMAN,265,Memari,102,Nihshank Unnat Prathamik School,wb_pdfs/draft_rolls/a2650102.pdf
PURBA BARDHAMAN,265,Memari,103,Nihshank Unnat Prathamik School,wb_pdfs/draft_rolls/a2650103.pdf
PURBA BARDHAMAN,265,Memari,104,Aamadapur Haiskul,wb_pdfs/draft_rolls/a2650104.pdf
PURBA BARDHAMAN,265,Memari,105,Aamadapur Haiskul,wb_pdfs/draft_rolls/a2650105.pdf
PURBA BARDHAMAN,265,Memari,106,Aamadapur Sarasbati Gramin Pathagar,wb_pdfs/draft_rolls/a2650106.pdf
PURBA BARDHAMAN,265,Memari,107,Aamadapur Sarasbati Gramin Pathagar,wb_pdfs/draft_rolls/a2650107.pdf
PURBA BARDHAMAN,265,Memari,108,Bijara Ah Primary School,wb_pdfs/draft_rolls/a2650108.pdf
PURBA BARDHAMAN,265,Memari,109,Bijara Ah Primary School,wb_pdfs/draft_rolls/a2650109.pdf
PURBA BARDHAMAN,265,Memari,110,Bijara Ah Primary School,wb_pdfs/draft_rolls/a2650110.pdf
PURBA BARDHAMAN,265,Memari,111,"77-Meruya Eeshbamapur Bi,Em,Es,Ahprah School",wb_pdfs/draft_rolls/a2650111.pdf
PURBA BARDHAMAN,265,Memari,112,"Eeshbamapur,Meruya Shishushiksha Kendra",wb_pdfs/draft_rolls/a2650112.pdf
PURBA BARDHAMAN,265,Memari,113,"Brahmanapada Ef,Pi,School",wb_pdfs/draft_rolls/a2650113.pdf
PURBA BARDHAMAN,265,Memari,114,"Keja Prathamik Bidyalay,",wb_pdfs/draft_rolls/a2650114.pdf
PURBA BARDHAMAN,265,Memari,115,"Keja Prathamik Bidyalay,",wb_pdfs/draft_rolls/a2650115.pdf
PURBA BARDHAMAN,265,Memari,116,Sahanui Unnat Primary Bidyalay,wb_pdfs/draft_rolls/a2650116.pdf
PURBA BARDHAMAN,265,Memari,117,Sahanui Unnat Primary Bidyalay,wb_pdfs/draft_rolls/a2650117.pdf
PURBA BARDHAMAN,265,Memari,118,Telasanda Shishushiksha Kendra,wb_pdfs/draft_rolls/a2650118.pdf
PURBA BARDHAMAN,265,Memari,119,"Bishnupur Ef,Pi,School",wb_pdfs/draft_rolls/a2650119.pdf
PURBA BARDHAMAN,265,Memari,120,"Bishnupur Ef,Pi,School",wb_pdfs/draft_rolls/a2650120.pdf
PURBA BARDHAMAN,265,Memari,121,Chakanada Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650121.pdf
PURBA BARDHAMAN,265,Memari,122,Binay Palli Angannaoyari Kendr,wb_pdfs/draft_rolls/a2650122.pdf
PURBA BARDHAMAN,265,Memari,123,Chhinui Kamarsal Anganwari Centre,wb_pdfs/draft_rolls/a2650123.pdf
PURBA BARDHAMAN,265,Memari,124,"Rasulapur Bi,Em,Hai,School",wb_pdfs/draft_rolls/a2650124.pdf
PURBA BARDHAMAN,265,Memari,125,Chakanada Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650125.pdf
PURBA BARDHAMAN,265,Memari,126,Chakanada Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650126.pdf
PURBA BARDHAMAN,265,Memari,127,Badyadanga Garlas Hai School,wb_pdfs/draft_rolls/a2650127.pdf
PURBA BARDHAMAN,265,Memari,128,Badyadanga Garlas Hai School,wb_pdfs/draft_rolls/a2650128.pdf
PURBA BARDHAMAN,265,Memari,129,Pashchim Rasulapur FANIBHUSAN CHANDRA SMRITI S S K,wb_pdfs/draft_rolls/a2650129.pdf
PURBA BARDHAMAN,265,Memari,130,Pashchim Rasulapur FANIBHUSAN CHANDRA SMRITI S S K,wb_pdfs/draft_rolls/a2650130.pdf
PURBA BARDHAMAN,265,Memari,131,Jyotakanu Ah Primary School,wb_pdfs/draft_rolls/a2650131.pdf
PURBA BARDHAMAN,265,Memari,132,Jyotakanu Ah Primary School,wb_pdfs/draft_rolls/a2650132.pdf
PURBA BARDHAMAN,265,Memari,133,Nutanarasta Angan Oyari Kendr,wb_pdfs/draft_rolls/a2650133.pdf
PURBA BARDHAMAN,265,Memari,134,"Nimo Unnat Ah Primary Bidyalay,",wb_pdfs/draft_rolls/a2650134.pdf
PURBA BARDHAMAN,265,Memari,135,Nimo Malpara SSK,wb_pdfs/draft_rolls/a2650135.pdf
PURBA BARDHAMAN,265,Memari,136,"Nimo Unnat Ah Primary Bidyalay,",wb_pdfs/draft_rolls/a2650136.pdf
PURBA BARDHAMAN,265,Memari,137,Chhinui Sahapur Abai.Pry.Vidyalaya,wb_pdfs/draft_rolls/a2650137.pdf
PURBA BARDHAMAN,265,Memari,138,"Tatarapur Unnat Ah Primary Bidyalay,",wb_pdfs/draft_rolls/a2650138.pdf
PURBA BARDHAMAN,265,Memari,139,tatarpur daksinpara icds centre,wb_pdfs/draft_rolls/a2650139.pdf
PURBA BARDHAMAN,265,Memari,140,Parijat Nagar Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650140.pdf
PURBA BARDHAMAN,265,Memari,141,Parijat Nagar Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650141.pdf
PURBA BARDHAMAN,265,Memari,142,"Ulara Nandarani Smriti F,P,School",wb_pdfs/draft_rolls/a2650142.pdf
PURBA BARDHAMAN,265,Memari,143,ullarah soyerpar ICDS centre,wb_pdfs/draft_rolls/a2650143.pdf
PURBA BARDHAMAN,265,Memari,144,"Ulara Nandarani Smriti F,P,School",wb_pdfs/draft_rolls/a2650144.pdf
PURBA BARDHAMAN,265,Memari,145,"Ulara Nandarani Smriti F,P,School",wb_pdfs/draft_rolls/a2650145.pdf
PURBA BARDHAMAN,265,Memari,146,Rajapur Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650146.pdf
PURBA BARDHAMAN,265,Memari,147,Daluibajar Abaitanik Prathamik Bidyalay (new bilding),wb_pdfs/draft_rolls/a2650147.pdf
PURBA BARDHAMAN,265,Memari,148,Geandaghata Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650148.pdf
PURBA BARDHAMAN,265,Memari,149,Daluibajar Abaitanik Prathamik Bidyalay (new bilding),wb_pdfs/draft_rolls/a2650149.pdf
PURBA BARDHAMAN,265,Memari,150,Rasulapur Anath Samiti,wb_pdfs/draft_rolls/a2650150.pdf
PURBA BARDHAMAN,265,Memari,151,Belut Junior Basic School,wb_pdfs/draft_rolls/a2650151.pdf
PURBA BARDHAMAN,265,Memari,152,Belut Junior Basic School,wb_pdfs/draft_rolls/a2650152.pdf
PURBA BARDHAMAN,265,Memari,153,Sekhapur Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650153.pdf
PURBA BARDHAMAN,265,Memari,154,Nagarakona Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650154.pdf
PURBA BARDHAMAN,265,Memari,155,Pallarod Junior Basic School,wb_pdfs/draft_rolls/a2650155.pdf
PURBA BARDHAMAN,265,Memari,156,Konarpada Aangshik Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650156.pdf
PURBA BARDHAMAN,265,Memari,157,Dadapur Nimn Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650157.pdf
PURBA BARDHAMAN,265,Memari,158,Sbastipalli Tapoban Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650158.pdf
PURBA BARDHAMAN,265,Memari,159,Pashchim Memari Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650159.pdf
PURBA BARDHAMAN,265,Memari,160,Kalanabagram Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650160.pdf
PURBA BARDHAMAN,265,Memari,161,Kalupukur SSK,wb_pdfs/draft_rolls/a2650161.pdf
PURBA BARDHAMAN,265,Memari,162,Daluibajar-2 Aar.Aai .Afis,wb_pdfs/draft_rolls/a2650162.pdf
PURBA BARDHAMAN,265,Memari,163,Palla Gram Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650163.pdf
PURBA BARDHAMAN,265,Memari,164,Palla Gram Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650164.pdf
PURBA BARDHAMAN,265,Memari,165,Palla Chanchai Primary Bidyalay,wb_pdfs/draft_rolls/a2650165.pdf
PURBA BARDHAMAN,265,Memari,166,Palla Chanchai Primary Bidyalay,wb_pdfs/draft_rolls/a2650166.pdf
PURBA BARDHAMAN,265,Memari,167,Palla Di.Bhi.Si. Ef.Pi.School,wb_pdfs/draft_rolls/a2650167.pdf
PURBA BARDHAMAN,265,Memari,168,Chanchai Kyamp-1 Es.Es.Ke,wb_pdfs/draft_rolls/a2650168.pdf
PURBA BARDHAMAN,265,Memari,169,Chanchai Kyamp-1 Es.Es.Ke,wb_pdfs/draft_rolls/a2650169.pdf
PURBA BARDHAMAN,265,Memari,170,Palla Chanchai Tapah Aadibasi Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650170.pdf
PURBA BARDHAMAN,265,Memari,171,Palla Chanchai Tapah Aadibasi Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650171.pdf
PURBA BARDHAMAN,265,Memari,172,Maheshapur Nimn Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650172.pdf
PURBA BARDHAMAN,265,Memari,173,Maheshapur Nimn Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650173.pdf
PURBA BARDHAMAN,265,Memari,174,Chanchai Nilakuthi Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650174.pdf
PURBA BARDHAMAN,265,Memari,175,Nilkuthi SSK,wb_pdfs/draft_rolls/a2650175.pdf
PURBA BARDHAMAN,265,Memari,176,Kanaidanga Abaitanik Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650176.pdf
PURBA BARDHAMAN,265,Memari,177,Chanchai Santrapara SSK,wb_pdfs/draft_rolls/a2650177.pdf
PURBA BARDHAMAN,265,Memari,178,Chanchai Nimn Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650178.pdf
PURBA BARDHAMAN,265,Memari,179,Chanchai Nimn Buniyadi Bidyalay,wb_pdfs/draft_rolls/a2650179.pdf
PURBA BARDHAMAN,265,Memari,180,Maheshadanga 4No Kyamp Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650180.pdf
PURBA BARDHAMAN,265,Memari,181,Maheshadanga 4No Kyamp Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650181.pdf
PURBA BARDHAMAN,265,Memari,182,Maheshadanga 4No Kyamp Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650182.pdf
PURBA BARDHAMAN,265,Memari,183,Kanthalagachhi Kole para High school,wb_pdfs/draft_rolls/a2650183.pdf
PURBA BARDHAMAN,265,Memari,184,Kanthalagachhi Kole para High school,wb_pdfs/draft_rolls/a2650184.pdf
PURBA BARDHAMAN,265,Memari,185,Aayama Deulapada Nimna Buniadi vidyalay,wb_pdfs/draft_rolls/a2650185.pdf
PURBA BARDHAMAN,265,Memari,186,Baheda Abaitanik Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650186.pdf
PURBA BARDHAMAN,265,Memari,187,Udayapalli Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650187.pdf
PURBA BARDHAMAN,265,Memari,188,Maheshadanga Camp Dakshin Par M.S.K,wb_pdfs/draft_rolls/a2650188.pdf
PURBA BARDHAMAN,265,Memari,189,Maheshadanga Camp Dakshin Par M.S.K,wb_pdfs/draft_rolls/a2650189.pdf
PURBA BARDHAMAN,265,Memari,190,Mahesdanga camp Daksinpar MSK,wb_pdfs/draft_rolls/a2650190.pdf
PURBA BARDHAMAN,265,Memari,191,Maheshadanga Camp Dakshin Par M.S.K,wb_pdfs/draft_rolls/a2650191.pdf
PURBA BARDHAMAN,265,Memari,192,Deuliya Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650192.pdf
PURBA BARDHAMAN,265,Memari,193,Deuliya Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650193.pdf
PURBA BARDHAMAN,265,Memari,194,137-Kinkarapur Saradanga Abaitanik Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650194.pdf
PURBA BARDHAMAN,265,Memari,195,Salada Baheda Primary Bidyalay,wb_pdfs/draft_rolls/a2650195.pdf
PURBA BARDHAMAN,265,Memari,196,Kenna Junior Basic School,wb_pdfs/draft_rolls/a2650196.pdf
PURBA BARDHAMAN,265,Memari,197,Kenna Junior Basic School,wb_pdfs/draft_rolls/a2650197.pdf
PURBA BARDHAMAN,265,Memari,198,Dehuda Gramin Pathagar,wb_pdfs/draft_rolls/a2650198.pdf
PURBA BARDHAMAN,265,Memari,199,Dehuda Gramin Pathagar,wb_pdfs/draft_rolls/a2650199.pdf
PURBA BARDHAMAN,265,Memari,200,Dandur Kalasapur Ah Primary Bidyalay,wb_pdfs/draft_rolls/a2650200.pdf
PURBA BARDHAMAN,265,Memari,201,Dandur Kalasapur Ah Primary Bidyalay,wb_pdfs/draft_rolls/a2650201.pdf
PURBA BARDHAMAN,265,Memari,202,Khando Ah Primary School,wb_pdfs/draft_rolls/a2650202.pdf
PURBA BARDHAMAN,265,Memari,203,Khando Ah Primary School,wb_pdfs/draft_rolls/a2650203.pdf
PURBA BARDHAMAN,265,Memari,204,Memari V M Imstitution (unit-2),wb_pdfs/draft_rolls/a2650204.pdf
PURBA BARDHAMAN,265,Memari,205,Memari V M Imstitution (unit-2),wb_pdfs/draft_rolls/a2650205.pdf
PURBA BARDHAMAN,265,Memari,206,Memari  High Madrasa (Khanro ),wb_pdfs/draft_rolls/a2650206.pdf
PURBA BARDHAMAN,265,Memari,207,Memari  High Madrasa (Khanro ),wb_pdfs/draft_rolls/a2650207.pdf
PURBA BARDHAMAN,265,Memari,208,Zillla Parishad Dakabanglo Memari,wb_pdfs/draft_rolls/a2650208.pdf
PURBA BARDHAMAN,265,Memari,209,Moralpara Municipality Working Centre Word No3,wb_pdfs/draft_rolls/a2650209.pdf
PURBA BARDHAMAN,265,Memari,210,Sulatanapur Abaitanik Primary Bidyalay,wb_pdfs/draft_rolls/a2650210.pdf
PURBA BARDHAMAN,265,Memari,211,Sulatanapur Abaitanik Primary Bidyalay,wb_pdfs/draft_rolls/a2650211.pdf
PURBA BARDHAMAN,265,Memari,212,LICI Office Memari,wb_pdfs/draft_rolls/a2650212.pdf
PURBA BARDHAMAN,265,Memari,213,LICI Office Memari,wb_pdfs/draft_rolls/a2650213.pdf
PURBA BARDHAMAN,265,Memari,214,"Hindi Janata Primary School,Memari",wb_pdfs/draft_rolls/a2650214.pdf
PURBA BARDHAMAN,265,Memari,215,"memari college Science Building ,memari burdwan",wb_pdfs/draft_rolls/a2650215.pdf
PURBA BARDHAMAN,265,Memari,216,Memari Balika Abaih Primary Bidyalay,wb_pdfs/draft_rolls/a2650216.pdf
PURBA BARDHAMAN,265,Memari,217,Memari Balika Abaih Primary Bidyalay,wb_pdfs/draft_rolls/a2650217.pdf
PURBA BARDHAMAN,265,Memari,218,155-Memari Aar.Es.Balika Bidyalay,wb_pdfs/draft_rolls/a2650218.pdf
PURBA BARDHAMAN,265,Memari,219,Memari Balak Abaih Primary Bidyalay,wb_pdfs/draft_rolls/a2650219.pdf
PURBA BARDHAMAN,265,Memari,220,Memari Balak Abaih Primary Bidyalay,wb_pdfs/draft_rolls/a2650220.pdf
PURBA BARDHAMAN,265,Memari,221,Joyanapur Surabala Primary Bidyalay,wb_pdfs/draft_rolls/a2650221.pdf
PURBA BARDHAMAN,265,Memari,222,Joyanapur Surabala Primary Bidyalay,wb_pdfs/draft_rolls/a2650222.pdf
PURBA BARDHAMAN,265,Memari,223,"154-Memari Bhi,Em Inashtitiushan(Iunit-1)",wb_pdfs/draft_rolls/a2650223.pdf
PURBA BARDHAMAN,265,Memari,224,Talpata F.P School,wb_pdfs/draft_rolls/a2650224.pdf
PURBA BARDHAMAN,265,Memari,225,158-Mazer Pada Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650225.pdf
PURBA BARDHAMAN,265,Memari,226,Nazrul Smriti Primary School,wb_pdfs/draft_rolls/a2650226.pdf
PURBA BARDHAMAN,265,Memari,227,Nazrul Smriti Primary School,wb_pdfs/draft_rolls/a2650227.pdf
PURBA BARDHAMAN,265,Memari,228,Municipal water Supply Office(P.H.E),wb_pdfs/draft_rolls/a2650228.pdf
PURBA BARDHAMAN,265,Memari,229,Municipal Water Supply Office(P.H.E),wb_pdfs/draft_rolls/a2650229.pdf
PURBA BARDHAMAN,265,Memari,230,Bdn Central Agri. mrkt. producers co-op Soc.ltd.,wb_pdfs/draft_rolls/a2650230.pdf
PURBA BARDHAMAN,265,Memari,231,"memari municipality community hall ,memari municipality",wb_pdfs/draft_rolls/a2650231.pdf
PURBA BARDHAMAN,265,Memari,232,Dakshin Radhakantapur Ahprahskul,wb_pdfs/draft_rolls/a2650232.pdf
PURBA BARDHAMAN,265,Memari,233,Dighirpar Municipality Working Centre Ward No 14,wb_pdfs/draft_rolls/a2650233.pdf
PURBA BARDHAMAN,265,Memari,234,"Brahmanapada Ef,Pi,School",wb_pdfs/draft_rolls/a2650234.pdf
PURBA BARDHAMAN,265,Memari,235,161-Ichhapur Abaihprathamik Bidyalay,wb_pdfs/draft_rolls/a2650235.pdf
PURBA BARDHAMAN,265,Memari,236,161-Ichhapur Abaihprathamik Bidyalay,wb_pdfs/draft_rolls/a2650236.pdf
PURBA BARDHAMAN,265,Memari,237,Municipality Working Centre Ward No-16,wb_pdfs/draft_rolls/a2650237.pdf
PURBA BARDHAMAN,265,Memari,238,"Memari Municipality Community hall,",wb_pdfs/draft_rolls/a2650238.pdf
PURBA BARDHAMAN,265,Memari,239,"162-Durgadanga Ef,Pi,School",wb_pdfs/draft_rolls/a2650239.pdf
PURBA BARDHAMAN,265,Memari,240,Taktipur SSK,wb_pdfs/draft_rolls/a2650240.pdf
PURBA BARDHAMAN,265,Memari,241,Kisakinda Primary Bidyalay,wb_pdfs/draft_rolls/a2650241.pdf
PURBA BARDHAMAN,265,Memari,242,"164-Krishnapur Aar,Bi, Ef,Pi,School",wb_pdfs/draft_rolls/a2650242.pdf
PURBA BARDHAMAN,265,Memari,243,"164-Krishnapur Aar,Bi, Ef,Pi,School",wb_pdfs/draft_rolls/a2650243.pdf
PURBA BARDHAMAN,265,Memari,244,Baharamapur Abaitanik Primarybidyalay,wb_pdfs/draft_rolls/a2650244.pdf
PURBA BARDHAMAN,265,Memari,245,Shashinara High school,wb_pdfs/draft_rolls/a2650245.pdf
PURBA BARDHAMAN,265,Memari,246,Shashinara High school,wb_pdfs/draft_rolls/a2650246.pdf
PURBA BARDHAMAN,265,Memari,247,Talachini Baharamapur Abaitanik Primarybidyalay,wb_pdfs/draft_rolls/a2650247.pdf
PURBA BARDHAMAN,265,Memari,248,Bagila Metaraniti O Chaild Oyelafeyar Sentar,wb_pdfs/draft_rolls/a2650248.pdf
PURBA BARDHAMAN,265,Memari,249,Bagila Metaraniti O Chaild Oyelafeyar Sentar,wb_pdfs/draft_rolls/a2650249.pdf
PURBA BARDHAMAN,265,Memari,250,Bagila Kanailal Abaih Prathamik Bidyalay,wb_pdfs/draft_rolls/a2650250.pdf
PURBA BARDHAMAN,265,Memari,251,Bagjila SSK,wb_pdfs/draft_rolls/a2650251.pdf
PURBA BARDHAMAN,265,Memari,252,Dilalapur Primary Bidyalay,wb_pdfs/draft_rolls/a2650252.pdf
PURBA BARDHAMAN,265,Memari,253,Nudipur Harendrakrishn Junior Basic School,wb_pdfs/draft_rolls/a2650253.pdf
PURBA BARDHAMAN,265,Memari,254,Nudipur Harendrakrishn Junior Basic School,wb_pdfs/draft_rolls/a2650254.pdf
PURBA BARDHAMAN,265,Memari,255,"Kalasi Ef,Pi,School",wb_pdfs/draft_rolls/a2650255.pdf
PURBA BARDHAMAN,265,Memari,256,"Kalasi Ef,Pi,School",wb_pdfs/draft_rolls/a2650256.pdf
PURBA BARDHAMAN,265,Memari,257,Shonada Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650257.pdf
PURBA BARDHAMAN,265,Memari,258,"Simala Hemaradha Ef,Pi, School",wb_pdfs/draft_rolls/a2650258.pdf
PURBA BARDHAMAN,265,Memari,259,"Simala Hemaradha Ef,Pi, School",wb_pdfs/draft_rolls/a2650259.pdf
PURBA BARDHAMAN,265,Memari,260,"Simala Hemaradha Ef,Pi, School",wb_pdfs/draft_rolls/a2650260.pdf
PURBA BARDHAMAN,265,Memari,261,"Chotakhand Ef,Pi, School",wb_pdfs/draft_rolls/a2650261.pdf
PURBA BARDHAMAN,265,Memari,262,"Chotakhand Ef,Pi, School",wb_pdfs/draft_rolls/a2650262.pdf
PURBA BARDHAMAN,265,Memari,263,Chotkhanda Sudorpar SSK,wb_pdfs/draft_rolls/a2650263.pdf
PURBA BARDHAMAN,265,Memari,264,"180-Shobhana Ef,Pi, School",wb_pdfs/draft_rolls/a2650264.pdf
PURBA BARDHAMAN,265,Memari,265,Alipur United Jr. Basic School,wb_pdfs/draft_rolls/a2650265.pdf
PURBA BARDHAMAN,265,Memari,266,Debipur Shteshan Hai School,wb_pdfs/draft_rolls/a2650266.pdf
PURBA BARDHAMAN,265,Memari,267,Debipur Steshanabajar Ah Primaryskul,wb_pdfs/draft_rolls/a2650267.pdf
PURBA BARDHAMAN,265,Memari,268,Debipur Shteshan Hai School,wb_pdfs/draft_rolls/a2650268.pdf
PURBA BARDHAMAN,265,Memari,269,"183-Shyamanagar Ef,Pi,Bidyalay",wb_pdfs/draft_rolls/a2650269.pdf
PURBA BARDHAMAN,265,Memari,270,"Magalamapur Ef,Pi,School",wb_pdfs/draft_rolls/a2650270.pdf
PURBA BARDHAMAN,265,Memari,271,"Magalamapur Ef,Pi,School",wb_pdfs/draft_rolls/a2650271.pdf
PURBA BARDHAMAN,265,Memari,272,"Kantapur Juzarapur Ef,Pi,School",wb_pdfs/draft_rolls/a2650272.pdf
PURBA BARDHAMAN,265,Memari,273,"Kantapur Juzarapur Ef,Pi,School",wb_pdfs/draft_rolls/a2650273.pdf
PURBA BARDHAMAN,265,Memari,274,Shuanda Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650274.pdf
PURBA BARDHAMAN,265,Memari,275,durgapur baroaritala ICDS Centre,wb_pdfs/draft_rolls/a2650275.pdf
PURBA BARDHAMAN,265,Memari,276,Durgapuramohinimohan Basu Nimnabunih Bidyalay,wb_pdfs/draft_rolls/a2650276.pdf
PURBA BARDHAMAN,265,Memari,277,188-Badar Gausiya Ef Pi School,wb_pdfs/draft_rolls/a2650277.pdf
PURBA BARDHAMAN,265,Memari,278,Ilamdanga ICDS Centre,wb_pdfs/draft_rolls/a2650278.pdf
PURBA BARDHAMAN,265,Memari,279,Badar Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650279.pdf
PURBA BARDHAMAN,265,Memari,280,Badar Shishushiksha Kendr,wb_pdfs/draft_rolls/a2650280.pdf
PURBA BARDHAMAN,265,Memari,281,"190-Birashimul Naboday Ef,Pi,School",wb_pdfs/draft_rolls/a2650281.pdf
PURBA BARDHAMAN,265,Memari,282,Utaramapur Shishu Shiksha Kendr,wb_pdfs/draft_rolls/a2650282.pdf
PURBA BARDHAMAN,265,Memari,283,Paschim Benapur SSK,wb_pdfs/draft_rolls/a2650283.pdf
PURBA BARDHAMAN,265,Memari,284,Benapur Ef.Pi.School,wb_pdfs/draft_rolls/a2650284.pdf
KALIMPONG,22,Kalimpong,1,Namchelakha Prathamik Pathshala,wb_pdfs/draft_rolls/a0220001.pdf
