language,district_number,district_name,ac_number,ac_name,ps_number,ps_name,filename
English,7,7   - LEH,48,48-LEH,87,87 -SKALZANGLING B,EACA048PS0087.pdf
English,7,7   - LEH,48,48-LEH,88,88 -SHAYNAM,EACA048PS0088.pdf
English,7,7   - LEH,48,48-LEH,89,89 -HOUSING COLONY A,EACA048PS0089.pdf
English,7,7   - LEH,48,48-LEH,90,90 -HOUSING COLONY B,EACA048PS0090.pdf
English,7,7   - LEH,48,48-LEH,91,91 -HOUSING COLONY C,EACA048PS0091.pdf
English,7,7   - LEH,48,48-LEH,92,92 -HOUSING COLONY D,EACA048PS0092.pdf
English,7,7   - LEH,48,48-LEH,93,93 -SPITUK,EACA048PS0093.pdf
English,7,7   - LEH,48,48-LEH,94,94 -URGANLING,EACA048PS0094.pdf
English,7,7   - LEH,48,48-LEH,95,95 -PHAY,EACA048PS0095.pdf
English,7,7   - LEH,48,48-LEH,96,96 -PHYANG,EACA048PS0096.pdf
English,7,7   - LEH,48,48-LEH,97,97 -CHUSGO PHYANG ,EACA048PS0097.pdf
English,7,7   - LEH,48,48-LEH,98,98 -PHYANG FULUNG,EACA048PS0098.pdf
English,7,7   - LEH,48,48-LEH,99,99 -TARU,EACA048PS0099.pdf
English,7,7   - LEH,48,48-LEH,100,100-UMLA,EACA048PS0100.pdf
English,7,7   - LEH,48,48-LEH,101,101-NIMOO,EACA048PS0101.pdf
English,7,7   - LEH,48,48-LEH,102,102-RONJUK NIMOO,EACA048PS0102.pdf
English,7,7   - LEH,48,48-LEH,103,103-BASGO,EACA048PS0103.pdf
English,7,7   - LEH,48,48-LEH,104,104-NAY,EACA048PS0104.pdf
English,7,7   - LEH,48,48-LEH,105,105-LIKER,EACA048PS0105.pdf
English,7,7   - LEH,48,48-LEH,106,106-TARUCHEY,EACA048PS0106.pdf
English,7,7   - LEH,48,48-LEH,107,107-UPPER LIKER,EACA048PS0107.pdf
English,7,7   - LEH,48,48-LEH,108,108-SASPOCHEY,EACA048PS0108.pdf
English,7,7   - LEH,48,48-LEH,109,109-SASPOL,EACA048PS0109.pdf
English,7,7   - LEH,48,48-LEH,110,110-ULLEY,EACA048PS0110.pdf
English,7,7   - LEH,48,48-LEH,111,111-YANGTHANG,EACA048PS0111.pdf
English,7,7   - LEH,48,48-LEH,112,112-RIZONG,EACA048PS0112.pdf
English,7,7   - LEH,48,48-LEH,113,113-HEMISSHUKPACHEN,EACA048PS0113.pdf
English,7,7   - LEH,48,48-LEH,114,114-SKONGSHAT,EACA048PS0114.pdf
English,7,7   - LEH,48,48-LEH,115,115-TEMISGUM,EACA048PS0115.pdf
English,7,7   - LEH,48,48-LEH,116,116-WARLKAS TEMISGUM,EACA048PS0116.pdf
English,7,7   - LEH,48,48-LEH,117,117-ANG,UACA048PS0117.pdf
English,7,7   - LEH,48,48-LEH,118,118-TIA,UACA048PS0118.pdf
English,7,7   - LEH,48,48-LEH,119,119-TIA KHALING,UACA048PS0119.pdf
English,7,7   - LEH,48,48-LEH,120,120-SOGRA,UACA048PS0120.pdf
English,7,7   - LEH,48,48-LEH,121,121-NURLA,UACA048PS0121.pdf
English,7,7   - LEH,48,48-LEH,122,122-SKINDYANG,UACA048PS0122.pdf
English,7,7   - LEH,48,48-LEH,123,123-KHALTSI,UACA048PS0123.pdf
English,7,7   - LEH,48,48-LEH,124,124-DHOMKHER DO,UACA048PS0124.pdf
English,7,7   - LEH,48,48-LEH,125,125-DHOMKHER BARMA,UACA048PS0125.pdf
English,7,7   - LEH,48,48-LEH,126,126-DHOMKHER GONGMA,UACA048PS0126.pdf
English,7,7   - LEH,48,48-LEH,127,127-THONGROS,UACA048PS0127.pdf
English,7,7   - LEH,48,48-LEH,128,128-KURAMBIK,UACA048PS0128.pdf
English,7,7   - LEH,48,48-LEH,129,129-SKURBUCHEN,UACA048PS0129.pdf
English,7,7   - LEH,48,48-LEH,130,130-LUNGBA,EACA048PS0130.pdf
English,7,7   - LEH,48,48-LEH,131,131-KHACHEYTHANG,EACA048PS0131.pdf
English,7,7   - LEH,48,48-LEH,132,132-ACHINATHANG,EACA048PS0132.pdf
English,7,7   - LEH,48,48-LEH,133,133-ACHINALUNGBA,EACA048PS0133.pdf
English,7,7   - LEH,48,48-LEH,134,134-HANU YOKMA,EACA048PS0134.pdf
English,7,7   - LEH,48,48-LEH,135,135-HANU THANG,EACA048PS0135.pdf
English,7,7   - LEH,48,48-LEH,136,136-HANU GONGMA,EACA048PS0136.pdf
English,7,7   - LEH,48,48-LEH,137,137-BEEMA,EACA048PS0137.pdf
English,7,7   - LEH,48,48-LEH,138,138-DAH,EACA048PS0138.pdf
English,7,7   - LEH,48,48-LEH,139,139-LAIDO,EACA048PS0139.pdf
English,7,7   - LEH,48,48-LEH,140,140-TAKMA CHAG,EACA048PS0140.pdf
English,7,7   - LEH,48,48-LEH,141,141-URBIS,EACA048PS0141.pdf
English,7,7   - LEH,48,48-LEH,142,142-LAMAYURU,EACA048PS0142.pdf
English,7,7   - LEH,48,48-LEH,143,143-FOTOLALOK,EACA048PS0143.pdf
English,7,7   - LEH,48,48-LEH,144,144-KANJI,EACA048PS0144.pdf
English,7,7   - LEH,48,48-LEH,145,145-WANLA,EACA048PS0145.pdf
English,7,7   - LEH,48,48-LEH,146,146-SHELLA,EACA048PS0146.pdf
English,7,7   - LEH,48,48-LEH,147,147-TARCHIT,EACA048PS0147.pdf
English,7,7   - LEH,48,48-LEH,148,148-BOKBUZA,EACA048PS0148.pdf
English,7,7   - LEH,48,48-LEH,149,149-FANJILA,EACA048PS0149.pdf
English,7,7   - LEH,48,48-LEH,150,150-SUMDO,EACA048PS0150.pdf
English,7,7   - LEH,48,48-LEH,151,151-HANUPATTA,EACA048PS0151.pdf
English,7,7   - LEH,48,48-LEH,152,152-HINJU,EACA048PS0152.pdf
English,7,7   - LEH,48,48-LEH,153,153-URSI,EACA048PS0153.pdf
English,7,7   - LEH,48,48-LEH,154,154-FOTOKSAR,EACA048PS0154.pdf
English,7,7   - LEH,48,48-LEH,155,155-MACHU,EACA048PS0155.pdf
English,7,7   - LEH,48,48-LEH,156,156-YOULCHUNG,EACA048PS0156.pdf
English,7,7   - LEH,48,48-LEH,157,157-NEYRAKS,EACA048PS0157.pdf
English,7,7   - LEH,48,48-LEH,158,158-LINGSHED,EACA048PS0158.pdf
English,7,7   - LEH,48,48-LEH,159,159-KARTSE,EACA048PS0159.pdf
English,7,7   - LEH,48,48-LEH,160,160-JINGCHEN,EACA048PS0160.pdf
English,7,7   - LEH,48,48-LEH,161,161-SKUMPATA,EACA048PS0161.pdf
English,7,7   - LEH,48,48-LEH,162,162-SKUMPATA GONGMA,EACA048PS0162.pdf
English,7,7   - LEH,48,48-LEH,163,163-DIPLING,EACA048PS0163.pdf
English,7,7   - LEH,48,48-LEH,164,164-TAR,EACA048PS0164.pdf
English,7,7   - LEH,48,48-LEH,165,165-HIPTI,EACA048PS0165.pdf
English,7,7   - LEH,48,48-LEH,166,166-MANGUE,EACA048PS0166.pdf
English,7,7   - LEH,48,48-LEH,167,167-GERA,EACA048PS0167.pdf
English,7,7   - LEH,48,48-LEH,168,168-ULLEY THOKPO,EACA048PS0168.pdf
English,7,7   - LEH,48,48-LEH,169,169-ALCHI,EACA048PS0169.pdf
English,7,7   - LEH,48,48-LEH,170,170-LARDO,EACA048PS0170.pdf
English,7,7   - LEH,48,48-LEH,171,171-CHILING,EACA048PS0171.pdf
English,7,7   - LEH,48,48-LEH,172,172-SUMDA,EACA048PS0172.pdf
English,7,7   - LEH,48,48-LEH,173,173-EZANG SUMDA,EACA048PS0173.pdf
English,7,7   - LEH,48,48-LEH,174,174-SUMDA CHINMO,EACA048PS0174.pdf
English,7,7   - LEH,48,48-LEH,175,175-SUMDA DO,EACA048PS0175.pdf
English,7,7   - LEH,48,48-LEH,176,176-SKUE,EACA048PS0176.pdf
English,7,7   - LEH,48,48-LEH,177,177-KAYA,EACA048PS0177.pdf
English,7,7   - LEH,48,48-LEH,178,178-MARKHA,EACA048PS0178.pdf
English,7,7   - LEH,48,48-LEH,179,179-HANKAR,EACA048PS0179.pdf
English,7,7   - LEH,48,48-LEH,180,180-RUMBAK,EACA048PS0180.pdf
English,7,7   - LEH,48,48-LEH,181,181-RUMCHUNG,EACA048PS0181.pdf
English,7,7   - LEH,48,48-LEH,182,182-TSOGSTI,EACA048PS0182.pdf
English,7,7   - LEH,48,48-LEH,183,183-STOK,EACA048PS0183.pdf
English,7,7   - LEH,48,48-LEH,184,184-UPPER STOK,EACA048PS0184.pdf
English,7,7   - LEH,48,48-LEH,185,185-CHUCHOT YOGMA A,EACA048PS0185.pdf
English,7,7   - LEH,48,48-LEH,186,186-CHUCHOT YOGMA B,EACA048PS0186.pdf
English,7,7   - LEH,48,48-LEH,187,187-CHUCHOT SHAMA,EACA048PS0187.pdf
English,7,7   - LEH,48,48-LEH,188,188-ALCHI RONG,EACA048PS0188.pdf
English,7,7   - LEH,48,48-LEH,189,189-CHUCHOT GONGMA,EACA048PS0189.pdf
English,7,7   - LEH,48,48-LEH,190,190-SHAJING,EACA048PS0190.pdf
English,7,7   - LEH,48,48-LEH,191,191-MATHO,EACA048PS0191.pdf
English,7,7   - LEH,48,48-LEH,192,192-FARKA YOKMA MATHO,EACA048PS0192.pdf
English,7,7   - LEH,48,48-LEH,193,193-STAKNA,EACA048PS0193.pdf
English,7,7   - LEH,48,48-LEH,194,194-MARTSELANG,EACA048PS0194.pdf
English,7,7   - LEH,48,48-LEH,195,195-CHANGA,EACA048PS0195.pdf
English,7,7   - LEH,48,48-LEH,196,196-CHOMOLING,EACA048PS0196.pdf
English,7,7   - LEH,48,48-LEH,197,197-SHANG,EACA048PS0197.pdf
English,7,7   - LEH,48,48-LEH,198,198-CHOKDO,EACA048PS0198.pdf
English,7,7   - LEH,48,48-LEH,199,199-UPSHI,EACA048PS0199.pdf
English,7,7   - LEH,48,48-LEH,200,200-MERU,EACA048PS0200.pdf
English,7,7   - LEH,48,48-LEH,201,201-GYA,EACA048PS0201.pdf
English,7,7   - LEH,48,48-LEH,202,202-RUMTSE,EACA048PS0202.pdf
English,7,7   - LEH,48,48-LEH,203,203-KHARNAK,EACA048PS0203.pdf
English,7,7   - LEH,48,48-LEH,204,204-SAMAD ROKCHEN,EACA048PS0204.pdf
English,7,7   - LEH,48,48-LEH,205,205-THUKJEY GOMPA,EACA048PS0205.pdf
English,7,7   - LEH,48,48-LEH,206,206-KORZOK,EACA048PS0206.pdf
English,7,7   - LEH,48,48-LEH,207,207-CHUMUR,EACA048PS0207.pdf
English,7,7   - LEH,48,48-LEH,208,208-SUMDOO,EACA048PS0208.pdf
English,7,7   - LEH,48,48-LEH,209,209-ANGKUNG,EACA048PS0209.pdf
English,7,7   - LEH,48,48-LEH,210,210-TEGAZONG,EACA048PS0210.pdf
English,7,7   - LEH,48,48-LEH,211,211-PHIRSAY,EACA048PS0211.pdf
English,7,7   - LEH,48,48-LEH,212,212-RONGO,EACA048PS0212.pdf
English,7,7   - LEH,48,48-LEH,213,213-ANLEY,EACA048PS0213.pdf
English,7,7   - LEH,48,48-LEH,214,214-BUKSHADO,EACA048PS0214.pdf
English,7,7   - LEH,48,48-LEH,215,215-ANLEY PUNGOK,EACA048PS0215.pdf
English,7,7   - LEH,48,48-LEH,216,216-ANLEY PHO,EACA048PS0216.pdf
English,7,7   - LEH,48,48-LEH,217,217-KUYUL,EACA048PS0217.pdf
English,7,7   - LEH,48,48-LEH,218,218-DEMJOK,EACA048PS0218.pdf
English,8,8   - KARGIL,49,49-KARGIL,1,1  -MATAYEN,EACA049PS0001.pdf
English,8,8   - KARGIL,49,49-KARGIL,2,2  -PANDRASS,EACA049PS0002.pdf
English,8,8   - KARGIL,49,49-KARGIL,3,3  -MUSHKOO,EACA049PS0003.pdf
English,8,8   - KARGIL,49,49-KARGIL,4,4  -HOLIYAL,EACA049PS0004.pdf
English,8,8   - KARGIL,49,49-KARGIL,5,5  -MURADBAGH,EACA049PS0005.pdf
English,8,8   - KARGIL,49,49-KARGIL,6,6  -TROUNGJEN,UACA049PS0006.pdf
English,8,8   - KARGIL,49,49-KARGIL,7,7  -BAIRAS,UACA049PS0007.pdf
English,8,8   - KARGIL,49,49-KARGIL,8,8  -AUL BIARAS,UACA049PS0008.pdf
English,8,8   - KARGIL,49,49-KARGIL,9,9  -RANBIRPORA,UACA049PS0009.pdf
English,8,8   - KARGIL,49,49-KARGIL,10,10 -FRAVO,UACA049PS0010.pdf
English,8,8   - KARGIL,49,49-KARGIL,11,11 -GOSHAN,UACA049PS0011.pdf
English,8,8   - KARGIL,49,49-KARGIL,12,12 -LAMAR,UACA049PS0012.pdf
English,8,8   - KARGIL,49,49-KARGIL,13,13 -YOULBOO,UACA049PS0013.pdf
English,8,8   - KARGIL,49,49-KARGIL,14,14 -LAMOCHAN,UACA049PS0014.pdf
English,8,8   - KARGIL,49,49-KARGIL,15,15 -GINDIYAL,UACA049PS0015.pdf
English,8,8   - KARGIL,49,49-KARGIL,16,16 -BHIMBHAT,UACA049PS0016.pdf
English,8,8   - KARGIL,49,49-KARGIL,17,17 -THROUNGUS,UACA049PS0017.pdf
English,8,8   - KARGIL,49,49-KARGIL,18,18 -CHOKIYAL,UACA049PS0018.pdf
English,8,8   - KARGIL,49,49-KARGIL,19,19 -DANDAL,UACA049PS0019.pdf
English,8,8   - KARGIL,49,49-KARGIL,20,20 -JASGUND,UACA049PS0020.pdf
English,8,8   - KARGIL,49,49-KARGIL,21,21 -SUMAT,UACA049PS0021.pdf
English,8,8   - KARGIL,49,49-KARGIL,22,22 -THASGAM,UACA049PS0022.pdf
English,8,8   - KARGIL,49,49-KARGIL,23,23 -SHIMSHA,UACA049PS0023.pdf
