ac_number,ac_name,poll_station_number,poll_station_name,language,relative_path
8,Lamlai,8/06,Sekta Mayai Leikai,English,manipur_pdfs/english/A0080006.pdf
8,Lamlai,8/07,Sekta Makha Leikai,English,manipur_pdfs/english/A0080007.pdf
8,Lamlai,8/08,Pungdongbam Awang Mamang Leikai,English,manipur_pdfs/english/A0080008.pdf
8,Lamlai,8/09,Pungdongbam Awang Maning Leikai,English,manipur_pdfs/english/A0080009.pdf
8,Lamlai,8/10,Pungdongbam Makha Leikai,English,manipur_pdfs/english/A0080010.pdf
8,Lamlai,8/11,Kharasom,English,manipur_pdfs/english/A0080011.pdf
8,Lamlai,8/12,Nungoi,English,manipur_pdfs/english/A0080012.pdf
8,Lamlai,8/13,Yourbung Mayai Leikai,English,manipur_pdfs/english/A0080013.pdf
8,Lamlai,8/14,Yourbung Maning Leikai,English,manipur_pdfs/english/A0080014.pdf
8,Lamlai,8/15,Chalou,English,manipur_pdfs/english/A0080015.pdf
8,Lamlai,8/16,Chalou,English,manipur_pdfs/english/A0080016.pdf
8,Lamlai,8/17,Lamlai Awang Leikai,English,manipur_pdfs/english/A0080017.pdf
8,Lamlai,8/18,Lamlai Mayai Leikai,English,manipur_pdfs/english/A0080018.pdf
8,Lamlai,8/19,Lamlai Makha Leikai,English,manipur_pdfs/english/A0080019.pdf
8,Lamlai,8/20,Leimakhong Mapal,English,manipur_pdfs/english/A0080020.pdf
8,Lamlai,8/21,Tellou,English,manipur_pdfs/english/A0080021.pdf
8,Lamlai,8/22,Chana,English,manipur_pdfs/english/A0080022.pdf
8,Lamlai,8/23,Seijang Makha Leikai,English,manipur_pdfs/english/A0080023.pdf
8,Lamlai,8/24,Seijang Awang Leikai,English,manipur_pdfs/english/A0080024.pdf
8,Lamlai,8/25,Sabungkhok,English,manipur_pdfs/english/A0080025.pdf
8,Lamlai,8/26,Yaingangpokpi,English,manipur_pdfs/english/A0080026.pdf
8,Lamlai,8/27,Thamnapokpi,English,manipur_pdfs/english/A0080027.pdf
8,Lamlai,8/28,Kameng,English,manipur_pdfs/english/A0080028.pdf
8,Lamlai,8/29,Nongada Awang Leikai,English,manipur_pdfs/english/A0080029.pdf
8,Lamlai,8/30,Nongren (A),English,manipur_pdfs/english/A0080030.pdf
8,Lamlai,8/31,Nongren (B),English,manipur_pdfs/english/A0080031.pdf
8,Lamlai,8/32,Nongdam,English,manipur_pdfs/english/A0080032.pdf
8,Lamlai,8/33,Okshu,English,manipur_pdfs/english/A0080033.pdf
8,Lamlai,8/34,Takhel Makha Leikai,English,manipur_pdfs/english/A0080034.pdf
8,Lamlai,8/35,Takhel Mamang Leikai,English,manipur_pdfs/english/A0080035.pdf
8,Lamlai,8/36,Kanghuchingjil,English,manipur_pdfs/english/A0080036.pdf
8,Lamlai,8/37,Sanjenbam Khunou,English,manipur_pdfs/english/A0080037.pdf
8,Lamlai,8/38,Sanjenbam Khulen,English,manipur_pdfs/english/A0080038.pdf
8,Lamlai,8/39,Thayong Heirok,English,manipur_pdfs/english/A0080039.pdf
8,Lamlai,8/40,Terakhong,English,manipur_pdfs/english/A0080040.pdf
9,Thangmeiband,9/01,Thangmeiband Sinam Leikai (West),English,manipur_pdfs/english/A0090001.pdf
9,Thangmeiband,9/02,Thangmeiband Sinam Leikai (East),English,manipur_pdfs/english/A0090002.pdf
9,Thangmeiband,9/03,Langol Tarung,English,manipur_pdfs/english/A0090003.pdf
9,Thangmeiband,9/04,Tharon,English,manipur_pdfs/english/A0090004.pdf
9,Thangmeiband,9/05,Muchi Khul,English,manipur_pdfs/english/A0090005.pdf
9,Thangmeiband,9/06,Thangmeiband Yumnam Leikai (A),English,manipur_pdfs/english/A0090006.pdf
9,Thangmeiband,9/07,Thangmeiband Yumnam Leikai (B),English,manipur_pdfs/english/A0090007.pdf
9,Thangmeiband,9/08,Thangmeiband Yumnam Leikai (C),English,manipur_pdfs/english/A0090008.pdf
9,Thangmeiband,9/09,Thangmeiband Lairenhanjaba Leikai (A),English,manipur_pdfs/english/A0090009.pdf
9,Thangmeiband,9/10,Thangmeiband Lairenhanjaba Leikai (B),English,manipur_pdfs/english/A0090010.pdf
9,Thangmeiband,9/11,Thangmeiband Maisnam Leikai (A),English,manipur_pdfs/english/A0090011.pdf
9,Thangmeiband,9/12,Thangmeiband Maisnam Leikai (B),English,manipur_pdfs/english/A0090012.pdf
9,Thangmeiband,9/13,Thangmeiband Hijam Leikai (A),English,manipur_pdfs/english/A0090013.pdf
9,Thangmeiband,9/14,Thangmeiband Hijam Leikai (B),English,manipur_pdfs/english/A0090014.pdf
9,Thangmeiband,9/15,Thangmeiband Polem Leikai (A),English,manipur_pdfs/english/A0090015.pdf
9,Thangmeiband,9/16,Thangmeiband Polem Leikai (B),English,manipur_pdfs/english/A0090016.pdf
9,Thangmeiband,9/17,D. M. College Campus (A),English,manipur_pdfs/english/A0090017.pdf
9,Thangmeiband,9/18,D. M. College Campus (B),English,manipur_pdfs/english/A0090018.pdf
9,Thangmeiband,9/19,D. M. College Campus (C),English,manipur_pdfs/english/A0090019.pdf
9,Thangmeiband,9/20,D. M. College Campus (D),English,manipur_pdfs/english/A0090020.pdf
9,Thangmeiband,9/21,D.M. College Campus (E),English,manipur_pdfs/english/A0090021.pdf
9,Thangmeiband,9/22,Thangmeiband Lamabam Leikai (A),English,manipur_pdfs/english/A0090022.pdf
9,Thangmeiband,9/23,Thangmeiband Lamabam Leikai (B),English,manipur_pdfs/english/A0090023.pdf
9,Thangmeiband,9/24,Thangmeiband Lamabam Leikai (C),English,manipur_pdfs/english/A0090024.pdf
9,Thangmeiband,9/25,Thangmeiband Hijam Dewan Leikai (A),English,manipur_pdfs/english/A0090025.pdf
9,Thangmeiband,9/26,Thangmeiband Hijam Dewan Leikai (B),English,manipur_pdfs/english/A0090026.pdf
9,Thangmeiband,9/27,Thangmeiband Hijam Dewan Leikai (C),English,manipur_pdfs/english/A0090027.pdf
9,Thangmeiband,9/28,Thangmeiband Hijam Dewan Leikai (D),English,manipur_pdfs/english/A0090028.pdf
9,Thangmeiband,9/29,Lalambung Makhong (A),English,manipur_pdfs/english/A0090029.pdf
9,Thangmeiband,9/30,Lalambung Makhong (B),English,manipur_pdfs/english/A0090030.pdf
9,Thangmeiband,9/31,Lalambung Makhong (C),English,manipur_pdfs/english/A0090031.pdf
9,Thangmeiband,9/32,Lalambung Makhong (D),English,manipur_pdfs/english/A0090032.pdf
9,Thangmeiband,9/33,Lalambung Makhongi (E),English,manipur_pdfs/english/A0090033.pdf
9,Thangmeiband,9/34,Lalambung Makhong (F),English,manipur_pdfs/english/A0090034.pdf
9,Thangmeiband,9/35,Thangal Bazar Part-I (A),English,manipur_pdfs/english/A0090035.pdf
9,Thangmeiband,9/36,Thangal Bazar Part-I (A),English,manipur_pdfs/english/A0090036.pdf
9,Thangmeiband,9/37,Thangal Bazar Part-2 (A),English,manipur_pdfs/english/A0090037.pdf
9,Thangmeiband,9/38,Thangal Bazar Part-2 (A),English,manipur_pdfs/english/A0090038.pdf
9,Thangmeiband,9/39,Thangal Bazar Part-3 (A),English,manipur_pdfs/english/A0090039.pdf
9,Thangmeiband,9/40,Thangal Bazar Part-3 (B),English,manipur_pdfs/english/A0090040.pdf
9,Thangmeiband,9/41,Major Khul,English,manipur_pdfs/english/A0090041.pdf
10,Uripok,10/01,Iroishemba (A),English,manipur_pdfs/english/A0100001.pdf
10,Uripok,10/02,Langol Aying Leikai,English,manipur_pdfs/english/A0100002.pdf
10,Uripok,10/03,"Phaipijang, Langol",English,manipur_pdfs/english/A0100003.pdf
10,Uripok,10/04,Langol Ningthou,English,manipur_pdfs/english/A0100004.pdf
10,Uripok,10/05,Iroishemba (B),English,manipur_pdfs/english/A0100005.pdf
10,Uripok,10/06,Iroishemba (B-1),English,manipur_pdfs/english/A0100006.pdf
10,Uripok,10/07,Lamboikhongnangkhong(A),English,manipur_pdfs/english/A0100007.pdf
10,Uripok,10/08,Lamboikhongnangkhong(B),English,manipur_pdfs/english/A0100008.pdf
10,Uripok,10/09,Uripok Naoremthong (A),English,manipur_pdfs/english/A0100009.pdf
10,Uripok,10/10,Uripok Naoremthong(B),English,manipur_pdfs/english/A0100010.pdf
10,Uripok,10/11,Uripok Naoremthong(C),English,manipur_pdfs/english/A0100011.pdf
10,Uripok,10/12,Lamphel Sana Keithel (A),English,manipur_pdfs/english/A0100012.pdf
10,Uripok,10/13,Lamphel Sana Keithel (B),English,manipur_pdfs/english/A0100013.pdf
10,Uripok,10/14,Uripok Polem Leikai,English,manipur_pdfs/english/A0100014.pdf
10,Uripok,10/15,Uripok Yambem Leikai (A),English,manipur_pdfs/english/A0100015.pdf
10,Uripok,10/16,Uripok Yambem Leikai (B),English,manipur_pdfs/english/A0100016.pdf
10,Uripok,10/17,Uripok Yambem Leikai (C),English,manipur_pdfs/english/A0100017.pdf
10,Uripok,10/18,Uripok Yamnbem Leikai (D),English,manipur_pdfs/english/A0100018.pdf
10,Uripok,10/19,Uripok Khaidem Leikai,English,manipur_pdfs/english/A0100019.pdf
10,Uripok,10/20,Uripok Ahanthem Leikai,English,manipur_pdfs/english/A0100020.pdf
10,Uripok,10/21,Uripok Khoisnam Leikai (A),English,manipur_pdfs/english/A0100021.pdf
10,Uripok,10/22,Uripok Khoisnam Leikai (B),English,manipur_pdfs/english/A0100022.pdf
10,Uripok,10/23,Uripok Sorbon Thingel,English,manipur_pdfs/english/A0100023.pdf
10,Uripok,10/24,Uripok Bachaspati Leikai,English,manipur_pdfs/english/A0100024.pdf
10,Uripok,10/25,Uripok Bachaspati Leikai(A),English,manipur_pdfs/english/A0100025.pdf
10,Uripok,10/26,Uripok Bachaspati Leikai(B),English,manipur_pdfs/english/A0100026.pdf
10,Uripok,10/27,Uripok Bachaspati Leikai (C),English,manipur_pdfs/english/A0100027.pdf
10,Uripok,10/28,Uripok Khwai Brahmapur (A),English,manipur_pdfs/english/A0100028.pdf
10,Uripok,10/29,Uripok Singjubung Leirak,English,manipur_pdfs/english/A0100029.pdf
10,Uripok,10/30,Uripok Khwai Brahmapur (B),English,manipur_pdfs/english/A0100030.pdf
10,Uripok,10/31,Sorbol Thingel (A),English,manipur_pdfs/english/A0100031.pdf
10,Uripok,10/32,Sorbol Thingel (B),English,manipur_pdfs/english/A0100032.pdf
10,Uripok,10/33,Sorbol Thingel (C),English,manipur_pdfs/english/A0100033.pdf
10,Uripok,10/34,Sorbol Thingel (D),English,manipur_pdfs/english/A0100034.pdf
11,Sagolband,11/01,Bijoy Govinda (A),English,manipur_pdfs/english/A0110001.pdf
11,Sagolband,11/02,Bijoy Govinda (B),English,manipur_pdfs/english/A0110002.pdf
11,Sagolband,11/03,Bijoy Govinda (C),English,manipur_pdfs/english/A0110003.pdf
11,Sagolband,11/04,Bijoy Govinda (D),English,manipur_pdfs/english/A0110004.pdf
11,Sagolband,11/05,Ingudam Leikai (A),English,manipur_pdfs/english/A0110005.pdf
11,Sagolband,11/06,Ingudam Leikai (B),English,manipur_pdfs/english/A0110006.pdf
11,Sagolband,11/07,Sagolband Thingom Leikai,English,manipur_pdfs/english/A0110007.pdf
11,Sagolband,11/08,Sayang Pukhri Mapal,English,manipur_pdfs/english/A0110008.pdf
11,Sagolband,11/09,Mayaikoibi Thounaojam Leikai (A),English,manipur_pdfs/english/A0110009.pdf
11,Sagolband,11/10,Mayaikoibi Thounaojam Leikai (B),English,manipur_pdfs/english/A0110010.pdf
11,Sagolband,11/11,Sagolband Takhellambam Leikai (A),English,manipur_pdfs/english/A0110011.pdf
11,Sagolband,11/12,Sagolband Takhellambam Leikai (B),English,manipur_pdfs/english/A0110012.pdf
11,Sagolband,11/13,Leimakhujam Leikai (A),English,manipur_pdfs/english/A0110013.pdf
11,Sagolband,11/14,Leimakhujam Leikai (B),English,manipur_pdfs/english/A0110014.pdf
11,Sagolband,11/15,Sagolband Kangabam Leikai (A),English,manipur_pdfs/english/A0110015.pdf
11,Sagolband,11/16,Sagolband Kangabam Leikai (B),English,manipur_pdfs/english/A0110016.pdf
11,Sagolband,11/17,Sagolband Thokchom Leikai,English,manipur_pdfs/english/A0110017.pdf
11,Sagolband,11/18,Moirang Leirak,English,manipur_pdfs/english/A0110018.pdf
11,Sagolband,11/19,Nepram Manjor Leikai,English,manipur_pdfs/english/A0110019.pdf
11,Sagolband,11/20,Sagolband Moirang Leirak,English,manipur_pdfs/english/A0110020.pdf
11,Sagolband,11/21,Mabudhou Mantri Leikai (B),English,manipur_pdfs/english/A0110021.pdf
11,Sagolband,11/22,Sagolband Maisnam Leikai (A),English,manipur_pdfs/english/A0110022.pdf
11,Sagolband,11/23,Sagolband Maisnam Leikai (B),English,manipur_pdfs/english/A0110023.pdf
11,Sagolband,11/24,Sagolband Salam Leikai (A),English,manipur_pdfs/english/A0110024.pdf
11,Sagolband,11/25,Sagolband Salam Leikai (B),English,manipur_pdfs/english/A0110025.pdf
11,Sagolband,11/26,Wahengbam Leikai (A),English,manipur_pdfs/english/A0110026.pdf
11,Sagolband,11/27,Wahengbam Leikai (B),English,manipur_pdfs/english/A0110027.pdf
11,Sagolband,11/28,Paona Bazar (A),English,manipur_pdfs/english/A0110028.pdf
11,Sagolband,11/29,Paona Bazar (B),English,manipur_pdfs/english/A0110029.pdf
11,Sagolband,11/30,Paona Bazar (C),English,manipur_pdfs/english/A0110030.pdf
11,Sagolband,11/31,Kakhulong (A),English,manipur_pdfs/english/A0110031.pdf
11,Sagolband,11/32,Kakhulong (B),English,manipur_pdfs/english/A0110032.pdf
11,Sagolband,11/33,Old Lambulane,English,manipur_pdfs/english/A0110033.pdf
11,Sagolband,11/34,Old Lambulane,English,manipur_pdfs/english/A0110034.pdf
11,Sagolband,11/35,Keishamthong,English,manipur_pdfs/english/A0110035.pdf
12,Keishamthong,12/01,Kangabam Leikai,English,manipur_pdfs/english/A0120001.pdf
12,Keishamthong,12/02,Keishampat Mutum Leikai,English,manipur_pdfs/english/A0120002.pdf
12,Keishamthong,12/03,Meisnam Nongthombam Leikai,English,manipur_pdfs/english/A0120003.pdf
12,Keishamthong,12/04,Keishampat Thiyam Leikai,English,manipur_pdfs/english/A0120004.pdf
12,Keishamthong,12/05,Keishampat Lairembi Lampak,English,manipur_pdfs/english/A0120005.pdf
12,Keishamthong,12/06,Keishampat Sega Road,English,manipur_pdfs/english/A0120006.pdf
12,Keishamthong,12/07,Keishampat Leimajam Leikai,English,manipur_pdfs/english/A0120007.pdf
12,Keishamthong,12/08,Khwairakpam Leikai,English,manipur_pdfs/english/A0120008.pdf
12,Keishamthong,12/09,Maisnam Nongthombam Leikai,English,manipur_pdfs/english/A0120009.pdf
12,Keishamthong,12/10,Khwairakpam Leikai (A),English,manipur_pdfs/english/A0120010.pdf
12,Keishamthong,12/11,Keishamthong Laisom Leirak,English,manipur_pdfs/english/A0120011.pdf
12,Keishamthong,12/12,Keishamthong (B),English,manipur_pdfs/english/A0120012.pdf
12,Keishamthong,12/13,Keishamthong (C),English,manipur_pdfs/english/A0120013.pdf
12,Keishamthong,12/14,Keishamthong Hodam Leirak,English,manipur_pdfs/english/A0120014.pdf
12,Keishamthong,12/15,Keishamthong Maning Longjam Leirak,English,manipur_pdfs/english/A0120015.pdf
12,Keishamthong,12/16,Keishamthong Hodam Leirak,English,manipur_pdfs/english/A0120016.pdf
12,Keishamthong,12/17,Elangbam Leikai (A),English,manipur_pdfs/english/A0120017.pdf
12,Keishamthong,12/18,Elangbam Leikai (A-1),English,manipur_pdfs/english/A0120018.pdf
12,Keishamthong,12/19,Elangbam Leikai (B),English,manipur_pdfs/english/A0120019.pdf
12,Keishamthong,12/20,Elangbam Leikai (B-1),English,manipur_pdfs/english/A0120020.pdf
12,Keishamthong,12/21,Elangbam Leikai (C),English,manipur_pdfs/english/A0120021.pdf
12,Keishamthong,12/22,Thouda Bhabok Leikai (A),English,manipur_pdfs/english/A0120022.pdf
12,Keishamthong,12/23,Kwakeithel Nganapi Thong Mapal,English,manipur_pdfs/english/A0120023.pdf
12,Keishamthong,12/24,Irom Pukhri Mapal (B),English,manipur_pdfs/english/A0120024.pdf
12,Keishamthong,12/25,Thouda Bhabok Leikai (B),English,manipur_pdfs/english/A0120025.pdf
12,Keishamthong,12/26,Kwakeithel Akham Leikai,English,manipur_pdfs/english/A0120026.pdf
12,Keishamthong,12/27,Khagempalli Panthak(A),English,manipur_pdfs/english/A0120027.pdf
12,Keishamthong,12/28,Khagempalli Panthak(B),English,manipur_pdfs/english/A0120028.pdf
12,Keishamthong,12/29,Keisamthong Thangjam Leikai,English,manipur_pdfs/english/A0120029.pdf
12,Keishamthong,12/30,Moirang Purel Leikai (A),English,manipur_pdfs/english/A0120030.pdf
12,Keishamthong,12/31,Moirang Purel Leikai (B),English,manipur_pdfs/english/A0120031.pdf
12,Keishamthong,12/32,Moirang Purel Leikai(C),English,manipur_pdfs/english/A0120032.pdf
12,Keishamthong,12/33,Huidrom Leikai (A),English,manipur_pdfs/english/A0120033.pdf
12,Keishamthong,12/34,Huidrom Leikai (B),English,manipur_pdfs/english/A0120034.pdf
12,Keishamthong,12/35,Huidrom Leikai (B-1),English,manipur_pdfs/english/A0120035.pdf
12,Keishamthong,12/36,Pishumthong Oinam Leikai (A),English,manipur_pdfs/english/A0120036.pdf
12,Keishamthong,12/37,Pishumthong Oinam Leikai (B),English,manipur_pdfs/english/A0120037.pdf
12,Keishamthong,12/38,Oinam Leikai,English,manipur_pdfs/english/A0120038.pdf
12,Keishamthong,12/39,Ngangom Leikai (A),English,manipur_pdfs/english/A0120039.pdf
12,Keishamthong,12/40,Ngangom Leikai (B),English,manipur_pdfs/english/A0120040.pdf
13,Singjamei,13/01,Chingamathak Part-2 (A),English,manipur_pdfs/english/A0130001.pdf
13,Singjamei,13/02,Chingamathak Part-2 (B),English,manipur_pdfs/english/A0130002.pdf
13,Singjamei,13/03,Thokchom Leikai (A),English,manipur_pdfs/english/A0130003.pdf
13,Singjamei,13/04,Thokchom Leikai (B),English,manipur_pdfs/english/A0130004.pdf
13,Singjamei,13/05,Chingamathak Part (A),English,manipur_pdfs/english/A0130005.pdf
13,Singjamei,13/06,Chingamathak Part (B),English,manipur_pdfs/english/A0130006.pdf
13,Singjamei,13/07,Chingamakha (A),English,manipur_pdfs/english/A0130007.pdf
13,Singjamei,13/08,Chingamakha (A-1),English,manipur_pdfs/english/A0130008.pdf
13,Singjamei,13/09,Chingamakha (B),English,manipur_pdfs/english/A0130009.pdf
13,Singjamei,13/10,Chingamakha (C),English,manipur_pdfs/english/A0130010.pdf
13,Singjamei,13/11,Chingamakha (D),English,manipur_pdfs/english/A0130011.pdf
13,Singjamei,13/12,Chingamakha Ningthoujam Leikai (A),English,manipur_pdfs/english/A0130012.pdf
13,Singjamei,13/13,Chingamakha Ningthoujam Leikai (A-1),English,manipur_pdfs/english/A0130013.pdf
13,Singjamei,13/14,Chingamakha Ningthoujam Leikai (B),English,manipur_pdfs/english/A0130014.pdf
13,Singjamei,13/15,Chingamakha Ningthoujam Leikai (B-1),English,manipur_pdfs/english/A0130015.pdf
13,Singjamei,13/16,Top Leikai Singjamei (A),English,manipur_pdfs/english/A0130016.pdf
13,Singjamei,13/17,Thongam Top Leikai (B),English,manipur_pdfs/english/A0130017.pdf
13,Singjamei,13/18,Thongam Top Leikai (C),English,manipur_pdfs/english/A0130018.pdf
13,Singjamei,13/19,Thongam Top Leikai (D),English,manipur_pdfs/english/A0130019.pdf
13,Singjamei,13/20,Oinam Thingel,English,manipur_pdfs/english/A0130020.pdf
13,Singjamei,13/21,Thongam Leikai (A),English,manipur_pdfs/english/A0130021.pdf
13,Singjamei,13/22,Thongam Leikai (B),English,manipur_pdfs/english/A0130022.pdf
13,Singjamei,13/23,Thongam Leikai (C),English,manipur_pdfs/english/A0130023.pdf
13,Singjamei,13/24,Oinam Thingel Waikhom Leikai (A),English,manipur_pdfs/english/A0130024.pdf
13,Singjamei,13/25,Oinam Thingel Waikhom Leikai (B),English,manipur_pdfs/english/A0130025.pdf
13,Singjamei,13/26,Singjamei Okram Leikai,English,manipur_pdfs/english/A0130026.pdf
13,Singjamei,13/27,Mayengbam Leikai,English,manipur_pdfs/english/A0130027.pdf
13,Singjamei,13/28,Oinam Thingel Oinam Leikai (A),English,manipur_pdfs/english/A0130028.pdf
13,Singjamei,13/29,Oinam Thingel Oinam Leikai (B),English,manipur_pdfs/english/A0130029.pdf
14,Yaiskul,14/01,Moirangkhom (A),English,manipur_pdfs/english/A0140001.pdf
14,Yaiskul,14/02,Moirangkhom (B),English,manipur_pdfs/english/A0140002.pdf
14,Yaiskul,14/03,Moirangkhom (C),English,manipur_pdfs/english/A0140003.pdf
14,Yaiskul,14/04,Janmasthan,English,manipur_pdfs/english/A0140004.pdf
14,Yaiskul,14/05,Moirangkhom,English,manipur_pdfs/english/A0140005.pdf
14,Yaiskul,14/06,Wangkhei Ningthem Pukhri Mapal (A),English,manipur_pdfs/english/A0140006.pdf
14,Yaiskul,14/07,Wangkhei Ningthem Pukhri Mapal (B),English,manipur_pdfs/english/A0140007.pdf
14,Yaiskul,14/08,Wangkhei Ningthem Pukhri Mapal (B),English,manipur_pdfs/english/A0140008.pdf
14,Yaiskul,14/09,Loklaobung Sougaijam Mamang Leikai,English,manipur_pdfs/english/A0140009.pdf
14,Yaiskul,14/10,Moirangkhom Loklaobung,English,manipur_pdfs/english/A0140010.pdf
14,Yaiskul,14/11,Wangkhei Thangapat Mapal (A),English,manipur_pdfs/english/A0140011.pdf
14,Yaiskul,14/12,Wangkhei Puja Lampak,English,manipur_pdfs/english/A0140012.pdf
14,Yaiskul,14/13,Wangkhei Thangapat Mapal (B),English,manipur_pdfs/english/A0140013.pdf
14,Yaiskul,14/14,Brahamapur Nahabam Leikai (A),English,manipur_pdfs/english/A0140014.pdf
14,Yaiskul,14/15,Brahamapur Nahabam Leikai (B),English,manipur_pdfs/english/A0140015.pdf
14,Yaiskul,14/16,Wangkhei Konsam Leikai (B),English,manipur_pdfs/english/A0140016.pdf
14,Yaiskul,14/17,Wangkhei Konsam Leikai (C),English,manipur_pdfs/english/A0140017.pdf
14,Yaiskul,14/18,Yaiskul Yumnam Leikai,English,manipur_pdfs/english/A0140018.pdf
14,Yaiskul,14/19,Shougaijam Leirak,English,manipur_pdfs/english/A0140019.pdf
14,Yaiskul,14/20,Rajbari Part (A),English,manipur_pdfs/english/A0140020.pdf
14,Yaiskul,14/21,Mahabali,English,manipur_pdfs/english/A0140021.pdf
14,Yaiskul,14/22,Rajbari (B),English,manipur_pdfs/english/A0140022.pdf
14,Yaiskul,14/23,Rajbari (C),English,manipur_pdfs/english/A0140023.pdf
14,Yaiskul,14/24,Brahamapur Aribam Leikai (A),English,manipur_pdfs/english/A0140024.pdf
14,Yaiskul,14/25,Brahamapur Aribam Leikai (B),English,manipur_pdfs/english/A0140025.pdf
14,Yaiskul,14/26,Brahamapur Mangge Makhong (B),English,manipur_pdfs/english/A0140026.pdf
14,Yaiskul,14/27,Brahamapur Nahabam (A),English,manipur_pdfs/english/A0140027.pdf
14,Yaiskul,14/28,Brahamapur Mange Makhong (A),English,manipur_pdfs/english/A0140028.pdf
14,Yaiskul,14/29,Wangkhei Konsam Leikai (A),English,manipur_pdfs/english/A0140029.pdf
14,Yaiskul,14/30,Wangkhei Konsam Leikai (D),English,manipur_pdfs/english/A0140030.pdf
14,Yaiskul,14/31,Wangkhei Tokpam Leikai (West),English,manipur_pdfs/english/A0140031.pdf
14,Yaiskul,14/32,Wangkhe Thangjam Leikai (B),English,manipur_pdfs/english/A0140032.pdf
14,Yaiskul,14/33,Wangkhei Konsam Leikai (E),English,manipur_pdfs/english/A0140033.pdf
14,Yaiskul,14/34,Wangkhei Konsam Leikai (F),English,manipur_pdfs/english/A0140034.pdf
14,Yaiskul,14/35,Wangkhei Thangjam Leikai (A),English,manipur_pdfs/english/A0140035.pdf
14,Yaiskul,14/36,Brahmapur Bheigyabati Leikai (A),English,manipur_pdfs/english/A0140036.pdf
14,Yaiskul,14/37,Brahmapur Bheigyabati Leikai (B),English,manipur_pdfs/english/A0140037.pdf
14,Yaiskul,14/38,Brahmapur Bheigyabati Leikai (C),English,manipur_pdfs/english/A0140038.pdf
15,Wangkhei,15/01,Mantri Pukhri West (A),English,manipur_pdfs/english/A0150001.pdf
15,Wangkhei,15/02,Mantri Pukhri West (B),English,manipur_pdfs/english/A0150002.pdf
15,Wangkhei,15/03,Mantri Pukhri East (A),English,manipur_pdfs/english/A0150003.pdf
15,Wangkhei,15/04,Mantri Pukhri East (B),English,manipur_pdfs/english/A0150004.pdf
