constituency_name,part_no,poll_station_name,area_covered,file_name_en,file_name_ta
OZHUKARAI,06/33,"COMMUNITY HALL, FIRST MAIN ROAD, JAWAHAR NAGAR, PUDUCHERRY-600500

","FIRST MAIN ROAD, PAVANAR  NAGAR, PUDUCHERRY-605005

4TH MAIN ROAD, PAVANAR NAGAR, PUDUCHERRY-605005

FIRST CROSS STREET, PAVANAR NAGAR, PUDUCHERRY-605005

2ND CROSS STREET, PAVANAR NAGAR, PUDUCHERRY-605005

6TH CROSS STREET, PAVANAR NAGAR, PUDUCHERRY-605005",eng_06_33.pdf,tam_06_33.pdf
OZHUKARAI,06/34,"COMMUNITY HALL, FIRST MAIN ROAD, JAWAHAR NAGAR, PUDUCHERRY-600500

","2ND CROSS STREET, JAWAHAR NAGAR, BOOMIYANPET, PUDUCHERRY-605005

5TH MAIN ROAD , BOOMIYANPET, PUDUCHERRY-605005

LLOYDS COLONY , INDHU NAGAR, PUDUCHERRY-605005

3RD CROSS STREET, PAVANAR NAGAR, PUDUCHERRY-605005

4-TH CROSS STREET, PAVANAR NAGAR, PUDUCHERRY-605005

5TH CROSS STREET , PAVANAR NAGAR, PUDUCHERRY-605005

INDHU NAGAR, PAVANAR NAGAR EXT., PUDUCHERRY-605005",eng_06_34.pdf,tam_06_34.pdf
OZHUKARAI,06/35,"ELECTRICITY DEPT., 2ND CROSS STREET, VICTORIYA NAGAR, PUDUCHERRY-605005

","A-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

B-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

C-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

D-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

E-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

F-BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY-605005

MAIN ROAD, VICTORIYA NAGAR, PUDUCHERRY-605005

FIRST CROSS STREET, VICTORIYA NAGAR, PUDUCHERRY-605005

FIRST STREET, VICTORIYA NAGAR, VIVEKANANDHA NAGAR, PUDUCHERRY-605005

2ND CROSS STREET, VICTORIYA NAGAR, PUDUCHERRY-605005

3RD CROSS STREET, VICTORIYA NAGAR, PUDUCHERRY-605005

4TH CROSS STREET, VICTORIYA NAGAR, PUDUCHERRY-605005

VICTORIYA NAGAR EXT., VICTORIYA NAGAR, PUDUCHERRY-605005

ANNAI APARTMENT, MARIAMMAN KOIL STREET, PUDUCHERRY-605005

L- BLOCK, HOUSING BOARD QUARTERS, BOOMIYANPET, PUDUCHERRY--605005",eng_06_35.pdf,tam_06_35.pdf
KADIRGAMAM,07/01,"GOVT. ITI. (MEN), NATIONAL HIGHWAY, METTUPALAYAM, PUDUCHERRY-605009

","N. R. STREET, ANNAI SONIA GANDHI NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

ABDUAL KALAM STREET,  ANNAI SONIA GANDHI NAGAR, SHANMUGAPURAM    , PUDUCHERRY-605009

PRIYANKA STREET,  ANNAI SONIA GANDHI NAGAR, SHANMUGAPURAM    , PUDUCHERRY-605009

ANGALAMMAN KOIL STREET, ANNAI SONIA GANDHI NAGAR SHANMUGAPURAM PUDUCHERRY-605 009 

KALAM STREET, SARIGAI NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

VELAYUTHAM STREET,  ANNAI SONIA GANDHI NAGAR, SHANMUGAPURAM   , PUDUCHERRY-605009

BHARATHI STREET, V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

M.G.R. STREET, , V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

INDIRA GANDHI STREET, V.P. SINGH NAGAR, SHANMUGAPURAM    , PUDUCHERRY-605009

THIRU. V. KA. STREET, V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

ANNA STREET, V.P. SINGH NAGAR, , SHANMUGAPURAM , PUDUCHERRY-605009

NEHRU STREET, V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

V. O. C. STREET,  V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

SINDU STREET,   V.P. SINGH NAGAR, SHANMUGAPURAM, PUDUCHERRY-605009

BHARTHIDASAN STREET, V.P. SINGH NAGAR, SHANMUGAPURAM  , PUDUCHERRY-605009

VALLALAR STREET, V.P. SINGH NAGAR, SHANMUGAPURAM   , PUDUCHERRY-605009

VIVEKANANDAR STREET, V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

V.P. SINGH NAGAR , SHANMUGAPURAM , PUDUCHERRY-605009

ADHI KESAVAN STREET, KRISHNASAMY NAGAR, SHANMUGAPURAM, PUDUCHERRY -605 009

SUSIL APARTMENTS, BHARATHIDASAN STREET, V.P.SINGH NAGAR, SHANMUGAPURAM, PUDUCHERRY - 605 009.

ELECTRICITY STAFF QUARTERS, , METTUPALAYAM , PUDUCHERRY-605009

RAJIV GANDHI VETERINARY HOSPITAL QUARTERS, METTUPALAYAM, PUDUCHERRY - 605009

AKSHAYAA TOWERS, M.G.R. STREET,  V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009",eng_07_01.pdf,tam_07_01.pdf
KADIRGAMAM,07/02,"GOVT. ITI. (MEN), NATIONAL HIGHWAY, METTUPALAYAM, PUDUCHERRY-605009

","NORTH STREET, , SHANMUGAPURAM , PUDUCHERRY-605009

NATIONAL HIGHWAY, METTUPALAYAM, PUDUCHERRY-605009

KAMARAJAR STREET,  V.P. SINGH NAGAR,  SHANMUGAPURAM , PUDUCHERRY-605009

GANDHI STREET,  V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

NETHAJI STREET,   V.P. SINGH NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

FIRST CROSS STREET   RAM NAGAR, SHANMUGAPURAM, PUDUCHERRY-605009

2ND CROSS STREET, RAM NAGAR, SHANMUGAPURAM, PUDUCHERRY - 605 009

INDIRA GANDHI STREET, RAM NAGAR, SHANMUGAPURAM, PUDUCHERRY - 605 009.

INDUSTRIAL ESTATE ROAD, METTUPALAYAM,, PUDUCHERRY-605009

MANGALAKSHMI NAGAR,  MANIKKA CHETTIAR NAGAR (EXT),  SHANMUGAPURAM, PUDUCHERRY-605009

CHERAN STREET, MANGALAKSHMI NAGAR, MANICKA CHETTIAR NAGAR ( EXT), SHANMUGAPURAM, PUDUCHERRY - 605 009.

CHOLAN STREET, MANGALAKSHMI NAGAR,  MANIKKA CHETTIAR NAGAR(EXT), SHANMUGAPURAM,PUDUCHERRY-650 009.

PANDIYAN STREET, MANGALAKSHMI NAGAR, MANIKKA CHETTIAR NAGAR (EXT), SHANMUGAPURAM,PUDUCHERRY-605009. 

PALLAVAN STREET, MANGALAKSHMI NAGAR, MANIKKA CHETTIAR NAGAR(EXT), SHANMUGAPURAM, PUDUCHERRY-605009

KAMARAJ STREET, MANGALAKSHMI NAGAR, MANIKKA CHETTIAR NAGAR (EXT),  SHANMUGAPURAM, PUDUCHERRY - 605009

NEHRU STREET, MANGALAKSHMI NAGAR ( EXTN) METTUPALAYAM, SHANMUGAPURAM, PUDUCHERRY - 605009.

1ST CROSS STREET, RAM NAGAR, SHANMUGAPURAM, PUDUCHERRY-605 009.

V.M. GARDEN, SHANMUGAPURAM, PUDUCHERRY-605 009.",eng_07_02.pdf,tam_07_02.pdf
KADIRGAMAM,07/03,"GOVT. ITI. (MEN), NATIONAL HIGHWAY, METTUPALAYAM, PUDUCHERRY-605009

","FIRST MAIN ROAD, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

2ND  MAIN ROAD, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

1ST CROSS STREET,  MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

2ND CROSS STREET, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

3RD CROSS STREET,  MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

4TH  CROSS STREET, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

5TH CROSS STREET, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

5TH CROSS EXTN. MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009

6TH CROSS STREET, MANIKKA CHETTIYAR NAGAR, SHANMUGAPURAM , PUDUCHERRY-605009",eng_07_03.pdf,tam_07_03.pdf
KADIRGAMAM,07/04,"GOVT.PRIMARY SCHOOL, SCHOOL STREET, METTUPALAYAM,, PUDUCHERRY-605009

","KONJUMKILI MARIAMMAN KOIL PLOT, METTUPALAYAM, PUDUCHERRY-605009

KONJUMKILI MARIAMMAN KOIL STREET, METTUPALAYAM, PUDUCHERRY-605009

JEEVA STREET, SHANMUGAPURAM, PUDUCHERRY-605009

KAVIYARASU KANNADASAN STREET, METTUPALAYAM,, PUDUCHERRY-605009

SUBRAMANIAR KOIL STREET, SHANMUGAPURAM, PUDUCHERRY-605009

VINAYAGAR KOIL STREET, SHANMUGAPURAM, PUDUCHERRY-605009

BALWADI STREET, METTUPALAYAM,, PUDUCHERRY-605009",eng_07_04.pdf,tam_07_04.pdf
KADIRGAMAM,07/05,"GOVT.PRIMARY SCHOOL, SCHOOL STREET, METTUPALAYAM,, PUDUCHERRY-605009

","HOSPITAL STREET, METTUPALAYAM,, PUDUCHERRY-605009

SCHOOL STREET, METTUPALAYAM,, PUDUCHERRY-605009

MARIYAMMAN KOIL STREET, METTUPALAYAM, PUDUCHERRY-605009

NILAYA STREET, SHANMUGAPURAM , PUDUCHERRY-605009

MARIAMMAN KOIL STREET, SHANMUGAPURAM, PUDUCHERRY - 605009",eng_07_05.pdf,tam_07_05.pdf
KADIRGAMAM,07/06,"GOVT. HIGH SCHOOL, SCHOOL STREET, METTUPALAYAM,, PUDUCHERRY-605009

","NESAVALAR QUARTERS, SHANMUGAPURAM, PUDUCHERRY-605009

NESAVALAR QUARTERS, ROUND QUARTERS, SHANMUGAPURAM  , PUDUCHERRY-605009

SUBBAIAH STREET, SHANMUGAPURAM , PUDUCHERRY-605009

KAMARAJAR STREET, SHANMUGAPURAM , PUDUCHERRY-605009

KAMARAJAR STREET (EXTN), SHANMUGAPURAM, PUDUCHERRY -605009.

OVERSEAS ELECTORS",eng_07_06.pdf,tam_07_06.pdf
KADIRGAMAM,07/07,"SEVENTH DAY ADVENTIST HR.SEC.SCHOOL, VAZHUDHAVOOR ROAD, SHANMUGAPURAM , PUDUCHERRY-605009

","MURUGAN KOIL STREET,  NORTH BHARATHIPURAM, SHANMUGAPURAM , PUDUCHERRY-605009

SANMARKA  STREET,   NORTH BHARATHIPURAM , SHANMUGAPURAM, PUDUCHERRY-605009",eng_07_07.pdf,tam_07_07.pdf
KADIRGAMAM,07/08,"SEVENTH DAY ADVENTIST HR.SEC.SCHOOL, VAZHUDHAVOOR ROAD, SHANMUGAPURAM , PUDUCHERRY-605009

","SATHIYAMURTHY STREET,  NORTH BHARATHIPURAM , SHANMUGAPURAM, , PUDUCHERRY-605009

NAGATHAMMAN KOIL STREET, SOUTH BHARATHIPURAM , SHANMUGAPURAM, , PUDUCHERRY-605009

V.O.C  STREET , SHANMUGAPURAM, PUDUCHERRY-605009

V.O.C. STREET  EXT, SHANMUGAPURAM, PUDUCHERRY-605009",eng_07_08.pdf,tam_07_08.pdf
KADIRGAMAM,07/09,"SEVENTH DAY ADVENTIST HR.SEC.SCHOOL, VAZHUDHAVOOR ROAD, SHANMUGAPURAM , PUDUCHERRY-605009

","VAZHUDHAVOOR ROAD, SHANMUGAPURAM , PUDUCHERRY-605009

V. P. SINGH STREET, SHANMUGAPURAM , PUDUCHERRY-605009

BHARATHI STREET, SHANMUGAPURAM, PUDUCHERRY-605009

ANNA STREET, SHANMUGAPURAM, PUDUCHERRY-605009

1ST CROSS STREET, ANNA STREET, SHANMUGAPURAM, PUDUCHERRY-605009

2ND CROSS STREET, ANNA STREET, SHANMUGAPURAM, PUDUCHERRY - 605 009.

ANNA SREET (EXTN.), SHANMUGAPURAM, PUDUCHERRY - 650 009 

TYPE-II METTUPALAYAM POLICE QUARTERS, SHANMUGAPURAM, PUDUCHERRY-605009

SEENUVASAPURAM, SHANMUGAPURAM, PUDUCHERRY - 605 009

2-ND CROSS STREET, SEENUVASAPURAM, SHANMUGAPURAM,  PUDUCHERRY - 605009

3RD CROSS ST.,  SEENUVASAPURAM, SHANMUGAPURAM, PUDUCHERRY - 605 009.",eng_07_09.pdf,tam_07_09.pdf
KADIRGAMAM,07/10,"GOVT.PRIMARY SCHOOL, BHARATHIDASAN STREET, MEENATCHIPET,  PUDUCHERRY-605009

","VINAYAGAR KOIL STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

VIVEKANANDAR STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

VEERAMAMUNIVAR STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

THIRUVALLUVAR STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

ANNA STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

THIRU. VI . KA.  STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

JEEVANANDAM STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

KAMARASAR STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

KUMARAN STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

RAJ APARTMENT, KUMARAN STREET, DR. RADHAKRISHNAN NAGAR, PUDUCHERRY - 605009

VALLALAR STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

SATHIAMOORTHY STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

FIRST STREET, DR.RADHAKRISHNAN NAGAR, PUDUCHERRY-605009

OVERSEAS ELECTORS",eng_07_10.pdf,tam_07_10.pdf
KADIRGAMAM,07/11,"GOVT.PRIMARY SCHOOL, BHARATHIDASAN STREET, MEENATCHIPET,  PUDUCHERRY-605009

","ELANGO ADIGAL STREET, MEENATCHIPET, PUDUCHERRY-605009

V.O.C. STREET, MEENATCHIPET, PUDUCHERRY-605009

MARIAMMAN KOIL STREET, MEENATCHIPET,  PUDUCHERRY-605009

KAMBAN STREET, MEENATCHIPET,  PUDUCHERRY-605009

THIRUVALLUVAR STREET, MEENATCHIPET,  PUDUCHERRY-605009

BHARATHIDASAN STREET, MEENATCHIPET,  PUDUCHERRY-605009

MAIN STREET, RAMANAPURAM, MEENATCHIPET, PUDUCHERRY-605009

1ST  CROSS STREET, RAMANAPURAM, MEENATCHIPET, PUDUCHERRY-605009

2ND CROSS STREET, RAMANAPURAM, MEENATCHIPET, PUDUCHERRY-605009

3RD CROSS STREET, RAMANAPURAM, MEENATCHIPET, PUDUCHERRY-605009

CHOZHAN STREET, MEENATCHIPET, , PUDUCHERRY-605009",eng_07_11.pdf,tam_07_11.pdf
KADIRGAMAM,07/12,"GOVT.PRIMARY SCHOOL, VINAYAGAR KOIL STREET, SOKKANATHANPET, PUDUCHERRY-605009

","SOKKANATHANPET, PUDUCHERRY-605009

MARIAMMAN KOIL STREET, SOKKANATHANPET, PUDUCHERRY-605009

NORTH  ANNAIKARAI STREET, SOKKANATHANPET, PUDUCHERRY-605009

SOUTH ANNAIKARAI STREET, SOKKANATHANPET, PUDUCHERRY-605009

MIDDLE STREET, SOKKANATHANPET, PUDUCHERRY-605009

VINAYAGAR KOIL STREET, SOKKANATHANPET, PUDUCHERRY-605009",eng_07_12.pdf,tam_07_12.pdf
KADIRGAMAM,07/13,"MALAR ENGLISH SCHOOL, RAMAN STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

","VAZHUDHAVOOR ROAD, SOKKANATHANPET, PUDUCHERRY-605009

DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

MAIN ROAD,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

 2ND MAIN ROAD, DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

SABARI STREET, 2-ND MAIN ROAD,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009. 

2ND CROSS, DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

3RD CROSS, DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

4TH CROSS STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009

5TH CROSS STREET, DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

6TH CROSS STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

7TH CROSS STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009

9TH CROSS STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009

M.G.R. STREET,   DATCHINAMURTHY NAGAR, SOKKANATHANPET,  PUDUCHERRY - 605 009

RAMAN STREET,  DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

KAILASH STREET,   DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

FIRST STREET, SELVA NAGAR, ( OPP. TO MOSQUE)  DATCHINAMURTHY NAGAR (EXT), SOKKANATHANPET, PUDUCHERRY - 605009.

T. G. S.  NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

T.G.S. NAGAR, MAIN ROAD , SOKKANATHANPET, PUDUCHERRY-605009

1ST CROSS STREET, T.G.S. NAGAR, SOKKANATHANPET, PUDUCHERRY - 605009

2ND CROSS STREET, T.G.S. NAGAR, SOKKANADHANPET, PUDUCHERRY - 605 009

KARAIKAL AMMAIYAR STREET, T.G.S. NAGAR, SOKKANATHAN PET, PUDUCHERRY - 605 009 

SOKKALINGA VINAYAGAR NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

MAIN ROAD, SOKKALINGA VINAYAGAR NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

1ST CROSS STREET, SOKKALINGAVINAYAGAR NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

K.P.S. NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

SRI MANAKULA VINAYAGAR STREET, K.P.S. NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

SRI ANNAMALAIYAR STREET, K.P.S. NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009.

RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

KAMARAJAR STREET, RAMALINGAM NAGAR, SOKKANATHAN PET, PUDUCHERRY - 605 009.

RAGAVENDRA STREET,  RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

INDIRA GANDHI STREET, RAMALINGAM NAGAR, SOKKANATHAN PET, PUDUCHERRY - 605 009. 

NETHAJI STREET, RAMALINGAM NAGAR, SOKKANATHAN PET, PUDUCHERRY - 605 009

SUBRAMANIYA SIVA STREET, RAMALINGAM NAGAR, SOKKANATHAN PET, PUDUCHERRY - 605 009.

FIRST CROSS STREET, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY - 605009

2ND CROSS STREET, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY - 605 009

3RD CROSS STREET, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY-605009

4TH CROSS STREET, KAILASH STREET, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY - 605009

1ST CROSS STREET, VELAUTHAM NAGAR, SOKKANATHAN PET, PUDUCHERRY 605 009.

8TH CROSS STREET, DATCHINAMURTHY NAGAR, SOKKANATHENPET, PUDUCHERRY - 605009.

ADITHYA APARTMENT, RAMALINGAM NAGAR, JAYA NAGAR EXTN, REDDIYARPALAYAM, PUDUCHERRY-605010

2ND MAIN ROAD, SOKKALINGA VINAYAGAR NAGAR, SOKKANATHANPET, PUDUCHERRY-605 009.

FIRST CROSS STREET, DATCHINAMURTHY NAGAR, SOKKANATHANPET, PUDUCHERRY-605 009.

MAIN ROAD, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY-605 009.

5TH CROSS STREET, RAMALINGAM NAGAR, SOKKANATHANPET, PUDUCHERRY-605 009.

V.O.C STREET, 2ND MAIN ROAD, DATCHINAMURTHY NAGAR, SOKKANATHANPET,  PUDUCHERRY-605 009.",eng_07_13.pdf,tam_07_13.pdf
KADIRGAMAM,07/14,"THILLAIYADI VALLIAMMAI GOVT. HIGH SCHOOL, NEHRU STREET, KATHIRKAMAM, PUDUCHERRY-605009

","VARADHAN STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

SENTHAMARAI STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

KALINGAR STREET,  PERIYAR NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

KAMARAJAR STREET, PERIYAR NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

MARIAMMAN KOIL STREET, PERIYAR NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

BHARATHIDASAN STREET,  PERIYAR NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

THAMIZH SELVI STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

VEERAPPA STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

NATESAN STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

ELANGO STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

PANJALI STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

PONMUDI STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

MANIMEGALAI STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

THAMIZHARASI STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

VALLALAR STREET, PERIYAR NAGAR, KATHIRKAMAM, PUDUCHERRY - 605009",eng_07_14.pdf,tam_07_14.pdf
KADIRGAMAM,07/15,"THILLAIYADI VALLIAMMAI GOVT. HIGH SCHOOL, NEHRU STREET, KATHIRKAMAM, PUDUCHERRY-605009

","RATHINAM STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

KALAYANA SUNDARAM STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

VALLALAR STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

GOVINDAN STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

RADHA STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

PAARI STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

PUGAZENDHI STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

KURAL STREET, ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009

TAGORE STREET,  ANANDA NAGAR, KATHIRKAMAM, PUDUCHERRY-605009",eng_07_15.pdf,tam_07_15.pdf
KADIRGAMAM,07/16,"GOVT. GIRLS HIGHER SECONDARY SCHOOL, VAZHUDHAVOOR  ROAD, KATHIRKAMAM, PUDUCHERRY-605009

","BHARATHI STREET, KATHIRKAMAM, PUDUCHERRY-605009

NEHRU STREET, KATHIRKAMAM, PUDUCHERRY-605009

NEHRU STREET, (EXT.), KATHIRKAMAM, PUDUCHERRY-605009

GANGAIAMMAN KOIL STREET , KATHIRKAMAM, PUDUCHERRY-605009",eng_07_16.pdf,tam_07_16.pdf
KADIRGAMAM,07/17,"GOVT. GIRLS HIGHER SECONDARY SCHOOL, VAZHUDHAVOOR  ROAD, KATHIRKAMAM, PUDUCHERRY-605009

","KAMARAJAR STREET, KATHIRKAMAM, PUDUCHERRY-605009

SUBRAMANIAR KOIL STREET, KATHIRKAMAM, PUDUCHERRY-605009

MARIAMMAN KOIL STREET, KATHIRKAMAM, PUDUCHERRY-605009

V. O. C. STREET, KATHIRKAMAM, PUDUCHERRY-605009

GANDHI STREET, KATHIRKAMAM, PUDUCHERRY-605009

VAZHUDHAVOOR  ROAD, KATHIRKAMAM, PUDUCHERRY-605009

SRINIVAS APPARTMENT, VAZHUDAVOOR ROAD, KADIRKAMAM, PUDUCHERRY - 605009

BALARAMAN M.C., STREET, BHARATHI STREET, KATHIRKAMAM, PUDUCHERRY - 605009

GIRLS HOSTEL, INDIRA GANDHI MEDICAL COLLEGE HOSPITAL AND RESERACH INSTITUTE, VAZHUDAVOOR SALAI, KATHIRGAMAM, PUDUCHERRY - 605009.",eng_07_17.pdf,tam_07_17.pdf
